WP_000340713.1	lcl|NZ_JAMQPV010000001.1_cds_WP_135663333.1_2561	64.865	74	106
WP_000412665.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375788.1_2560	82.903	310	314
WP_000412665.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375785.1_2557	26.101	318	314
WP_000412665.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265374012.1_363	23.333	330	314
WP_000412665.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375762.1_2534	23.529	204	314
WP_000412665.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375714.1_2485	26.316	171	314
WP_000412665.1	lcl|NZ_JAMQPV010000004.1_cds_WP_265376671.1_3530	23.529	170	314
WP_000361605.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265374835.1_1356	43.154	241	597
WP_000361605.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375764.1_2536	25.730	548	597
WP_000361605.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265374253.1_645	37.075	294	597
WP_000361605.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265374469.1_917	36.162	271	597
WP_000361605.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265374200.1_585	38.696	230	597
WP_000361605.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265374471.1_919	34.894	235	597
WP_000361605.1	lcl|NZ_JAMQPV010000002.1_cds_WP_265376036.1_2775	28.846	364	597
WP_000361605.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375096.1_1676	28.829	222	597
WP_000361605.1	lcl|NZ_JAMQPV010000003.1_cds_WP_265376329.1_3133	26.724	232	597
WP_000361605.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375618.1_2327	28.070	228	597
WP_000361605.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265374450.1_893	31.222	221	597
WP_000361605.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265374400.1_829	28.070	228	597
WP_000361605.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265373872.1_190	29.258	229	597
WP_000361605.1	lcl|NZ_JAMQPV010000002.1_cds_WP_265359724.1_2722	27.753	227	597
WP_000361605.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265358840.1_1039	28.358	201	597
WP_000361605.1	lcl|NZ_JAMQPV010000003.1_cds_WP_265376261.1_3044	29.108	213	597
WP_000361605.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375683.1_2416	27.572	243	597
WP_000361605.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265374488.1_936	27.451	204	597
WP_000361605.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375664.1_2390	26.852	216	597
WP_000361605.1	lcl|NZ_JAMQPV010000001.1_cds_WP_135592366.1_2113	26.339	224	597
WP_000361605.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265373737.1_31	23.529	238	597
WP_000361605.1	lcl|NZ_JAMQPV010000003.1_cds_WP_265376389.1_3212	25.000	244	597
WP_000361605.1	lcl|NZ_JAMQPV010000003.1_cds_WP_265376389.1_3212	27.329	161	597
WP_000361605.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375423.1_2086	28.241	216	597
WP_000361605.1	lcl|NZ_JAMQPV010000003.1_cds_WP_100718965.1_3052	28.713	202	597
WP_000361605.1	lcl|NZ_JAMQPV010000002.1_cds_WP_265376220.1_2919	28.696	230	597
WP_000361605.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265374449.1_892	29.386	228	597
WP_000361605.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375325.1_1965	26.866	201	597
WP_000361605.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375915.1_1230	26.638	229	597
WP_000361605.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375915.1_1230	28.415	183	597
WP_000361605.1	lcl|NZ_JAMQPV010000001.1_cds_WP_108959774.1_1270	26.840	231	597
WP_000361605.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265374907.1_1439	23.902	205	597
WP_000361605.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375224.1_1831	26.500	200	597
WP_000361605.1	lcl|NZ_JAMQPV010000003.1_cds_WP_108959391.1_3145	26.203	187	597
WP_000361605.1	lcl|NZ_JAMQPV010000003.1_cds_WP_108959391.1_3145	25.328	229	597
WP_000361605.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265374361.1_777	23.789	227	597
WP_000361605.1	lcl|NZ_JAMQPV010000001.1_cds_WP_322113694.1_2414	23.786	206	597
