WP_000340713.1	lcl|NZ_RQFU01000026.1_cds_WP_015678341.1_2957	64.865	74	106
WP_000412665.1	lcl|NZ_RQFU01000026.1_cds_WP_135637401.1_2956	82.258	310	314
WP_000412665.1	lcl|NZ_RQFU01000005.1_cds_WP_135633018.1_104	23.030	330	314
WP_000412665.1	lcl|NZ_RQFU01000028.1_cds_WP_135637665.1_3402	26.111	180	314
WP_000412665.1	lcl|NZ_RQFU01000016.1_cds_WP_135635337.1_2468	22.941	170	314
WP_000361605.1	lcl|NZ_RQFU01000010.1_cds_WP_135634577.1_2085	44.262	244	597
WP_000361605.1	lcl|NZ_RQFU01000005.1_cds_WP_135633805.1_675	36.900	271	597
WP_000361605.1	lcl|NZ_RQFU01000005.1_cds_WP_015676643.1_389	32.683	410	597
WP_000361605.1	lcl|NZ_RQFU01000005.1_cds_WP_135633273.1_328	38.144	291	597
WP_000361605.1	lcl|NZ_RQFU01000005.1_cds_WP_135633809.1_677	34.252	254	597
WP_000361605.1	lcl|NZ_RQFU01000026.1_cds_WP_135637369.1_2941	27.110	391	597
WP_000361605.1	lcl|NZ_RQFU01000012.1_cds_WP_244932581.1_2385	27.540	443	597
WP_000361605.1	lcl|NZ_RQFU01000015.1_cds_WP_135635200.1_3188	30.631	222	597
WP_000361605.1	lcl|NZ_RQFU01000018.1_cds_WP_135635854.1_1711	27.731	238	597
WP_000361605.1	lcl|NZ_RQFU01000019.1_cds_WP_015678051.1_906	29.515	227	597
WP_000361605.1	lcl|NZ_RQFU01000018.1_cds_WP_135635965.1_1802	30.000	210	597
WP_000361605.1	lcl|NZ_RQFU01000023.1_cds_WP_135637200.1_2896	30.973	226	597
WP_000361605.1	lcl|NZ_RQFU01000005.1_cds_WP_135633763.1_647	30.263	228	597
WP_000361605.1	lcl|NZ_RQFU01000021.1_cds_EHQ46_RS15930_3542	28.390	236	597
WP_000361605.1	lcl|NZ_RQFU01000005.1_cds_WP_135633636.1_580	27.434	226	597
WP_000361605.1	lcl|NZ_RQFU01000001.1_cds_WP_135632673.1_2772	25.506	247	597
WP_000361605.1	lcl|NZ_RQFU01000018.1_cds_WP_135635761.1_1635	25.446	224	597
WP_000361605.1	lcl|NZ_RQFU01000019.1_cds_WP_244932656.1_1147	28.436	211	597
WP_000361605.1	lcl|NZ_RQFU01000005.1_cds_WP_135633953.1_782	27.363	201	597
WP_000361605.1	lcl|NZ_RQFU01000019.1_cds_WP_039927891.1_1120	26.339	224	597
WP_000361605.1	lcl|NZ_RQFU01000012.1_cds_WP_244932569.1_2164	24.752	202	597
WP_000361605.1	lcl|NZ_RQFU01000028.1_cds_WP_135637607.1_3308	26.147	218	597
WP_000361605.1	lcl|NZ_RQFU01000012.1_cds_WP_015679122.1_2241	27.660	188	597
WP_000361605.1	lcl|NZ_RQFU01000018.1_cds_WP_135635955.1_1794	27.228	202	597
WP_000361605.1	lcl|NZ_RQFU01000018.1_cds_WP_135635758.1_1634	25.610	246	597
WP_000361605.1	lcl|NZ_RQFU01000018.1_cds_WP_135635758.1_1634	28.221	163	597
WP_000361605.1	lcl|NZ_RQFU01000019.1_cds_WP_015675730.1_1276	26.866	201	597
WP_000361605.1	lcl|NZ_RQFU01000028.1_cds_WP_135637637.1_3334	24.201	219	597
WP_000361605.1	lcl|NZ_RQFU01000010.1_cds_WP_135634485.1_1999	27.273	231	597
