WP_000340713.1	lcl|NZ_AOVD01000125.1_cds_WP_000340715.1_3223	95.349	86	106
WP_000412665.1	lcl|NZ_AOVD01000125.1_cds_WP_000410273.1_3222	95.192	312	314
WP_000412665.1	lcl|NZ_AOVD01000125.1_cds_WP_000093099.1_3202	53.968	63	314
WP_000412665.1	lcl|NZ_AOVD01000113.1_cds_WP_000744700.1_2547	24.925	333	314
WP_000412665.1	lcl|NZ_AOVD01000125.1_cds_WP_000646252.1_3219	26.766	269	314
WP_000412665.1	lcl|NZ_AOVD01000125.1_cds_WP_000600889.1_3193	26.425	193	314
WP_000412665.1	lcl|NZ_AOVD01000125.1_cds_WP_000723090.1_3140	22.680	291	314
WP_000361605.1	lcl|NZ_AOVD01000041.1_cds_WP_000172202.1_536	35.185	378	597
WP_000361605.1	lcl|NZ_AOVD01000041.1_cds_WP_000667646.1_579	32.832	399	597
WP_000361605.1	lcl|NZ_AOVD01000114.1_cds_WP_000828455.1_2636	31.591	421	597
WP_000361605.1	lcl|NZ_AOVD01000125.1_cds_WP_000834715.1_3199	31.169	385	597
WP_000361605.1	lcl|NZ_AOVD01000120.1_cds_WP_000510777.1_2942	28.372	215	597
WP_000361605.1	lcl|NZ_AOVD01000080.1_cds_WP_001161019.1_1491	31.579	209	597
WP_000361605.1	lcl|NZ_AOVD01000134.1_cds_WP_000619175.1_3600	29.555	247	597
WP_000361605.1	lcl|NZ_AOVD01000041.1_cds_WP_000942282.1_522	30.568	229	597
WP_000361605.1	lcl|NZ_AOVD01000136.1_cds_WP_001052498.1_3658	24.900	249	597
WP_000361605.1	lcl|NZ_AOVD01000061.1_cds_WP_000433117.1_1089	28.947	228	597
WP_000361605.1	lcl|NZ_AOVD01000057.1_cds_WP_001982953.1_836	24.779	226	597
WP_000361605.1	lcl|NZ_AOVD01000011.1_cds_WP_001141158.1_62	31.364	220	597
WP_000361605.1	lcl|NZ_AOVD01000134.1_cds_WP_000218838.1_3599	28.980	245	597
WP_000361605.1	lcl|NZ_AOVD01000061.1_cds_WP_000666552.1_1037	27.778	234	597
WP_000361605.1	lcl|NZ_AOVD01000061.1_cds_WP_001089500.1_1057	29.091	220	597
WP_000361605.1	lcl|NZ_AOVD01000090.1_cds_WP_000184524.1_1916	27.979	193	597
WP_000361605.1	lcl|NZ_AOVD01000089.1_cds_WP_000047473.1_1837	26.977	215	597
WP_000361605.1	lcl|NZ_AOVD01000129.1_cds_WP_000052667.1_3388	26.201	229	597
WP_000361605.1	lcl|NZ_AOVD01000088.1_cds_WP_000590867.1_1808	24.651	215	597
WP_000361605.1	lcl|NZ_AOVD01000086.1_cds_WP_000603361.1_1756	25.000	228	597
WP_000361605.1	lcl|NZ_AOVD01000125.1_cds_WP_000675807.1_3097	26.800	250	597
WP_000361605.1	lcl|NZ_AOVD01000139.1_cds_WP_001288326.1_3738	27.542	236	597
WP_000361605.1	lcl|NZ_AOVD01000104.1_cds_WP_001049205.1_2309	27.451	255	597
WP_000361605.1	lcl|NZ_AOVD01000104.1_cds_WP_001049205.1_2309	25.328	229	597
WP_000361605.1	lcl|NZ_AOVD01000133.1_cds_WP_000598571.1_3587	26.244	221	597
WP_000361605.1	lcl|NZ_AOVD01000086.1_cds_WP_000054169.1_1740	24.876	201	597
WP_000361605.1	lcl|NZ_AOVD01000105.1_cds_WP_000136057.1_2337	28.000	225	597
WP_000361605.1	lcl|NZ_AOVD01000041.1_cds_WP_000626143.1_541	29.327	208	597
WP_000361605.1	lcl|NZ_AOVD01000041.1_cds_WP_000626143.1_541	24.719	178	597
WP_000361605.1	lcl|NZ_AOVD01000070.1_cds_WP_000481720.1_1297	24.783	230	597
WP_000361605.1	lcl|NZ_AOVD01000070.1_cds_WP_000481720.1_1297	23.431	239	597
WP_000361605.1	lcl|NZ_AOVD01000041.1_cds_WP_000172202.1_536	35.185	378	597
WP_000361605.1	lcl|NZ_AOVD01000041.1_cds_WP_000667646.1_579	32.832	399	597
WP_000361605.1	lcl|NZ_AOVD01000114.1_cds_WP_000828455.1_2636	31.591	421	597
WP_000361605.1	lcl|NZ_AOVD01000125.1_cds_WP_000834715.1_3199	31.169	385	597
WP_000361605.1	lcl|NZ_AOVD01000120.1_cds_WP_000510777.1_2942	28.372	215	597
WP_000361605.1	lcl|NZ_AOVD01000080.1_cds_WP_001161019.1_1491	31.579	209	597
WP_000361605.1	lcl|NZ_AOVD01000134.1_cds_WP_000619175.1_3600	29.555	247	597
WP_000361605.1	lcl|NZ_AOVD01000041.1_cds_WP_000942282.1_522	30.568	229	597
WP_000361605.1	lcl|NZ_AOVD01000136.1_cds_WP_001052498.1_3658	24.900	249	597
WP_000361605.1	lcl|NZ_AOVD01000061.1_cds_WP_000433117.1_1089	28.947	228	597
WP_000361605.1	lcl|NZ_AOVD01000057.1_cds_WP_001982953.1_836	24.779	226	597
WP_000361605.1	lcl|NZ_AOVD01000011.1_cds_WP_001141158.1_62	31.364	220	597
WP_000361605.1	lcl|NZ_AOVD01000134.1_cds_WP_000218838.1_3599	28.980	245	597
WP_000361605.1	lcl|NZ_AOVD01000061.1_cds_WP_000666552.1_1037	27.778	234	597
WP_000361605.1	lcl|NZ_AOVD01000061.1_cds_WP_001089500.1_1057	29.091	220	597
WP_000361605.1	lcl|NZ_AOVD01000090.1_cds_WP_000184524.1_1916	27.979	193	597
WP_000361605.1	lcl|NZ_AOVD01000089.1_cds_WP_000047473.1_1837	26.977	215	597
WP_000361605.1	lcl|NZ_AOVD01000129.1_cds_WP_000052667.1_3388	26.201	229	597
WP_000361605.1	lcl|NZ_AOVD01000088.1_cds_WP_000590867.1_1808	24.651	215	597
WP_000361605.1	lcl|NZ_AOVD01000086.1_cds_WP_000603361.1_1756	25.000	228	597
WP_000361605.1	lcl|NZ_AOVD01000125.1_cds_WP_000675807.1_3097	26.800	250	597
WP_000361605.1	lcl|NZ_AOVD01000139.1_cds_WP_001288326.1_3738	27.542	236	597
WP_000361605.1	lcl|NZ_AOVD01000104.1_cds_WP_001049205.1_2309	27.451	255	597
WP_000361605.1	lcl|NZ_AOVD01000104.1_cds_WP_001049205.1_2309	25.328	229	597
WP_000361605.1	lcl|NZ_AOVD01000133.1_cds_WP_000598571.1_3587	26.244	221	597
WP_000361605.1	lcl|NZ_AOVD01000086.1_cds_WP_000054169.1_1740	24.876	201	597
WP_000361605.1	lcl|NZ_AOVD01000105.1_cds_WP_000136057.1_2337	28.000	225	597
WP_000361605.1	lcl|NZ_AOVD01000041.1_cds_WP_000626143.1_541	29.327	208	597
WP_000361605.1	lcl|NZ_AOVD01000041.1_cds_WP_000626143.1_541	24.719	178	597
WP_000361605.1	lcl|NZ_AOVD01000070.1_cds_WP_000481720.1_1297	24.783	230	597
WP_000361605.1	lcl|NZ_AOVD01000070.1_cds_WP_000481720.1_1297	23.431	239	597
WP_000699347.1	lcl|NZ_AOVD01000125.1_cds_WP_000646252.1_3219	31.014	345	350
WP_000699347.1	lcl|NZ_AOVD01000125.1_cds_WP_000723090.1_3140	24.438	356	350
WP_000699347.1	lcl|NZ_AOVD01000113.1_cds_WP_000744700.1_2547	24.576	354	350
WP_000699347.1	lcl|NZ_AOVD01000125.1_cds_WP_000600889.1_3193	24.384	365	350
WP_000699347.1	lcl|NZ_AOVD01000005.1_cds_WP_001984071.1_24	24.194	310	350
WP_000699347.1	lcl|NZ_AOVD01000125.1_cds_WP_000410273.1_3222	24.437	311	350
WP_000699347.1	lcl|NZ_AOVD01000084.1_cds_WP_000649925.1_1647	24.675	308	350
WP_000699347.1	lcl|NZ_AOVD01000125.1_cds_WP_001067557.1_3216	25.000	256	350
WP_000699347.1	lcl|NZ_AOVD01000019.1_cds_WP_000709511.1_183	25.882	255	350
WP_000699347.1	lcl|NZ_AOVD01000023.1_cds_WP_001074785.1_283	25.000	256	350
WP_000699347.1	lcl|NZ_AOVD01000125.1_cds_WP_000601375.1_3166	21.557	334	350
WP_000699347.1	lcl|NZ_AOVD01000125.1_cds_WP_000487322.1_3168	26.519	181	350
WP_000699347.1	lcl|NZ_AOVD01000136.1_cds_WP_001003555.1_3637	24.468	188	350
WP_000275582.1	lcl|NZ_AOVD01000125.1_cds_WP_001230564.1_3190	37.237	333	349
WP_000275582.1	lcl|NZ_AOVD01000125.1_cds_WP_000582618.1_3186	34.545	330	349
WP_000275582.1	lcl|NZ_AOVD01000103.1_cds_WP_001011675.1_2275	36.957	276	349
WP_000275582.1	lcl|NZ_AOVD01000125.1_cds_WP_001230564.1_3190	37.237	333	349
WP_000275582.1	lcl|NZ_AOVD01000125.1_cds_WP_000582618.1_3186	34.545	330	349
WP_000275582.1	lcl|NZ_AOVD01000103.1_cds_WP_001011675.1_2275	36.957	276	349
WP_000623952.1	lcl|NZ_AOVD01000125.1_cds_WP_000132016.1_3194	37.975	237	247
WP_000623952.1	lcl|NZ_AOVD01000125.1_cds_WP_001046757.1_3184	34.802	227	247
WP_000208484.1	lcl|NZ_AOVD01000079.1_cds_WP_001982325.1_1454	26.316	266	323
WP_000208484.1	lcl|NZ_AOVD01000125.1_cds_WP_000675255.1_3171	24.715	263	323
WP_000208484.1	lcl|NZ_AOVD01000062.1_cds_WP_000421034.1_1129	23.297	279	323
WP_000208484.1	lcl|NZ_AOVD01000079.1_cds_WP_001982325.1_1454	26.316	266	323
WP_000208484.1	lcl|NZ_AOVD01000125.1_cds_WP_000675255.1_3171	24.715	263	323
WP_000208484.1	lcl|NZ_AOVD01000062.1_cds_WP_000421034.1_1129	23.297	279	323
WP_000615098.1	lcl|NZ_AOVD01000113.1_cds_WP_001082180.1_2576	25.311	241	340
WP_000615098.1	lcl|NZ_AOVD01000051.1_cds_WP_000283287.1_782	24.000	200	340
WP_000615098.1	lcl|NZ_AOVD01000125.1_cds_WP_000661932.1_3172	20.667	300	340
WP_000615098.1	lcl|NZ_AOVD01000110.1_cds_WP_000402845.1_2461	21.862	247	340
