WP_000340713.1	lcl|NZ_AHOQ02000029.1_cds_WP_004462903.1_2241	94.186	86	106
WP_000412665.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485958.1_2240	92.581	310	314
WP_000412665.1	lcl|NZ_AHOQ02000030.1_cds_WP_004476620.1_2066	25.460	326	314
WP_000412665.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485979.1_2237	26.394	269	314
WP_000412665.1	lcl|NZ_AHOQ02000029.1_cds_WP_004476514.1_2130	23.549	293	314
WP_000412665.1	lcl|NZ_AHOQ02000043.1_cds_WP_004484594.1_668	24.699	332	314
WP_000412665.1	lcl|NZ_AHOQ02000046.1_cds_WP_004486477.1_521	22.353	170	314
WP_000412665.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485922.1_2210	27.564	156	314
WP_000361605.1	lcl|NZ_AHOQ02000049.1_cds_WP_004457781.1_365	35.389	373	597
WP_000361605.1	lcl|NZ_AHOQ02000043.1_cds_WP_032922363.1_735	32.346	405	597
WP_000361605.1	lcl|NZ_AHOQ02000030.1_cds_WP_004459265.1_1911	32.304	421	597
WP_000361605.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485967.1_2206	25.720	521	597
WP_000361605.1	lcl|NZ_AHOQ02000032.1_cds_WP_004461439.1_1670	28.326	233	597
WP_000361605.1	lcl|NZ_AHOQ02000031.1_cds_WP_004464005.1_1817	32.057	209	597
WP_000361605.1	lcl|NZ_AHOQ02000030.1_cds_WP_004480457.1_1941	26.250	240	597
WP_000361605.1	lcl|NZ_AHOQ02000043.1_cds_WP_004469508.1_622	31.963	219	597
WP_000361605.1	lcl|NZ_AHOQ02000016.1_cds_WP_004466497.1_3174	26.786	224	597
WP_000361605.1	lcl|NZ_AHOQ02000038.1_cds_WP_004460145.1_1348	30.233	215	597
WP_000361605.1	lcl|NZ_AHOQ02000022.1_cds_WP_004458038.1_2567	30.319	188	597
WP_000361605.1	lcl|NZ_AHOQ02000038.1_cds_WP_004460086.1_1382	28.340	247	597
WP_000361605.1	lcl|NZ_AHOQ02000011.1_cds_WP_004480113.1_3420	29.258	229	597
WP_000361605.1	lcl|NZ_AHOQ02000032.1_cds_WP_004466161.1_1715	24.779	226	597
WP_000361605.1	lcl|NZ_AHOQ02000038.1_cds_WP_004473583.1_1329	27.778	216	597
WP_000361605.1	lcl|NZ_AHOQ02000005.1_cds_WP_004460645.1_3624	27.315	216	597
WP_000361605.1	lcl|NZ_AHOQ02000043.1_cds_WP_004467532.1_623	26.721	247	597
WP_000361605.1	lcl|NZ_AHOQ02000039.1_cds_WP_004461802.1_980	23.438	256	597
WP_000361605.1	lcl|NZ_AHOQ02000039.1_cds_WP_004461802.1_980	26.752	157	597
WP_000361605.1	lcl|NZ_AHOQ02000039.1_cds_WP_004466296.1_915	27.234	235	597
WP_000361605.1	lcl|NZ_AHOQ02000027.1_cds_WP_004459763.1_2340	28.079	203	597
WP_000361605.1	lcl|NZ_AHOQ02000013.1_cds_WP_004467934.1_3243	26.744	258	597
WP_000361605.1	lcl|NZ_AHOQ02000013.1_cds_WP_004467934.1_3243	29.032	186	597
WP_000361605.1	lcl|NZ_AHOQ02000043.1_cds_WP_004486419.1_724	25.641	234	597
