WP_000340713.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000340715.1_1196	95.349	86	106
WP_000412665.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000410273.1_1195	95.192	312	314
WP_000412665.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000093099.1_1175	53.968	63	314
WP_000412665.1	lcl|NZ_JAGGCP010000007.1_cds_WP_000744700.1_1342	24.925	333	314
WP_000412665.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000646250.1_1192	26.766	269	314
WP_000412665.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000600889.1_1166	26.425	193	314
WP_000412665.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000723090.1_1113	22.680	291	314
WP_000361605.1	lcl|NZ_JAGGCP010000004.1_cds_WP_000172202.1_800	35.185	378	597
WP_000361605.1	lcl|NZ_JAGGCP010000004.1_cds_WP_000667646.1_843	32.832	399	597
WP_000361605.1	lcl|NZ_JAGGCP010000007.1_cds_WP_000828455.1_1253	31.591	421	597
WP_000361605.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000834715.1_1172	31.169	385	597
WP_000361605.1	lcl|NZ_JAGGCP010000003.1_cds_WP_000510777.1_705	28.372	215	597
WP_000361605.1	lcl|NZ_JAGGCP010000011.1_cds_WP_001161019.1_1782	31.579	209	597
WP_000361605.1	lcl|NZ_JAGGCP010000046.1_cds_WP_000619175.1_3461	29.555	247	597
WP_000361605.1	lcl|NZ_JAGGCP010000004.1_cds_WP_000942282.1_786	30.568	229	597
WP_000361605.1	lcl|NZ_JAGGCP010000019.1_cds_WP_001052498.1_2443	24.900	249	597
WP_000361605.1	lcl|NZ_JAGGCP010000002.1_cds_WP_000433117.1_313	28.947	228	597
WP_000361605.1	lcl|NZ_JAGGCP010000022.1_cds_WP_001982953.1_2667	24.779	226	597
WP_000361605.1	lcl|NZ_JAGGCP010000055.1_cds_WP_001141158.1_3630	31.364	220	597
WP_000361605.1	lcl|NZ_JAGGCP010000046.1_cds_WP_000218838.1_3460	28.980	245	597
WP_000361605.1	lcl|NZ_JAGGCP010000002.1_cds_WP_000666552.1_365	27.778	234	597
WP_000361605.1	lcl|NZ_JAGGCP010000002.1_cds_WP_001089500.1_345	29.091	220	597
WP_000361605.1	lcl|NZ_JAGGCP010000025.1_cds_WP_000184524.1_2811	27.979	193	597
WP_000361605.1	lcl|NZ_JAGGCP010000020.1_cds_WP_000047473.1_2542	26.977	215	597
WP_000361605.1	lcl|NZ_JAGGCP010000009.1_cds_WP_000052667.1_1608	26.201	229	597
WP_000361605.1	lcl|NZ_JAGGCP010000030.1_cds_WP_000590867.1_3032	24.651	215	597
WP_000361605.1	lcl|NZ_JAGGCP010000037.1_cds_WP_000603361.1_3263	25.000	228	597
WP_000361605.1	lcl|NZ_JAGGCP010000058.1_cds_WP_000675807.1_3678	26.800	250	597
WP_000361605.1	lcl|NZ_JAGGCP010000010.1_cds_WP_001288326.1_1656	27.542	236	597
WP_000361605.1	lcl|NZ_JAGGCP010000023.1_cds_WP_001049205.1_2713	27.451	255	597
WP_000361605.1	lcl|NZ_JAGGCP010000023.1_cds_WP_001049205.1_2713	25.328	229	597
WP_000361605.1	lcl|NZ_JAGGCP010000005.1_cds_WP_000598571.1_923	26.244	221	597
WP_000361605.1	lcl|NZ_JAGGCP010000064.1_cds_WP_000054169.1_3718	24.876	201	597
WP_000361605.1	lcl|NZ_JAGGCP010000004.1_cds_WP_000136057.1_892	28.000	225	597
WP_000361605.1	lcl|NZ_JAGGCP010000004.1_cds_WP_000626143.1_805	29.327	208	597
WP_000361605.1	lcl|NZ_JAGGCP010000004.1_cds_WP_000626143.1_805	24.719	178	597
WP_000361605.1	lcl|NZ_JAGGCP010000047.1_cds_WP_002167151.1_3494	24.783	230	597
WP_000361605.1	lcl|NZ_JAGGCP010000047.1_cds_WP_002167151.1_3494	22.222	261	597
WP_000361605.1	lcl|NZ_JAGGCP010000004.1_cds_WP_000172202.1_800	35.185	378	597
WP_000361605.1	lcl|NZ_JAGGCP010000004.1_cds_WP_000667646.1_843	32.832	399	597
WP_000361605.1	lcl|NZ_JAGGCP010000007.1_cds_WP_000828455.1_1253	31.591	421	597
WP_000361605.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000834715.1_1172	31.169	385	597
WP_000361605.1	lcl|NZ_JAGGCP010000003.1_cds_WP_000510777.1_705	28.372	215	597
WP_000361605.1	lcl|NZ_JAGGCP010000011.1_cds_WP_001161019.1_1782	31.579	209	597
WP_000361605.1	lcl|NZ_JAGGCP010000046.1_cds_WP_000619175.1_3461	29.555	247	597
WP_000361605.1	lcl|NZ_JAGGCP010000004.1_cds_WP_000942282.1_786	30.568	229	597
WP_000361605.1	lcl|NZ_JAGGCP010000019.1_cds_WP_001052498.1_2443	24.900	249	597
WP_000361605.1	lcl|NZ_JAGGCP010000002.1_cds_WP_000433117.1_313	28.947	228	597
WP_000361605.1	lcl|NZ_JAGGCP010000022.1_cds_WP_001982953.1_2667	24.779	226	597
WP_000361605.1	lcl|NZ_JAGGCP010000055.1_cds_WP_001141158.1_3630	31.364	220	597
WP_000361605.1	lcl|NZ_JAGGCP010000046.1_cds_WP_000218838.1_3460	28.980	245	597
WP_000361605.1	lcl|NZ_JAGGCP010000002.1_cds_WP_000666552.1_365	27.778	234	597
WP_000361605.1	lcl|NZ_JAGGCP010000002.1_cds_WP_001089500.1_345	29.091	220	597
WP_000361605.1	lcl|NZ_JAGGCP010000025.1_cds_WP_000184524.1_2811	27.979	193	597
WP_000361605.1	lcl|NZ_JAGGCP010000020.1_cds_WP_000047473.1_2542	26.977	215	597
WP_000361605.1	lcl|NZ_JAGGCP010000009.1_cds_WP_000052667.1_1608	26.201	229	597
