WP_000340713.1	lcl|NZ_AKWH02000012.1_cds_WP_000340713.1_3311	100.000	86	106
WP_000412665.1	lcl|NZ_AKWH02000012.1_cds_WP_004768487.1_3310	97.097	310	314
WP_000412665.1	lcl|NZ_AKWH02000008.1_cds_WP_004753565.1_3621	24.925	333	314
WP_000412665.1	lcl|NZ_AKWH02000012.1_cds_WP_004768436.1_3264	21.453	289	314
WP_000412665.1	lcl|NZ_AKWH02000012.1_cds_WP_004755262.1_3237	22.887	284	314
WP_000412665.1	lcl|NZ_AKWH02000012.1_cds_WP_004768472.1_3262	20.257	311	314
WP_000361605.1	lcl|NZ_AKWH02000024.1_cds_WP_004763548.1_2613	35.185	378	597
WP_000361605.1	lcl|NZ_AKWH02000062.1_cds_WP_004752998.1_873	32.178	404	597
WP_000361605.1	lcl|NZ_AKWH02000008.1_cds_WP_004768876.1_3534	31.591	421	597
WP_000361605.1	lcl|NZ_AKWH02000012.1_cds_WP_004768469.1_3286	32.530	249	597
WP_000361605.1	lcl|NZ_AKWH02000033.1_cds_WP_004750725.1_2015	27.907	215	597
WP_000361605.1	lcl|NZ_AKWH02000079.1_cds_WP_004771855.1_127	29.200	250	597
WP_000361605.1	lcl|NZ_AKWH02000056.1_cds_WP_004759288.1_1093	32.057	209	597
WP_000361605.1	lcl|NZ_AKWH02000024.1_cds_WP_004770092.1_2632	30.736	231	597
WP_000361605.1	lcl|NZ_AKWH02000063.1_cds_WP_004754759.1_803	25.207	242	597
WP_000361605.1	lcl|NZ_AKWH02000043.1_cds_WP_004752581.1_1343	29.386	228	597
WP_000361605.1	lcl|NZ_AKWH02000079.1_cds_WP_004751619.1_128	27.530	247	597
WP_000361605.1	lcl|NZ_AKWH02000041.1_cds_WP_004753899.1_1626	30.052	193	597
WP_000361605.1	lcl|NZ_AKWH02000043.1_cds_WP_004763220.1_1376	29.091	220	597
WP_000361605.1	lcl|NZ_AKWH02000043.1_cds_WP_004752570.1_1396	27.778	234	597
WP_000361605.1	lcl|NZ_AKWH02000032.1_cds_WP_004755898.1_2226	24.413	213	597
WP_000361605.1	lcl|NZ_AKWH02000032.1_cds_WP_004753339.1_2053	30.909	220	597
WP_000361605.1	lcl|NZ_AKWH02000018.1_cds_WP_016749953.1_2981	26.512	215	597
WP_000361605.1	lcl|NZ_AKWH02000012.1_cds_WP_004769666.1_3410	23.276	232	597
WP_000361605.1	lcl|NZ_AKWH02000021.1_cds_WP_004751574.1_2745	27.542	236	597
WP_000361605.1	lcl|NZ_AKWH02000072.1_cds_WP_004754310.1_417	25.764	229	597
WP_000361605.1	lcl|NZ_AKWH02000039.1_cds_WP_004753756.1_1883	24.506	253	597
WP_000361605.1	lcl|NZ_AKWH02000020.1_cds_WP_004755856.1_2814	23.457	243	597
WP_000361605.1	lcl|NZ_AKWH02000068.1_cds_WP_004752046.1_734	26.908	249	597
WP_000361605.1	lcl|NZ_AKWH02000068.1_cds_WP_004752046.1_734	25.764	229	597
