WP_000340713.1	lcl|NZ_JQPP01000016.1_cds_WP_000340715.1_656	95.349	86	106
WP_000412665.1	lcl|NZ_JQPP01000016.1_cds_WP_000410275.1_655	95.161	310	314
WP_000412665.1	lcl|NZ_JQPP01000071.1_cds_WP_061278524.1_1831	24.925	333	314
WP_000412665.1	lcl|NZ_JQPP01000016.1_cds_WP_000723078.1_607	22.022	277	314
WP_000412665.1	lcl|NZ_JQPP01000016.1_cds_WP_000723091.1_587	23.024	291	314
WP_000412665.1	lcl|NZ_JQPP01000016.1_cds_WP_000567887.1_605	23.364	214	314
WP_000361605.1	lcl|NZ_JQPP01000217.1_cds_WP_000172203.1_3632	35.450	378	597
WP_000361605.1	lcl|NZ_JQPP01000062.1_cds_WP_000667645.1_1746	33.083	399	597
WP_000361605.1	lcl|NZ_JQPP01000027.1_cds_WP_000828456.1_831	31.591	421	597
WP_000361605.1	lcl|NZ_JQPP01000016.1_cds_WP_000614938.1_629	32.932	249	597
WP_000361605.1	lcl|NZ_JQPP01000146.1_cds_WP_000510777.1_2981	28.372	215	597
WP_000361605.1	lcl|NZ_JQPP01000004.1_cds_WP_001161019.1_242	31.579	209	597
WP_000361605.1	lcl|NZ_JQPP01000092.1_cds_WP_061252136.1_2215	29.555	247	597
WP_000361605.1	lcl|NZ_JQPP01000041.1_cds_WP_001052495.1_1259	25.301	249	597
WP_000361605.1	lcl|NZ_JQPP01000052.1_cds_WP_002071818.1_1538	30.131	229	597
WP_000361605.1	lcl|NZ_JQPP01000072.1_cds_WP_000433117.1_1913	28.947	228	597
WP_000361605.1	lcl|NZ_JQPP01000225.1_cds_WP_001982953.1_3682	24.779	226	597
WP_000361605.1	lcl|NZ_JQPP01000220.1_cds_WP_001141158.1_3642	31.364	220	597
WP_000361605.1	lcl|NZ_JQPP01000092.1_cds_WP_000218838.1_2214	28.980	245	597
WP_000361605.1	lcl|NZ_JQPP01000113.1_cds_WP_000666554.1_2576	27.966	236	597
WP_000361605.1	lcl|NZ_JQPP01000072.1_cds_WP_001089499.1_1881	29.091	220	597
WP_000361605.1	lcl|NZ_JQPP01000186.1_cds_WP_000184524.1_3382	27.979	193	597
WP_000361605.1	lcl|NZ_JQPP01000002.1_cds_WP_000047473.1_162	26.977	215	597
WP_000361605.1	lcl|NZ_JQPP01000109.1_cds_WP_000052667.1_2521	26.201	229	597
WP_000361605.1	lcl|NZ_JQPP01000021.1_cds_WP_000651459.1_706	26.984	252	597
WP_000361605.1	lcl|NZ_JQPP01000065.1_cds_WP_000603361.1_1770	25.000	228	597
WP_000361605.1	lcl|NZ_JQPP01000257.1_cds_WP_061217493.1_3862	24.651	215	597
WP_000361605.1	lcl|NZ_JQPP01000045.1_cds_WP_001288326.1_1361	27.542	236	597
WP_000361605.1	lcl|NZ_JQPP01000035.1_cds_WP_061278388.1_1134	27.309	249	597
WP_000361605.1	lcl|NZ_JQPP01000035.1_cds_WP_061278388.1_1134	25.110	227	597
WP_000361605.1	lcl|NZ_JQPP01000163.1_cds_WP_000598571.1_3126	26.244	221	597
WP_000361605.1	lcl|NZ_JQPP01000088.1_cds_WP_000054165.1_2131	24.876	201	597
WP_000361605.1	lcl|NZ_JQPP01000080.1_cds_WP_000136057.1_2012	28.000	225	597
WP_000361605.1	lcl|NZ_JQPP01000217.1_cds_WP_000626143.1_3627	29.327	208	597
WP_000361605.1	lcl|NZ_JQPP01000217.1_cds_WP_000626143.1_3627	24.719	178	597
WP_000361605.1	lcl|NZ_JQPP01000277.1_cds_WP_000481722.1_3951	24.783	230	597
WP_000361605.1	lcl|NZ_JQPP01000277.1_cds_WP_000481722.1_3951	23.431	239	597
WP_000361605.1	lcl|NZ_JQPP01000217.1_cds_WP_000172203.1_3632	35.450	378	597
WP_000361605.1	lcl|NZ_JQPP01000062.1_cds_WP_000667645.1_1746	33.083	399	597
WP_000361605.1	lcl|NZ_JQPP01000027.1_cds_WP_000828456.1_831	31.591	421	597
WP_000361605.1	lcl|NZ_JQPP01000016.1_cds_WP_000614938.1_629	32.932	249	597
WP_000361605.1	lcl|NZ_JQPP01000146.1_cds_WP_000510777.1_2981	28.372	215	597
WP_000361605.1	lcl|NZ_JQPP01000004.1_cds_WP_001161019.1_242	31.579	209	597
WP_000361605.1	lcl|NZ_JQPP01000092.1_cds_WP_061252136.1_2215	29.555	247	597
WP_000361605.1	lcl|NZ_JQPP01000041.1_cds_WP_001052495.1_1259	25.301	249	597
WP_000361605.1	lcl|NZ_JQPP01000052.1_cds_WP_002071818.1_1538	30.131	229	597
WP_000361605.1	lcl|NZ_JQPP01000072.1_cds_WP_000433117.1_1913	28.947	228	597
