WP_000340713.1	lcl|NZ_RQGD01000023.1_cds_WP_135623430.1_374	58.974	78	106
WP_000412665.1	lcl|NZ_RQGD01000046.1_cds_WP_135625458.1_1894	80.968	310	314
WP_000412665.1	lcl|NZ_RQGD01000022.1_cds_WP_135623212.1_2184	24.299	214	314
WP_000412665.1	lcl|NZ_RQGD01000023.1_cds_WP_210412795.1_373	26.230	183	314
WP_000412665.1	lcl|NZ_RQGD01000014.1_cds_WP_135622782.1_2970	24.118	170	314
WP_000361605.1	lcl|NZ_RQGD01000023.1_cds_WP_135623442.1_388	49.206	567	597
WP_000361605.1	lcl|NZ_RQGD01000039.1_cds_WP_135624710.1_420	34.211	380	597
WP_000361605.1	lcl|NZ_RQGD01000005.1_cds_WP_135621572.1_106	37.500	272	597
WP_000361605.1	lcl|NZ_RQGD01000046.1_cds_WP_135624975.1_1515	40.000	230	597
WP_000361605.1	lcl|NZ_RQGD01000022.1_cds_WP_135623087.1_2047	38.261	230	597
WP_000361605.1	lcl|NZ_RQGD01000022.1_cds_WP_135623081.1_2041	34.802	227	597
WP_000361605.1	lcl|NZ_RQGD01000022.1_cds_WP_135623085.1_2045	34.061	229	597
WP_000361605.1	lcl|NZ_RQGD01000045.1_cds_WP_135624848.1_159	29.091	220	597
WP_000361605.1	lcl|NZ_RQGD01000022.1_cds_WP_135622993.1_1951	31.280	211	597
WP_000361605.1	lcl|NZ_RQGD01000010.1_cds_WP_135621770.1_2981	29.858	211	597
WP_000361605.1	lcl|NZ_RQGD01000024.1_cds_WP_135623582.1_551	28.440	218	597
WP_000361605.1	lcl|NZ_RQGD01000046.1_cds_WP_135625364.1_1803	30.909	220	597
WP_000361605.1	lcl|NZ_RQGD01000009.1_cds_WP_135621736.1_697	29.204	226	597
WP_000361605.1	lcl|NZ_RQGD01000046.1_cds_WP_135625197.1_1695	31.081	222	597
WP_000361605.1	lcl|NZ_RQGD01000035.1_cds_WP_135624415.1_2414	29.358	218	597
WP_000361605.1	lcl|NZ_RQGD01000035.1_cds_WP_135624392.1_2388	27.848	237	597
WP_000361605.1	lcl|NZ_RQGD01000010.1_cds_WP_135621886.1_3104	27.700	213	597
WP_000361605.1	lcl|NZ_RQGD01000034.1_cds_WP_135623905.1_961	26.786	224	597
