WP_000340713.1	lcl|NZ_AOVQ01000091.1_cds_WP_000340715.1_1524	95.349	86	106
WP_000412665.1	lcl|NZ_AOVQ01000091.1_cds_WP_000410273.1_1525	95.192	312	314
WP_000412665.1	lcl|NZ_AOVQ01000091.1_cds_WP_000093099.1_1545	53.968	63	314
WP_000412665.1	lcl|NZ_AOVQ01000135.1_cds_WP_000744700.1_2938	24.925	333	314
WP_000412665.1	lcl|NZ_AOVQ01000091.1_cds_WP_000646250.1_1528	26.766	269	314
WP_000412665.1	lcl|NZ_AOVQ01000091.1_cds_WP_000600889.1_1554	26.425	193	314
WP_000412665.1	lcl|NZ_AOVQ01000091.1_cds_WP_000723090.1_1607	22.680	291	314
WP_000361605.1	lcl|NZ_AOVQ01000131.1_cds_WP_000172202.1_2813	35.185	378	597
WP_000361605.1	lcl|NZ_AOVQ01000114.1_cds_WP_000667646.1_2365	32.832	399	597
WP_000361605.1	lcl|NZ_AOVQ01000134.1_cds_WP_000828455.1_2849	31.591	421	597
WP_000361605.1	lcl|NZ_AOVQ01000091.1_cds_WP_000834715.1_1548	31.169	385	597
WP_000361605.1	lcl|NZ_AOVQ01000125.1_cds_WP_000510777.1_2600	28.372	215	597
WP_000361605.1	lcl|NZ_AOVQ01000159.1_cds_WP_001161019.1_3721	31.579	209	597
WP_000361605.1	lcl|NZ_AOVQ01000085.1_cds_WP_000619175.1_1426	29.555	247	597
WP_000361605.1	lcl|NZ_AOVQ01000131.1_cds_WP_000942282.1_2827	30.568	229	597
WP_000361605.1	lcl|NZ_AOVQ01000112.1_cds_WP_001052498.1_2227	24.900	249	597
WP_000361605.1	lcl|NZ_AOVQ01000151.1_cds_WP_000433117.1_3338	28.947	228	597
WP_000361605.1	lcl|NZ_AOVQ01000095.1_cds_WP_001982953.1_1665	24.779	226	597
WP_000361605.1	lcl|NZ_AOVQ01000018.1_cds_WP_001141158.1_112	31.364	220	597
WP_000361605.1	lcl|NZ_AOVQ01000085.1_cds_WP_000218838.1_1427	28.980	245	597
WP_000361605.1	lcl|NZ_AOVQ01000126.1_cds_WP_000666552.1_2604	27.778	234	597
WP_000361605.1	lcl|NZ_AOVQ01000151.1_cds_WP_001089500.1_3370	29.091	220	597
WP_000361605.1	lcl|NZ_AOVQ01000078.1_cds_WP_000184524.1_1317	27.979	193	597
WP_000361605.1	lcl|NZ_AOVQ01000108.1_cds_WP_000047473.1_2081	26.977	215	597
WP_000361605.1	lcl|NZ_AOVQ01000101.1_cds_WP_000052667.1_1815	26.201	229	597
WP_000361605.1	lcl|NZ_AOVQ01000114.1_cds_WP_000590867.1_2337	24.651	215	597
WP_000361605.1	lcl|NZ_AOVQ01000070.1_cds_WP_000603361.1_1133	25.000	228	597
WP_000361605.1	lcl|NZ_AOVQ01000129.1_cds_WP_000675807.1_2802	26.800	250	597
