WP_000340713.1	lcl|NZ_JADDWD010000005.1_cds_WP_002725873.1_2717	90.698	86	106
WP_000412665.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733579.1_2718	91.083	314	314
WP_000412665.1	lcl|NZ_JADDWD010000018.1_cds_WP_002722638.1_703	24.615	325	314
WP_000412665.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733534.1_2721	26.022	269	314
WP_000412665.1	lcl|NZ_JADDWD010000005.1_cds_WP_002740024.1_2812	23.891	293	314
WP_000412665.1	lcl|NZ_JADDWD010000013.1_cds_WP_002743770.1_327	22.941	170	314
WP_000412665.1	lcl|NZ_JADDWD010000005.1_cds_WP_016749081.1_2750	26.490	151	314
WP_000412665.1	lcl|NZ_JADDWD010000006.1_cds_WP_002728309.1_2962	23.151	311	314
WP_000361605.1	lcl|NZ_JADDWD010000066.1_cds_WP_002742222.1_2913	35.676	370	597
WP_000361605.1	lcl|NZ_JADDWD010000001.1_cds_WP_002723347.1_946	31.436	404	597
WP_000361605.1	lcl|NZ_JADDWD010000031.1_cds_WP_002741286.1_1704	32.542	421	597
WP_000361605.1	lcl|NZ_JADDWD010000005.1_cds_WP_002740724.1_2743	32.576	396	597
WP_000361605.1	lcl|NZ_JADDWD010000005.1_cds_IQA93_RS03055_2754	38.261	230	597
WP_000361605.1	lcl|NZ_JADDWD010000008.1_cds_WP_002739451.1_3272	27.830	212	597
WP_000361605.1	lcl|NZ_JADDWD010000009.1_cds_WP_002726143.1_3385	31.081	222	597
WP_000361605.1	lcl|NZ_JADDWD010000011.1_cds_WP_002752475.1_138	26.407	231	597
WP_000361605.1	lcl|NZ_JADDWD010000002.1_cds_WP_002734207.1_1548	30.303	231	597
WP_000361605.1	lcl|NZ_JADDWD010000052.1_cds_WP_002738485.1_2564	30.319	188	597
WP_000361605.1	lcl|NZ_JADDWD010000003.1_cds_WP_002721914.1_2082	27.935	247	597
WP_000361605.1	lcl|NZ_JADDWD010000004.1_cds_WP_002724285.1_2451	28.879	232	597
WP_000361605.1	lcl|NZ_JADDWD010000003.1_cds_WP_002721827.1_2115	29.302	215	597
WP_000361605.1	lcl|NZ_JADDWD010000029.1_cds_WP_002729296.1_1438	28.704	216	597
WP_000361605.1	lcl|NZ_JADDWD010000010.1_cds_WP_002728388.1_48	27.778	216	597
WP_000361605.1	lcl|NZ_JADDWD010000008.1_cds_WP_002725984.1_3304	24.779	226	597
WP_000361605.1	lcl|NZ_JADDWD010000011.1_cds_WP_002729758.1_147	32.273	220	597
WP_000361605.1	lcl|NZ_JADDWD010000027.1_cds_WP_002733837.1_1376	28.235	255	597
WP_000361605.1	lcl|NZ_JADDWD010000027.1_cds_WP_002733837.1_1376	26.230	183	597
WP_000361605.1	lcl|NZ_JADDWD010000004.1_cds_WP_002730493.1_2469	25.581	215	597
WP_000361605.1	lcl|NZ_JADDWD010000004.1_cds_WP_002724311.1_2450	25.911	247	597
WP_000361605.1	lcl|NZ_JADDWD010000013.1_cds_WP_032853264.1_357	26.293	232	597
WP_000361605.1	lcl|NZ_JADDWD010000013.1_cds_WP_032853264.1_357	27.389	157	597
WP_000361605.1	lcl|NZ_JADDWD010000011.1_cds_WP_002729133.1_130	27.234	235	597
WP_000361605.1	lcl|NZ_JADDWD010000001.1_cds_WP_002735056.1_861	25.714	210	597
WP_000361605.1	lcl|NZ_JADDWD010000017.1_cds_WP_002733736.1_655	26.587	252	597
WP_000361605.1	lcl|NZ_JADDWD010000004.1_cds_WP_002724740.1_2430	26.364	220	597
WP_000361605.1	lcl|NZ_JADDWD010000004.1_cds_WP_002734915.1_2398	25.641	234	597
WP_000361605.1	lcl|NZ_JADDWD010000004.1_cds_WP_002734915.1_2398	24.314	255	597
WP_000361605.1	lcl|NZ_JADDWD010000004.1_cds_WP_002739909.1_2407	44.828	58	597
WP_000361605.1	lcl|NZ_JADDWD010000004.1_cds_WP_002739909.1_2407	23.118	186	597
WP_000361605.1	lcl|NZ_JADDWD010000049.1_cds_WP_002739367.1_2384	22.388	201	597
WP_000361605.1	lcl|NZ_JADDWD010000013.1_cds_WP_002723659.1_366	27.111	225	597
WP_000361605.1	lcl|NZ_JADDWD010000066.1_cds_WP_002742222.1_2913	35.676	370	597
WP_000361605.1	lcl|NZ_JADDWD010000001.1_cds_WP_002723347.1_946	31.436	404	597
WP_000361605.1	lcl|NZ_JADDWD010000031.1_cds_WP_002741286.1_1704	32.542	421	597
WP_000361605.1	lcl|NZ_JADDWD010000005.1_cds_WP_002740724.1_2743	32.576	396	597
WP_000361605.1	lcl|NZ_JADDWD010000005.1_cds_IQA93_RS03055_2754	38.261	230	597
WP_000361605.1	lcl|NZ_JADDWD010000008.1_cds_WP_002739451.1_3272	27.830	212	597
WP_000361605.1	lcl|NZ_JADDWD010000009.1_cds_WP_002726143.1_3385	31.081	222	597
WP_000361605.1	lcl|NZ_JADDWD010000011.1_cds_WP_002752475.1_138	26.407	231	597
WP_000361605.1	lcl|NZ_JADDWD010000002.1_cds_WP_002734207.1_1548	30.303	231	597
WP_000361605.1	lcl|NZ_JADDWD010000052.1_cds_WP_002738485.1_2564	30.319	188	597
WP_000361605.1	lcl|NZ_JADDWD010000003.1_cds_WP_002721914.1_2082	27.935	247	597
WP_000361605.1	lcl|NZ_JADDWD010000004.1_cds_WP_002724285.1_2451	28.879	232	597
WP_000361605.1	lcl|NZ_JADDWD010000003.1_cds_WP_002721827.1_2115	29.302	215	597
WP_000361605.1	lcl|NZ_JADDWD010000029.1_cds_WP_002729296.1_1438	28.704	216	597
WP_000361605.1	lcl|NZ_JADDWD010000010.1_cds_WP_002728388.1_48	27.778	216	597
