WP_000340713.1	lcl|NZ_AOUC01000047.1_cds_WP_004454812.1_646	94.186	86	106
WP_000412665.1	lcl|NZ_AOUC01000047.1_cds_WP_004421326.1_647	98.071	311	314
WP_000412665.1	lcl|NZ_AOUC01000041.1_cds_WP_004434477.1_600	21.852	270	314
WP_000412665.1	lcl|NZ_AOUC01000278.1_cds_WP_004419974.1_3423	25.382	327	314
WP_000412665.1	lcl|NZ_AOUC01000047.1_cds_WP_004421375.1_650	25.157	318	314
WP_000412665.1	lcl|NZ_AOUC01000149.1_cds_WP_004455914.1_1802	22.867	293	314
WP_000361605.1	lcl|NZ_AOUC01000041.1_cds_WP_004454712.1_593	53.584	586	597
WP_000361605.1	lcl|NZ_AOUC01000291.1_cds_WP_082287632.1_3546	35.200	375	597
WP_000361605.1	lcl|NZ_AOUC01000204.1_cds_WP_004435268.1_2471	32.178	404	597
WP_000361605.1	lcl|NZ_AOUC01000124.1_cds_WP_004455681.1_1507	31.591	421	597
WP_000361605.1	lcl|NZ_AOUC01000212.1_cds_WP_004436116.1_2614	28.017	232	597
WP_000361605.1	lcl|NZ_AOUC01000074.1_cds_WP_004455129.1_1007	31.579	209	597
WP_000361605.1	lcl|NZ_AOUC01000075.1_cds_WP_004455148.1_1016	32.314	229	597
WP_000361605.1	lcl|NZ_AOUC01000097.1_cds_WP_004455452.1_1240	29.150	247	597
WP_000361605.1	lcl|NZ_AOUC01000166.1_cds_WP_004456087.1_2020	33.032	221	597
WP_000361605.1	lcl|NZ_AOUC01000231.1_cds_WP_004451777.1_2838	28.745	247	597
WP_000361605.1	lcl|NZ_AOUC01000222.1_cds_WP_004456629.1_2752	24.898	245	597
WP_000361605.1	lcl|NZ_AOUC01000166.1_cds_WP_004451431.1_2036	29.534	193	597
WP_000361605.1	lcl|NZ_AOUC01000142.1_cds_WP_004455833.1_1700	25.463	216	597
WP_000361605.1	lcl|NZ_AOUC01000097.1_cds_WP_002151432.1_1241	29.388	245	597
WP_000361605.1	lcl|NZ_AOUC01000032.1_cds_WP_002148954.1_402	30.876	217	597
WP_000361605.1	lcl|NZ_AOUC01000013.1_cds_WP_002149659.1_205	26.496	234	597
WP_000361605.1	lcl|NZ_AOUC01000073.1_cds_WP_036063094.1_988	27.778	216	597
WP_000361605.1	lcl|NZ_AOUC01000210.1_cds_WP_002147909.1_2594	25.000	228	597
WP_000361605.1	lcl|NZ_AOUC01000150.1_cds_WP_004423306.1_1864	25.328	229	597
WP_000361605.1	lcl|NZ_AOUC01000114.1_cds_WP_004419703.1_1448	27.966	236	597
WP_000361605.1	lcl|NZ_AOUC01000005.1_cds_WP_004432929.1_76	26.908	249	597
WP_000361605.1	lcl|NZ_AOUC01000005.1_cds_WP_004432929.1_76	27.225	191	597
WP_000361605.1	lcl|NZ_AOUC01000149.1_cds_WP_004455915.1_1763	25.097	259	597
WP_000361605.1	lcl|NZ_AOUC01000205.1_cds_WP_004419789.1_2475	25.962	208	597
WP_000361605.1	lcl|NZ_AOUC01000139.1_cds_WP_002176862.1_1619	26.244	221	597
WP_000361605.1	lcl|NZ_AOUC01000279.1_cds_WP_004457120.1_3440	24.783	230	597
WP_000361605.1	lcl|NZ_AOUC01000279.1_cds_WP_004457120.1_3440	23.431	239	597
WP_000361605.1	lcl|NZ_AOUC01000210.1_cds_WP_004456423.1_2575	24.752	202	597
WP_000361605.1	lcl|NZ_AOUC01000291.1_cds_WP_002153389.1_3550	28.780	205	597
WP_000361605.1	lcl|NZ_AOUC01000291.1_cds_WP_002153389.1_3550	24.157	178	597
WP_000361605.1	lcl|NZ_AOUC01000218.1_cds_WP_004419534.1_2703	28.000	225	597
WP_000361605.1	lcl|NZ_AOUC01000041.1_cds_WP_004454712.1_593	53.584	586	597
WP_000361605.1	lcl|NZ_AOUC01000291.1_cds_WP_082287632.1_3546	35.200	375	597
WP_000361605.1	lcl|NZ_AOUC01000204.1_cds_WP_004435268.1_2471	32.178	404	597
WP_000361605.1	lcl|NZ_AOUC01000124.1_cds_WP_004455681.1_1507	31.591	421	597
WP_000361605.1	lcl|NZ_AOUC01000212.1_cds_WP_004436116.1_2614	28.017	232	597
WP_000361605.1	lcl|NZ_AOUC01000074.1_cds_WP_004455129.1_1007	31.579	209	597
WP_000361605.1	lcl|NZ_AOUC01000075.1_cds_WP_004455148.1_1016	32.314	229	597
