WP_000340713.1	lcl|NZ_AOUU01000018.1_cds_WP_000340715.1_499	95.349	86	106
WP_000412665.1	lcl|NZ_AOUU01000018.1_cds_WP_000712240.1_498	94.551	312	314
WP_000412665.1	lcl|NZ_AOUU01000125.1_cds_WP_000744700.1_3287	24.925	333	314
WP_000412665.1	lcl|NZ_AOUU01000018.1_cds_WP_000646251.1_495	26.394	269	314
WP_000412665.1	lcl|NZ_AOUU01000018.1_cds_WP_000723084.1_412	23.024	291	314
WP_000412665.1	lcl|NZ_AOUU01000018.1_cds_WP_000600886.1_467	26.425	193	314
WP_000361605.1	lcl|NZ_AOUU01000026.1_cds_WP_000172199.1_744	35.200	375	597
WP_000361605.1	lcl|NZ_AOUU01000085.1_cds_WP_000667645.1_2110	33.083	399	597
WP_000361605.1	lcl|NZ_AOUU01000031.1_cds_WP_000828451.1_1033	31.591	421	597
WP_000361605.1	lcl|NZ_AOUU01000018.1_cds_WP_000797355.1_469	30.688	378	597
WP_000361605.1	lcl|NZ_AOUU01000020.1_cds_WP_000510774.1_568	28.372	215	597
WP_000361605.1	lcl|NZ_AOUU01000106.1_cds_WP_001161019.1_2739	31.579	209	597
WP_000361605.1	lcl|NZ_AOUU01000127.1_cds_WP_001052492.1_3431	25.301	249	597
WP_000361605.1	lcl|NZ_AOUU01000127.1_cds_WP_000619178.1_3474	29.555	247	597
WP_000361605.1	lcl|NZ_AOUU01000026.1_cds_WP_000942282.1_730	30.568	229	597
WP_000361605.1	lcl|NZ_AOUU01000028.1_cds_WP_000433115.1_820	28.947	228	597
WP_000361605.1	lcl|NZ_AOUU01000025.1_cds_WP_001141161.1_699	31.532	222	597
WP_000361605.1	lcl|NZ_AOUU01000062.1_cds_WP_001982953.1_1640	24.779	226	597
WP_000361605.1	lcl|NZ_AOUU01000127.1_cds_WP_000218838.1_3475	28.980	245	597
WP_000361605.1	lcl|NZ_AOUU01000028.1_cds_WP_000666552.1_873	27.778	234	597
WP_000361605.1	lcl|NZ_AOUU01000028.1_cds_WP_001089501.1_852	30.876	217	597
WP_000361605.1	lcl|NZ_AOUU01000120.1_cds_WP_000184524.1_3134	27.979	193	597
WP_000361605.1	lcl|NZ_AOUU01000029.1_cds_WP_000047473.1_920	26.977	215	597
WP_000361605.1	lcl|NZ_AOUU01000054.1_cds_WP_000052667.1_1475	26.201	229	597
WP_000361605.1	lcl|NZ_AOUU01000018.1_cds_WP_000651459.1_370	26.984	252	597
WP_000361605.1	lcl|NZ_AOUU01000012.1_cds_WP_000603361.1_204	25.000	228	597
WP_000361605.1	lcl|NZ_AOUU01000078.1_cds_WP_000590871.1_1926	24.651	215	597
WP_000361605.1	lcl|NZ_AOUU01000133.1_cds_WP_001288326.1_3619	27.542	236	597
WP_000361605.1	lcl|NZ_AOUU01000051.1_cds_WP_001049209.1_1302	27.309	249	597
WP_000361605.1	lcl|NZ_AOUU01000051.1_cds_WP_001049209.1_1302	25.328	229	597
WP_000361605.1	lcl|NZ_AOUU01000098.1_cds_WP_000598570.1_2408	26.244	221	597
WP_000361605.1	lcl|NZ_AOUU01000129.1_cds_WP_000054168.1_3542	24.876	201	597
WP_000361605.1	lcl|NZ_AOUU01000131.1_cds_WP_000481714.1_3581	24.783	230	597
WP_000361605.1	lcl|NZ_AOUU01000131.1_cds_WP_000481714.1_3581	23.849	239	597
WP_000361605.1	lcl|NZ_AOUU01000038.1_cds_WP_000136057.1_1082	28.000	225	597
WP_000361605.1	lcl|NZ_AOUU01000026.1_cds_WP_000626143.1_749	29.327	208	597
WP_000361605.1	lcl|NZ_AOUU01000026.1_cds_WP_000626143.1_749	24.719	178	597
WP_000361605.1	lcl|NZ_AOUU01000026.1_cds_WP_000172199.1_744	35.200	375	597
WP_000361605.1	lcl|NZ_AOUU01000085.1_cds_WP_000667645.1_2110	33.083	399	597
WP_000361605.1	lcl|NZ_AOUU01000031.1_cds_WP_000828451.1_1033	31.591	421	597
WP_000361605.1	lcl|NZ_AOUU01000018.1_cds_WP_000797355.1_469	30.688	378	597
WP_000361605.1	lcl|NZ_AOUU01000020.1_cds_WP_000510774.1_568	28.372	215	597
WP_000361605.1	lcl|NZ_AOUU01000106.1_cds_WP_001161019.1_2739	31.579	209	597
WP_000361605.1	lcl|NZ_AOUU01000127.1_cds_WP_001052492.1_3431	25.301	249	597
WP_000361605.1	lcl|NZ_AOUU01000127.1_cds_WP_000619178.1_3474	29.555	247	597
WP_000361605.1	lcl|NZ_AOUU01000026.1_cds_WP_000942282.1_730	30.568	229	597
WP_000361605.1	lcl|NZ_AOUU01000028.1_cds_WP_000433115.1_820	28.947	228	597
WP_000361605.1	lcl|NZ_AOUU01000025.1_cds_WP_001141161.1_699	31.532	222	597
WP_000361605.1	lcl|NZ_AOUU01000062.1_cds_WP_001982953.1_1640	24.779	226	597
WP_000361605.1	lcl|NZ_AOUU01000127.1_cds_WP_000218838.1_3475	28.980	245	597
WP_000361605.1	lcl|NZ_AOUU01000028.1_cds_WP_000666552.1_873	27.778	234	597
