WP_000340713.1	lcl|NZ_AOWC01000107.1_cds_WP_000340715.1_2561	95.349	86	106
WP_000412665.1	lcl|NZ_AOWC01000107.1_cds_WP_000410273.1_2560	95.192	312	314
WP_000412665.1	lcl|NZ_AOWC01000107.1_cds_WP_000093099.1_2540	53.968	63	314
WP_000412665.1	lcl|NZ_AOWC01000125.1_cds_WP_000744700.1_3399	24.925	333	314
WP_000412665.1	lcl|NZ_AOWC01000107.1_cds_WP_000646250.1_2557	26.766	269	314
WP_000412665.1	lcl|NZ_AOWC01000107.1_cds_WP_000600889.1_2531	26.425	193	314
WP_000361605.1	lcl|NZ_AOWC01000108.1_cds_WP_000172202.1_2707	35.185	378	597
WP_000361605.1	lcl|NZ_AOWC01000108.1_cds_WP_000667646.1_2750	32.832	399	597
WP_000361605.1	lcl|NZ_AOWC01000042.1_cds_WP_000828455.1_686	31.591	421	597
WP_000361605.1	lcl|NZ_AOWC01000107.1_cds_WP_000834715.1_2537	31.169	385	597
WP_000361605.1	lcl|NZ_AOWC01000118.1_cds_WP_000510777.1_3131	28.372	215	597
WP_000361605.1	lcl|NZ_AOWC01000046.1_cds_WP_001161019.1_809	31.579	209	597
WP_000361605.1	lcl|NZ_AOWC01000115.1_cds_WP_000619175.1_3033	29.555	247	597
WP_000361605.1	lcl|NZ_AOWC01000108.1_cds_WP_000942282.1_2693	30.568	229	597
WP_000361605.1	lcl|NZ_AOWC01000115.1_cds_WP_001052498.1_2989	24.900	249	597
WP_000361605.1	lcl|NZ_AOWC01000065.1_cds_WP_000433117.1_1150	28.947	228	597
WP_000361605.1	lcl|NZ_AOWC01000101.1_cds_WP_001982953.1_2151	24.779	226	597
WP_000361605.1	lcl|NZ_AOWC01000022.1_cds_WP_001141158.1_306	31.364	220	597
WP_000361605.1	lcl|NZ_AOWC01000115.1_cds_WP_000218838.1_3034	28.980	245	597
WP_000361605.1	lcl|NZ_AOWC01000130.1_cds_WP_000666552.1_3577	27.778	234	597
WP_000361605.1	lcl|NZ_AOWC01000065.1_cds_WP_001089500.1_1182	29.091	220	597
WP_000361605.1	lcl|NZ_AOWC01000077.1_cds_WP_000184524.1_1402	27.979	193	597
WP_000361605.1	lcl|NZ_AOWC01000105.1_cds_WP_000047473.1_2361	26.977	215	597
WP_000361605.1	lcl|NZ_AOWC01000037.1_cds_WP_000052667.1_622	26.201	229	597
WP_000361605.1	lcl|NZ_AOWC01000082.1_cds_WP_000590867.1_1562	24.651	215	597
WP_000361605.1	lcl|NZ_AOWC01000007.1_cds_WP_000603361.1_40	25.000	228	597
WP_000361605.1	lcl|NZ_AOWC01000114.1_cds_WP_000675807.1_2917	26.800	250	597
WP_000361605.1	lcl|NZ_AOWC01000009.1_cds_WP_001288326.1_75	27.542	236	597
WP_000361605.1	lcl|NZ_AOWC01000020.1_cds_WP_001049205.1_291	27.451	255	597
WP_000361605.1	lcl|NZ_AOWC01000020.1_cds_WP_001049205.1_291	25.328	229	597
WP_000361605.1	lcl|NZ_AOWC01000110.1_cds_WP_000598571.1_2805	26.244	221	597
WP_000361605.1	lcl|NZ_AOWC01000007.1_cds_WP_000054169.1_56	24.876	201	597
WP_000361605.1	lcl|NZ_AOWC01000070.1_cds_WP_000136057.1_1241	28.000	225	597
WP_000361605.1	lcl|NZ_AOWC01000108.1_cds_WP_000626143.1_2712	29.327	208	597
WP_000361605.1	lcl|NZ_AOWC01000108.1_cds_WP_000626143.1_2712	24.719	178	597
WP_000361605.1	lcl|NZ_AOWC01000093.1_cds_WP_000481720.1_1983	24.783	230	597
WP_000361605.1	lcl|NZ_AOWC01000093.1_cds_WP_000481720.1_1983	23.431	239	597
WP_000361605.1	lcl|NZ_AOWC01000108.1_cds_WP_000172202.1_2707	35.185	378	597
WP_000361605.1	lcl|NZ_AOWC01000108.1_cds_WP_000667646.1_2750	32.832	399	597
WP_000361605.1	lcl|NZ_AOWC01000042.1_cds_WP_000828455.1_686	31.591	421	597
WP_000361605.1	lcl|NZ_AOWC01000107.1_cds_WP_000834715.1_2537	31.169	385	597
WP_000361605.1	lcl|NZ_AOWC01000118.1_cds_WP_000510777.1_3131	28.372	215	597
WP_000361605.1	lcl|NZ_AOWC01000046.1_cds_WP_001161019.1_809	31.579	209	597
WP_000361605.1	lcl|NZ_AOWC01000115.1_cds_WP_000619175.1_3033	29.555	247	597
WP_000361605.1	lcl|NZ_AOWC01000108.1_cds_WP_000942282.1_2693	30.568	229	597
WP_000361605.1	lcl|NZ_AOWC01000115.1_cds_WP_001052498.1_2989	24.900	249	597
WP_000361605.1	lcl|NZ_AOWC01000065.1_cds_WP_000433117.1_1150	28.947	228	597
WP_000361605.1	lcl|NZ_AOWC01000101.1_cds_WP_001982953.1_2151	24.779	226	597
WP_000361605.1	lcl|NZ_AOWC01000022.1_cds_WP_001141158.1_306	31.364	220	597
