WP_000340713.1	lcl|NZ_JAMQPP010000005.1_cds_WP_265352101.1_2808	62.821	78	106
WP_000412665.1	lcl|NZ_JAMQPP010000005.1_cds_WP_265352100.1_2809	81.290	310	314
WP_000412665.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350398.1_318	27.244	312	314
WP_000412665.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350373.1_291	23.795	332	314
WP_000412665.1	lcl|NZ_JAMQPP010000003.1_cds_WP_265351842.1_2055	22.353	170	314
WP_000361605.1	lcl|NZ_JAMQPP010000005.1_cds_WP_265352098.1_2811	44.965	576	597
WP_000361605.1	lcl|NZ_JAMQPP010000010.1_cds_WP_265353080.1_983	43.750	240	597
WP_000361605.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350631.1_586	40.083	242	597
WP_000361605.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350880.1_868	35.165	273	597
WP_000361605.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350582.1_523	37.712	236	597
WP_000361605.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350882.1_870	30.084	359	597
WP_000361605.1	lcl|NZ_JAMQPP010000007.1_cds_WP_265352657.1_3494	31.538	260	597
WP_000361605.1	lcl|NZ_JAMQPP010000012.1_cds_WP_265353331.1_1329	28.899	218	597
WP_000361605.1	lcl|NZ_JAMQPP010000005.1_cds_WP_265352017.1_2925	30.233	258	597
WP_000361605.1	lcl|NZ_JAMQPP010000006.1_cds_WP_265352329.1_3117	27.426	237	597
WP_000361605.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350804.1_781	29.646	226	597
WP_000361605.1	lcl|NZ_JAMQPP010000006.1_cds_WP_265352274.1_3184	27.826	230	597
WP_000361605.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350859.1_845	31.818	220	597
WP_000361605.1	lcl|NZ_JAMQPP010000003.1_cds_WP_265351868.1_2084	29.091	220	597
WP_000361605.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350216.1_114	30.769	208	597
WP_000361605.1	lcl|NZ_JAMQPP010000006.1_cds_WP_265352410.1_3026	32.105	190	597
WP_000361605.1	lcl|NZ_JAMQPP010000009.1_cds_WP_265352893.1_3817	28.000	200	597
WP_000361605.1	lcl|NZ_JAMQPP010000002.1_cds_WP_265351032.1_1562	27.948	229	597
WP_000361605.1	lcl|NZ_JAMQPP010000005.1_cds_WP_265351992.1_2951	26.577	222	597
WP_000361605.1	lcl|NZ_JAMQPP010000002.1_cds_WP_265351246.1_1801	28.889	225	597
WP_000361605.1	lcl|NZ_JAMQPP010000002.1_cds_WP_135592366.1_1774	26.339	224	597
WP_000361605.1	lcl|NZ_JAMQPP010000003.1_cds_WP_265351893.1_2113	27.500	240	597
WP_000361605.1	lcl|NZ_JAMQPP010000006.1_cds_WP_265352402.1_3034	27.941	204	597
WP_000361605.1	lcl|NZ_JAMQPP010000006.1_cds_WP_265352273.1_3185	27.329	161	597
WP_000361605.1	lcl|NZ_JAMQPP010000006.1_cds_WP_265352273.1_3185	25.275	273	597
WP_000361605.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350898.1_888	26.012	173	597
