WP_000340713.1	lcl|NZ_NPEB01000012.1_cds_WP_035983633.1_911	62.821	78	106
WP_000412665.1	lcl|NZ_NPEB01000012.1_cds_WP_100734686.1_908	80.645	310	314
WP_000412665.1	lcl|NZ_NPEB01000003.1_cds_WP_100718697.1_1873	25.000	324	314
WP_000412665.1	lcl|NZ_NPEB01000003.1_cds_WP_100718677.1_1845	27.445	317	314
WP_000412665.1	lcl|NZ_NPEB01000012.1_cds_WP_100734687.1_909	23.853	218	314
WP_000412665.1	lcl|NZ_NPEB01000006.1_cds_WP_004788049.1_3154	22.941	170	314
WP_000361605.1	lcl|NZ_NPEB01000002.1_cds_WP_100734160.1_1328	44.493	227	597
WP_000361605.1	lcl|NZ_NPEB01000004.1_cds_WP_004786686.1_2657	40.909	242	597
WP_000361605.1	lcl|NZ_NPEB01000004.1_cds_WP_100735165.1_2344	34.432	273	597
WP_000361605.1	lcl|NZ_NPEB01000010.1_cds_WP_100735951.1_626	37.607	234	597
WP_000361605.1	lcl|NZ_NPEB01000004.1_cds_WP_100735164.1_2342	28.969	359	597
WP_000361605.1	lcl|NZ_NPEB01000005.1_cds_WP_100719941.1_2960	32.000	225	597
WP_000361605.1	lcl|NZ_NPEB01000002.1_cds_WP_100719737.1_1654	30.415	217	597
WP_000361605.1	lcl|NZ_NPEB01000011.1_cds_WP_100721531.1_758	27.004	237	597
WP_000361605.1	lcl|NZ_NPEB01000004.1_cds_WP_100719836.1_2367	33.032	221	597
WP_000361605.1	lcl|NZ_NPEB01000008.1_cds_WP_100721031.1_3564	29.461	241	597
WP_000361605.1	lcl|NZ_NPEB01000004.1_cds_WP_100735206.1_2432	30.120	249	597
WP_000361605.1	lcl|NZ_NPEB01000013.1_cds_WP_100736026.1_1086	29.310	232	597
WP_000361605.1	lcl|NZ_NPEB01000003.1_cds_WP_100734995.1_2051	30.986	213	597
WP_000361605.1	lcl|NZ_NPEB01000009.1_cds_WP_100717738.1_3782	26.316	228	597
WP_000361605.1	lcl|NZ_NPEB01000014.1_cds_WP_004786760.1_1147	29.000	200	597
WP_000361605.1	lcl|NZ_NPEB01000008.1_cds_WP_020777451.1_3627	28.384	229	597
WP_000361605.1	lcl|NZ_NPEB01000001.1_cds_WP_100734504.1_197	28.070	228	597
WP_000361605.1	lcl|NZ_NPEB01000011.1_cds_WP_100735532.1_844	30.526	190	597
WP_000361605.1	lcl|NZ_NPEB01000001.1_cds_WP_035983849.1_170	26.786	224	597
WP_000361605.1	lcl|NZ_NPEB01000008.1_cds_WP_100734639.1_3590	26.577	222	597
WP_000361605.1	lcl|NZ_NPEB01000012.1_cds_WP_100734678.1_888	27.706	231	597
WP_000361605.1	lcl|NZ_NPEB01000005.1_cds_WP_100717834.1_2815	27.103	214	597
WP_000361605.1	lcl|NZ_NPEB01000011.1_cds_WP_100719510.1_836	28.283	198	597
WP_000361605.1	lcl|NZ_NPEB01000009.1_cds_WP_100735668.1_3781	25.000	244	597
WP_000361605.1	lcl|NZ_NPEB01000009.1_cds_WP_100735668.1_3781	27.329	161	597
WP_000361605.1	lcl|NZ_NPEB01000013.1_cds_WP_100718213.1_1057	25.957	235	597
WP_000361605.1	lcl|NZ_NPEB01000004.1_cds_WP_100719214.1_2324	26.012	173	597
WP_000361605.1	lcl|NZ_NPEB01000005.1_cds_WP_100735348.1_2689	23.153	203	597
WP_000361605.1	lcl|NZ_NPEB01000003.1_cds_WP_100735068.1_2207	25.328	229	597
WP_000361605.1	lcl|NZ_NPEB01000002.1_cds_WP_004786946.1_1240	26.840	231	597
WP_000361605.1	lcl|NZ_NPEB01000001.1_cds_WP_004789028.1_332	25.871	201	597
WP_000361605.1	lcl|NZ_NPEB01000007.1_cds_WP_100719460.1_3284	27.488	211	597
WP_000361605.1	lcl|NZ_NPEB01000007.1_cds_WP_100719460.1_3284	27.869	183	597
WP_000361605.1	lcl|NZ_NPEB01000004.1_cds_WP_100735204.1_2424	25.385	260	597
WP_000361605.1	lcl|NZ_NPEB01000004.1_cds_WP_100735173.1_2368	26.407	231	597
WP_000361605.1	lcl|NZ_NPEB01000001.1_cds_WP_100734356.1_568	25.877	228	597
WP_000361605.1	lcl|NZ_NPEB01000001.1_cds_WP_100734394.1_466	24.528	212	597
WP_000361605.1	lcl|NZ_NPEB01000002.1_cds_WP_100734194.1_1413	24.878	205	597
WP_000361605.1	lcl|NZ_NPEB01000004.1_cds_WP_100735244.1_2496	24.686	239	597
WP_000361605.1	lcl|NZ_NPEB01000011.1_cds_WP_100720184.1_746	24.324	185	597
WP_000361605.1	lcl|NZ_NPEB01000011.1_cds_WP_100720184.1_746	25.957	235	597
WP_000361605.1	lcl|NZ_NPEB01000002.1_cds_WP_100734160.1_1328	44.493	227	597
WP_000361605.1	lcl|NZ_NPEB01000004.1_cds_WP_004786686.1_2657	40.909	242	597
