WP_000340713.1	lcl|NZ_APGN01000146.1_cds_WP_004462903.1_1592	94.186	86	106
WP_000412665.1	lcl|NZ_APGN01000146.1_cds_WP_004464977.1_1593	92.581	310	314
WP_000412665.1	lcl|NZ_APGN01000223.1_cds_WP_004461583.1_2691	25.460	326	314
WP_000412665.1	lcl|NZ_APGN01000146.1_cds_WP_004464967.1_1644	22.022	277	314
WP_000412665.1	lcl|NZ_APGN01000146.1_cds_WP_004465002.1_1646	23.364	214	314
WP_000412665.1	lcl|NZ_APGN01000146.1_cds_WP_004476514.1_1665	23.549	293	314
WP_000412665.1	lcl|NZ_APGN01000174.1_cds_WP_004480590.1_2027	24.699	332	314
WP_000412665.1	lcl|NZ_APGN01000260.1_cds_WP_004468319.1_3156	22.353	170	314
WP_000361605.1	lcl|NZ_APGN01000185.1_cds_WP_050562807.1_2181	35.121	373	597
WP_000361605.1	lcl|NZ_APGN01000136.1_cds_WP_017863782.1_1449	32.346	405	597
WP_000361605.1	lcl|NZ_APGN01000202.1_cds_WP_004459265.1_2387	32.304	421	597
WP_000361605.1	lcl|NZ_APGN01000146.1_cds_WP_004494288.1_1622	32.932	249	597
WP_000361605.1	lcl|NZ_APGN01000197.1_cds_WP_004461439.1_2310	28.326	233	597
WP_000361605.1	lcl|NZ_APGN01000265.1_cds_WP_004494700.1_3197	33.158	190	597
WP_000361605.1	lcl|NZ_APGN01000206.1_cds_WP_004473839.1_2462	25.833	240	597
WP_000361605.1	lcl|NZ_APGN01000202.1_cds_WP_004469508.1_2397	31.963	219	597
WP_000361605.1	lcl|NZ_APGN01000204.1_cds_WP_004466497.1_2432	26.786	224	597
WP_000361605.1	lcl|NZ_APGN01000282.1_cds_WP_004494735.1_3411	30.233	215	597
WP_000361605.1	lcl|NZ_APGN01000182.1_cds_WP_004464119.1_2117	30.319	188	597
WP_000361605.1	lcl|NZ_APGN01000282.1_cds_WP_004481334.1_3377	28.340	247	597
WP_000361605.1	lcl|NZ_APGN01000220.1_cds_WP_004480113.1_2580	29.258	229	597
WP_000361605.1	lcl|NZ_APGN01000019.1_cds_WP_004466161.1_285	24.779	226	597
WP_000361605.1	lcl|NZ_APGN01000239.1_cds_WP_004460645.1_2937	27.315	216	597
WP_000361605.1	lcl|NZ_APGN01000282.1_cds_WP_004460182.1_3430	27.778	216	597
WP_000361605.1	lcl|NZ_APGN01000202.1_cds_WP_004467532.1_2398	26.721	247	597
WP_000361605.1	lcl|NZ_APGN01000108.1_cds_WP_004461802.1_1134	23.438	256	597
WP_000361605.1	lcl|NZ_APGN01000108.1_cds_WP_004461802.1_1134	26.752	157	597
WP_000361605.1	lcl|NZ_APGN01000045.1_cds_WP_004466296.1_531	27.234	235	597
WP_000361605.1	lcl|NZ_APGN01000170.1_cds_WP_004480430.1_1944	26.068	234	597
WP_000361605.1	lcl|NZ_APGN01000048.1_cds_WP_004459763.1_540	28.079	203	597
WP_000361605.1	lcl|NZ_APGN01000240.1_cds_WP_004494631.1_2948	26.744	258	597
WP_000361605.1	lcl|NZ_APGN01000240.1_cds_WP_004494631.1_2948	29.032	186	597
WP_000361605.1	lcl|NZ_APGN01000007.1_cds_WP_004474610.1_90	26.562	256	597
WP_000361605.1	lcl|NZ_APGN01000228.1_cds_WP_004480385.1_2748	29.545	220	597
WP_000361605.1	lcl|NZ_APGN01000202.1_cds_WP_004469900.1_2371	26.364	220	597
WP_000361605.1	lcl|NZ_APGN01000218.1_cds_WP_004479667.1_2555	23.077	221	597
WP_000361605.1	lcl|NZ_APGN01000068.1_cds_WP_004461812.1_735	28.444	225	597
WP_000361605.1	lcl|NZ_APGN01000272.1_cds_WP_004459333.1_3239	44.828	58	597
WP_000361605.1	lcl|NZ_APGN01000272.1_cds_WP_004459333.1_3239	22.581	186	597
WP_000361605.1	lcl|NZ_APGN01000185.1_cds_WP_050562807.1_2181	35.121	373	597
WP_000361605.1	lcl|NZ_APGN01000136.1_cds_WP_017863782.1_1449	32.346	405	597
WP_000361605.1	lcl|NZ_APGN01000202.1_cds_WP_004459265.1_2387	32.304	421	597
