WP_000340713.1	lcl|NZ_AOWX01000105.1_cds_WP_000340715.1_1965	95.349	86	106
WP_000412665.1	lcl|NZ_AOWX01000105.1_cds_WP_000410273.1_1964	95.192	312	314
WP_000412665.1	lcl|NZ_AOWX01000105.1_cds_WP_000093099.1_1944	53.968	63	314
WP_000412665.1	lcl|NZ_AOWX01000093.1_cds_WP_000744700.1_1692	24.925	333	314
WP_000412665.1	lcl|NZ_AOWX01000105.1_cds_WP_000646250.1_1961	26.766	269	314
WP_000412665.1	lcl|NZ_AOWX01000105.1_cds_WP_000723090.1_1882	22.680	291	314
WP_000412665.1	lcl|NZ_AOWX01000105.1_cds_WP_017861861.1_1935	25.907	193	314
WP_000361605.1	lcl|NZ_AOWX01000040.1_cds_WP_000172202.1_557	35.185	378	597
WP_000361605.1	lcl|NZ_AOWX01000122.1_cds_WP_000667646.1_2460	32.832	399	597
WP_000361605.1	lcl|NZ_AOWX01000119.1_cds_WP_000828455.1_2343	31.591	421	597
WP_000361605.1	lcl|NZ_AOWX01000105.1_cds_WP_000834715.1_1941	31.169	385	597
WP_000361605.1	lcl|NZ_AOWX01000028.1_cds_WP_000510777.1_299	28.372	215	597
WP_000361605.1	lcl|NZ_AOWX01000136.1_cds_WP_001161019.1_2860	31.579	209	597
WP_000361605.1	lcl|NZ_AOWX01000133.1_cds_WP_000619175.1_2826	29.555	247	597
WP_000361605.1	lcl|NZ_AOWX01000049.1_cds_WP_000942282.1_690	30.568	229	597
WP_000361605.1	lcl|NZ_AOWX01000128.1_cds_WP_001052498.1_2556	24.900	249	597
WP_000361605.1	lcl|NZ_AOWX01000062.1_cds_WP_000433117.1_1064	28.947	228	597
WP_000361605.1	lcl|NZ_AOWX01000114.1_cds_WP_001982953.1_2143	24.779	226	597
WP_000361605.1	lcl|NZ_AOWX01000107.1_cds_WP_001141158.1_2028	31.364	220	597
WP_000361605.1	lcl|NZ_AOWX01000133.1_cds_WP_000218838.1_2825	28.980	245	597
WP_000361605.1	lcl|NZ_AOWX01000141.1_cds_WP_000666552.1_2969	27.778	234	597
WP_000361605.1	lcl|NZ_AOWX01000062.1_cds_WP_001089500.1_1096	29.091	220	597
WP_000361605.1	lcl|NZ_AOWX01000070.1_cds_WP_000184524.1_1223	27.979	193	597
WP_000361605.1	lcl|NZ_AOWX01000130.1_cds_WP_000047473.1_2673	26.977	215	597
WP_000361605.1	lcl|NZ_AOWX01000142.1_cds_WP_000052667.1_2999	26.201	229	597
WP_000361605.1	lcl|NZ_AOWX01000013.1_cds_WP_000590867.1_50	24.651	215	597
WP_000361605.1	lcl|NZ_AOWX01000042.1_cds_WP_000603361.1_580	25.000	228	597
WP_000361605.1	lcl|NZ_AOWX01000038.1_cds_WP_001288326.1_457	27.542	236	597
WP_000361605.1	lcl|NZ_AOWX01000024.1_cds_WP_001049205.1_175	27.451	255	597
WP_000361605.1	lcl|NZ_AOWX01000024.1_cds_WP_001049205.1_175	25.328	229	597
WP_000361605.1	lcl|NZ_AOWX01000146.1_cds_WP_000598571.1_3166	26.244	221	597
WP_000361605.1	lcl|NZ_AOWX01000042.1_cds_WP_000054169.1_564	24.876	201	597
WP_000361605.1	lcl|NZ_AOWX01000116.1_cds_LEP2GSC036_RS01000000122410_2247	28.723	188	597
WP_000361605.1	lcl|NZ_AOWX01000093.1_cds_WP_000136057.1_1752	28.000	225	597
WP_000361605.1	lcl|NZ_AOWX01000021.1_cds_WP_000626143.1_102	29.327	208	597
WP_000361605.1	lcl|NZ_AOWX01000021.1_cds_WP_000626143.1_102	24.719	178	597
WP_000361605.1	lcl|NZ_AOWX01000139.1_cds_WP_000481720.1_2887	24.783	230	597
WP_000361605.1	lcl|NZ_AOWX01000139.1_cds_WP_000481720.1_2887	23.431	239	597
WP_000361605.1	lcl|NZ_AOWX01000040.1_cds_WP_000172202.1_557	35.185	378	597
WP_000361605.1	lcl|NZ_AOWX01000122.1_cds_WP_000667646.1_2460	32.832	399	597
WP_000361605.1	lcl|NZ_AOWX01000119.1_cds_WP_000828455.1_2343	31.591	421	597
WP_000361605.1	lcl|NZ_AOWX01000105.1_cds_WP_000834715.1_1941	31.169	385	597
WP_000361605.1	lcl|NZ_AOWX01000028.1_cds_WP_000510777.1_299	28.372	215	597
WP_000361605.1	lcl|NZ_AOWX01000136.1_cds_WP_001161019.1_2860	31.579	209	597
