WP_000340713.1	lcl|NZ_JQQR01000023.1_cds_WP_000340715.1_695	95.349	86	106
WP_000412665.1	lcl|NZ_JQQR01000023.1_cds_WP_000410273.1_696	95.192	312	314
WP_000412665.1	lcl|NZ_JQQR01000042.1_cds_WP_000744700.1_1202	24.925	333	314
WP_000412665.1	lcl|NZ_JQQR01000023.1_cds_WP_061226680.1_699	26.394	269	314
WP_000412665.1	lcl|NZ_JQQR01000009.1_cds_WP_000723090.1_377	22.680	291	314
WP_000361605.1	lcl|NZ_JQQR01000023.1_cds_WP_002068488.1_718	52.196	592	597
WP_000361605.1	lcl|NZ_JQQR01000006.1_cds_WP_061226657.1_268	35.714	378	597
WP_000361605.1	lcl|NZ_JQQR01000136.1_cds_WP_000667646.1_3079	32.832	399	597
WP_000361605.1	lcl|NZ_JQQR01000075.1_cds_WP_000828456.1_1879	31.591	421	597
WP_000361605.1	lcl|NZ_JQQR01000086.1_cds_WP_000510770.1_2175	28.372	215	597
WP_000361605.1	lcl|NZ_JQQR01000104.1_cds_WP_000619182.1_2552	29.960	247	597
WP_000361605.1	lcl|NZ_JQQR01000056.1_cds_WP_001052496.1_1563	25.703	249	597
WP_000361605.1	lcl|NZ_JQQR01000052.1_cds_WP_045191718.1_1503	31.579	209	597
WP_000361605.1	lcl|NZ_JQQR01000006.1_cds_WP_002097923.1_282	30.568	229	597
WP_000361605.1	lcl|NZ_JQQR01000019.1_cds_WP_000433117.1_573	28.947	228	597
WP_000361605.1	lcl|NZ_JQQR01000044.1_cds_WP_001982953.1_1287	24.779	226	597
WP_000361605.1	lcl|NZ_JQQR01000238.1_cds_WP_061226722.1_3743	31.364	220	597
WP_000361605.1	lcl|NZ_JQQR01000125.1_cds_WP_000666554.1_2907	27.966	236	597
WP_000361605.1	lcl|NZ_JQQR01000019.1_cds_WP_001089503.1_541	29.091	220	597
WP_000361605.1	lcl|NZ_JQQR01000104.1_cds_WP_000218834.1_2551	29.388	245	597
WP_000361605.1	lcl|NZ_JQQR01000002.1_cds_WP_000047473.1_36	26.977	215	597
WP_000361605.1	lcl|NZ_JQQR01000140.1_cds_WP_000052667.1_3144	26.201	229	597
WP_000361605.1	lcl|NZ_JQQR01000137.1_cds_WP_000651459.1_3101	26.984	252	597
WP_000361605.1	lcl|NZ_JQQR01000144.1_cds_WP_000603361.1_3212	25.000	228	597
WP_000361605.1	lcl|NZ_JQQR01000101.1_cds_WP_061226746.1_2458	27.461	193	597
WP_000361605.1	lcl|NZ_JQQR01000183.1_cds_WP_061226937.1_3541	24.651	215	597
WP_000361605.1	lcl|NZ_JQQR01000001.1_cds_WP_001049210.1_7	27.451	255	597
WP_000361605.1	lcl|NZ_JQQR01000001.1_cds_WP_001049210.1_7	24.891	229	597
WP_000361605.1	lcl|NZ_JQQR01000027.1_cds_WP_001288326.1_784	27.542	236	597
WP_000361605.1	lcl|NZ_JQQR01000131.1_cds_WP_000598571.1_2992	26.244	221	597
WP_000361605.1	lcl|NZ_JQQR01000129.1_cds_WP_000054169.1_2950	24.876	201	597
WP_000361605.1	lcl|NZ_JQQR01000105.1_cds_WP_000136057.1_2569	28.000	225	597
WP_000361605.1	lcl|NZ_JQQR01000006.1_cds_WP_000626143.1_263	29.327	208	597
WP_000361605.1	lcl|NZ_JQQR01000006.1_cds_WP_000626143.1_263	24.719	178	597
WP_000361605.1	lcl|NZ_JQQR01000159.1_cds_WP_061226702.1_3329	24.783	230	597
WP_000361605.1	lcl|NZ_JQQR01000159.1_cds_WP_061226702.1_3329	23.013	239	597
WP_000361605.1	lcl|NZ_JQQR01000023.1_cds_WP_002068488.1_718	52.196	592	597
WP_000361605.1	lcl|NZ_JQQR01000006.1_cds_WP_061226657.1_268	35.714	378	597
WP_000361605.1	lcl|NZ_JQQR01000136.1_cds_WP_000667646.1_3079	32.832	399	597
WP_000361605.1	lcl|NZ_JQQR01000075.1_cds_WP_000828456.1_1879	31.591	421	597
WP_000361605.1	lcl|NZ_JQQR01000086.1_cds_WP_000510770.1_2175	28.372	215	597
WP_000361605.1	lcl|NZ_JQQR01000104.1_cds_WP_000619182.1_2552	29.960	247	597
WP_000361605.1	lcl|NZ_JQQR01000056.1_cds_WP_001052496.1_1563	25.703	249	597
WP_000361605.1	lcl|NZ_JQQR01000052.1_cds_WP_045191718.1_1503	31.579	209	597
WP_000361605.1	lcl|NZ_JQQR01000006.1_cds_WP_002097923.1_282	30.568	229	597
WP_000361605.1	lcl|NZ_JQQR01000019.1_cds_WP_000433117.1_573	28.947	228	597
WP_000361605.1	lcl|NZ_JQQR01000044.1_cds_WP_001982953.1_1287	24.779	226	597
WP_000361605.1	lcl|NZ_JQQR01000238.1_cds_WP_061226722.1_3743	31.364	220	597
WP_000361605.1	lcl|NZ_JQQR01000125.1_cds_WP_000666554.1_2907	27.966	236	597
WP_000361605.1	lcl|NZ_JQQR01000019.1_cds_WP_001089503.1_541	29.091	220	597
WP_000361605.1	lcl|NZ_JQQR01000104.1_cds_WP_000218834.1_2551	29.388	245	597
WP_000361605.1	lcl|NZ_JQQR01000002.1_cds_WP_000047473.1_36	26.977	215	597
WP_000361605.1	lcl|NZ_JQQR01000140.1_cds_WP_000052667.1_3144	26.201	229	597
WP_000361605.1	lcl|NZ_JQQR01000137.1_cds_WP_000651459.1_3101	26.984	252	597
WP_000361605.1	lcl|NZ_JQQR01000144.1_cds_WP_000603361.1_3212	25.000	228	597
WP_000361605.1	lcl|NZ_JQQR01000101.1_cds_WP_061226746.1_2458	27.461	193	597
WP_000361605.1	lcl|NZ_JQQR01000183.1_cds_WP_061226937.1_3541	24.651	215	597
WP_000361605.1	lcl|NZ_JQQR01000001.1_cds_WP_001049210.1_7	27.451	255	597
WP_000361605.1	lcl|NZ_JQQR01000001.1_cds_WP_001049210.1_7	24.891	229	597
WP_000361605.1	lcl|NZ_JQQR01000027.1_cds_WP_001288326.1_784	27.542	236	597
WP_000361605.1	lcl|NZ_JQQR01000131.1_cds_WP_000598571.1_2992	26.244	221	597
WP_000361605.1	lcl|NZ_JQQR01000129.1_cds_WP_000054169.1_2950	24.876	201	597
WP_000361605.1	lcl|NZ_JQQR01000105.1_cds_WP_000136057.1_2569	28.000	225	597
WP_000361605.1	lcl|NZ_JQQR01000006.1_cds_WP_000626143.1_263	29.327	208	597
WP_000361605.1	lcl|NZ_JQQR01000006.1_cds_WP_000626143.1_263	24.719	178	597
WP_000361605.1	lcl|NZ_JQQR01000159.1_cds_WP_061226702.1_3329	24.783	230	597
WP_000361605.1	lcl|NZ_JQQR01000159.1_cds_WP_061226702.1_3329	23.013	239	597
WP_000699347.1	lcl|NZ_JQQR01000023.1_cds_WP_061226680.1_699	31.304	345	350
WP_000699347.1	lcl|NZ_JQQR01000009.1_cds_WP_000723090.1_377	24.438	356	350
WP_000699347.1	lcl|NZ_JQQR01000042.1_cds_WP_000744700.1_1202	24.576	354	350
WP_000699347.1	lcl|NZ_JQQR01000074.1_cds_WP_002072074.1_1873	23.871	310	350
WP_000699347.1	lcl|NZ_JQQR01000023.1_cds_WP_000410273.1_696	24.437	311	350
WP_000699347.1	lcl|NZ_JQQR01000081.1_cds_WP_000649924.1_1988	24.675	308	350
