WP_000340713.1	lcl|NZ_AKWR02000053.1_cds_WP_000340715.1_3624	95.349	86	106
WP_000412665.1	lcl|NZ_AKWR02000053.1_cds_WP_000410268.1_3625	95.161	310	314
WP_000412665.1	lcl|NZ_AKWR02000089.1_cds_WP_000744704.1_2982	24.925	333	314
WP_000412665.1	lcl|NZ_AKWR02000053.1_cds_WP_000723079.1_3676	22.022	277	314
WP_000412665.1	lcl|NZ_AKWR02000144.1_cds_WP_002183791.1_1801	27.273	253	314
WP_000412665.1	lcl|NZ_AKWR02000060.1_cds_WP_000723082.1_3503	22.680	291	314
WP_000412665.1	lcl|NZ_AKWR02000053.1_cds_WP_000567886.1_3678	23.364	214	314
WP_000412665.1	lcl|NZ_AKWR02000161.1_cds_WP_029764217.1_1559	21.269	268	314
WP_000361605.1	lcl|NZ_AKWR02000173.1_cds_WP_000419421.1_1320	52.459	549	597
WP_000361605.1	lcl|NZ_AKWR02000198.1_cds_WP_002108143.1_883	35.714	378	597
WP_000361605.1	lcl|NZ_AKWR02000171.1_cds_WP_000667646.1_1384	32.832	399	597
WP_000361605.1	lcl|NZ_AKWR02000089.1_cds_WP_000828456.1_3072	31.591	421	597
WP_000361605.1	lcl|NZ_AKWR02000053.1_cds_WP_000615263.1_3651	32.932	249	597
WP_000361605.1	lcl|NZ_AKWR02000164.1_cds_WP_000510770.1_1453	28.372	215	597
WP_000361605.1	lcl|NZ_AKWR02000133.1_cds_WP_000619182.1_2068	29.960	247	597
WP_000361605.1	lcl|NZ_AKWR02000213.1_cds_WP_001161019.1_742	31.579	209	597
WP_000361605.1	lcl|NZ_AKWR02000193.1_cds_WP_002184018.1_897	25.301	249	597
WP_000361605.1	lcl|NZ_AKWR02000198.1_cds_WP_002071818.1_869	30.131	229	597
WP_000361605.1	lcl|NZ_AKWR02000244.1_cds_WP_000433117.1_309	28.947	228	597
WP_000361605.1	lcl|NZ_AKWR02000170.1_cds_WP_001982953.1_1395	24.779	226	597
WP_000361605.1	lcl|NZ_AKWR02000244.1_cds_WP_000666544.1_257	28.205	234	597
WP_000361605.1	lcl|NZ_AKWR02000198.1_cds_WP_001141155.1_855	31.364	220	597
WP_000361605.1	lcl|NZ_AKWR02000133.1_cds_WP_000218838.1_2067	28.980	245	597
WP_000361605.1	lcl|NZ_AKWR02000244.1_cds_WP_001089503.1_277	29.091	220	597
WP_000361605.1	lcl|NZ_AKWR02000036.1_cds_WP_000184526.1_3878	27.979	193	597
