WP_000340713.1	lcl|NZ_JQSA01000266.1_cds_WP_002725873.1_3295	90.698	86	106
WP_000412665.1	lcl|NZ_JQSA01000266.1_cds_WP_061209188.1_3296	91.667	312	314
WP_000412665.1	lcl|NZ_JQSA01000064.1_cds_WP_061208146.1_1326	24.308	325	314
WP_000412665.1	lcl|NZ_JQSA01000228.1_cds_WP_061209097.1_3126	22.941	170	314
WP_000412665.1	lcl|NZ_JQSA01000057.1_cds_WP_011671706.1_1205	23.549	293	314
WP_000412665.1	lcl|NZ_JQSA01000203.1_cds_WP_002729504.1_2975	22.941	170	314
WP_000412665.1	lcl|NZ_JQSA01000142.1_cds_WP_061208650.1_2289	23.151	311	314
WP_000652101.1	lcl|NZ_JQSA01000154.1_cds_JG00_RS20910_2472	66.364	110	427
WP_000652101.1	lcl|NZ_JQSA01000154.1_cds_JG00_RS20910_2472	42.938	177	427
WP_000652101.1	lcl|NZ_JQSA01000154.1_cds_JG00_RS20910_2472	39.086	197	427
WP_000652101.1	lcl|NZ_JQSA01000154.1_cds_JG00_RS20910_2472	55.172	29	427
WP_000652101.1	lcl|NZ_JQSA01000154.1_cds_JG00_RS20910_2472	54.167	48	427
WP_000361605.1	lcl|NZ_JQSA01000154.1_cds_WP_061208759.1_2473	82.203	590	597
WP_000361605.1	lcl|NZ_JQSA01000010.1_cds_WP_061207593.1_314	35.946	370	597
WP_000361605.1	lcl|NZ_JQSA01000005.1_cds_WP_061207469.1_61	31.436	404	597
WP_000361605.1	lcl|NZ_JQSA01000069.1_cds_WP_011671171.1_1431	32.464	422	597
WP_000361605.1	lcl|NZ_JQSA01000133.1_cds_WP_061208601.1_2210	27.830	212	597
WP_000361605.1	lcl|NZ_JQSA01000225.1_cds_WP_061209087.1_3112	30.631	222	597
WP_000361605.1	lcl|NZ_JQSA01000071.1_cds_WP_061208213.1_1455	26.141	241	597
WP_000361605.1	lcl|NZ_JQSA01000018.1_cds_WP_002721914.1_495	27.935	247	597
WP_000361605.1	lcl|NZ_JQSA01000043.1_cds_WP_061207927.1_937	30.303	231	597
WP_000361605.1	lcl|NZ_JQSA01000254.1_cds_WP_061209175.1_3268	30.319	188	597
WP_000361605.1	lcl|NZ_JQSA01000131.1_cds_WP_002724285.1_2170	28.879	232	597
