WP_000340713.1	lcl|NZ_AFLZ02000005.1_cds_WP_000340715.1_3777	95.349	86	106
WP_000412665.1	lcl|NZ_AFLZ02000005.1_cds_WP_002079029.1_3776	94.872	312	314
WP_000412665.1	lcl|NZ_AFLZ02000024.1_cds_WP_000744700.1_1752	24.925	333	314
WP_000412665.1	lcl|NZ_AFLZ02000005.1_cds_WP_000646249.1_3773	26.766	269	314
WP_000412665.1	lcl|NZ_AFLZ02000005.1_cds_WP_000600886.1_3743	26.425	193	314
WP_000412665.1	lcl|NZ_AFLZ02000005.1_cds_WP_000723090.1_3691	22.680	291	314
WP_000412665.1	lcl|NZ_AFLZ02000005.1_cds_WP_000025487.1_3749	25.000	152	314
WP_000361605.1	lcl|NZ_AFLZ02000021.1_cds_WP_000172203.1_2460	35.450	378	597
WP_000361605.1	lcl|NZ_AFLZ02000021.1_cds_WP_000667646.1_2417	32.832	399	597
WP_000361605.1	lcl|NZ_AFLZ02000024.1_cds_WP_000828456.1_1842	31.591	421	597
WP_000361605.1	lcl|NZ_AFLZ02000005.1_cds_WP_000797356.1_3745	30.423	378	597
WP_000361605.1	lcl|NZ_AFLZ02000027.1_cds_WP_000510774.1_1238	28.372	215	597
WP_000361605.1	lcl|NZ_AFLZ02000024.1_cds_WP_000619173.1_1598	29.960	247	597
WP_000361605.1	lcl|NZ_AFLZ02000027.1_cds_WP_001161017.1_1138	31.579	209	597
WP_000361605.1	lcl|NZ_AFLZ02000024.1_cds_WP_001052495.1_1643	25.301	249	597
WP_000361605.1	lcl|NZ_AFLZ02000021.1_cds_WP_000942282.1_2474	30.568	229	597
WP_000361605.1	lcl|NZ_AFLZ02000006.1_cds_WP_000433117.1_3599	28.947	228	597
WP_000361605.1	lcl|NZ_AFLZ02000023.1_cds_WP_001982953.1_2202	24.779	226	597
WP_000361605.1	lcl|NZ_AFLZ02000039.1_cds_WP_001141163.1_558	30.909	220	597
WP_000361605.1	lcl|NZ_AFLZ02000006.1_cds_WP_000666552.1_3546	27.778	234	597
WP_000361605.1	lcl|NZ_AFLZ02000024.1_cds_WP_000218833.1_1597	28.980	245	597
WP_000361605.1	lcl|NZ_AFLZ02000006.1_cds_WP_001089498.1_3567	29.091	220	597
WP_000361605.1	lcl|NZ_AFLZ02000025.1_cds_WP_000184527.1_1410	28.191	188	597
WP_000361605.1	lcl|NZ_AFLZ02000006.1_cds_WP_000047473.1_3293	26.977	215	597
WP_000361605.1	lcl|NZ_AFLZ02000024.1_cds_WP_000052667.1_1942	26.201	229	597
WP_000361605.1	lcl|NZ_AFLZ02000005.1_cds_WP_000651460.1_3648	26.984	252	597
WP_000361605.1	lcl|NZ_AFLZ02000014.1_cds_WP_000603361.1_2776	25.000	228	597
WP_000361605.1	lcl|NZ_AFLZ02000037.1_cds_WP_000590871.1_647	24.651	215	597
WP_000361605.1	lcl|NZ_AFLZ02000024.1_cds_WP_001288326.1_2064	27.542	236	597
WP_000361605.1	lcl|NZ_AFLZ02000011.1_cds_WP_002079253.1_2961	27.309	249	597
WP_000361605.1	lcl|NZ_AFLZ02000011.1_cds_WP_002079253.1_2961	25.110	227	597
WP_000361605.1	lcl|NZ_AFLZ02000019.1_cds_WP_000598571.1_2550	26.244	221	597
WP_000361605.1	lcl|NZ_AFLZ02000005.1_cds_WP_000054169.1_3871	24.876	201	597
WP_000361605.1	lcl|NZ_AFLZ02000021.1_cds_WP_000136057.1_2355	28.000	225	597
WP_000361605.1	lcl|NZ_AFLZ02000021.1_cds_WP_000626143.1_2454	29.327	208	597
WP_000361605.1	lcl|NZ_AFLZ02000021.1_cds_WP_000626143.1_2454	24.719	178	597
WP_000361605.1	lcl|NZ_AFLZ02000024.1_cds_WP_025178406.1_2104	24.783	230	597
WP_000361605.1	lcl|NZ_AFLZ02000024.1_cds_WP_025178406.1_2104	23.431	239	597
WP_000361605.1	lcl|NZ_AFLZ02000021.1_cds_WP_000172203.1_2460	35.450	378	597
WP_000361605.1	lcl|NZ_AFLZ02000021.1_cds_WP_000667646.1_2417	32.832	399	597
WP_000361605.1	lcl|NZ_AFLZ02000024.1_cds_WP_000828456.1_1842	31.591	421	597
