WP_000340713.1	lcl|NZ_RQHR01000022.1_cds_WP_135573185.1_3326	94.186	86	106
WP_000412665.1	lcl|NZ_RQHR01000005.1_cds_WP_118954467.1_477	23.636	330	314
WP_000412665.1	lcl|NZ_RQHR01000019.1_cds_WP_135781012.1_1815	22.569	288	314
WP_000412665.1	lcl|NZ_RQHR01000015.1_cds_WP_118957901.1_3514	22.941	170	314
WP_000361605.1	lcl|NZ_RQHR01000005.1_cds_WP_167883320.1_28	35.792	366	597
WP_000361605.1	lcl|NZ_RQHR01000005.1_cds_WP_167732236.1_872	32.678	407	597
WP_000361605.1	lcl|NZ_RQHR01000005.1_cds_WP_135572717.1_388	31.829	421	597
WP_000361605.1	lcl|NZ_RQHR01000016.1_cds_WP_135780538.1_2665	32.510	243	597
WP_000361605.1	lcl|NZ_RQHR01000022.1_cds_WP_135781135.1_3230	28.033	239	597
WP_000361605.1	lcl|NZ_RQHR01000005.1_cds_WP_135574577.1_1206	32.389	247	597
WP_000361605.1	lcl|NZ_RQHR01000015.1_cds_WP_135780447.1_3525	29.327	208	597
WP_000361605.1	lcl|NZ_RQHR01000019.1_cds_WP_135780883.1_1603	29.386	228	597
WP_000361605.1	lcl|NZ_RQHR01000005.1_cds_WP_135779046.1_589	26.446	242	597
WP_000361605.1	lcl|NZ_RQHR01000026.1_cds_WP_135568791.1_3667	26.923	234	597
WP_000361605.1	lcl|NZ_RQHR01000003.1_cds_WP_135778579.1_3546	30.144	209	597
WP_000361605.1	lcl|NZ_RQHR01000012.1_cds_WP_135780313.1_2431	25.472	212	597
WP_000361605.1	lcl|NZ_RQHR01000019.1_cds_WP_135780859.1_1566	29.694	229	597
WP_000361605.1	lcl|NZ_RQHR01000005.1_cds_WP_135779074.1_626	28.340	247	597
WP_000361605.1	lcl|NZ_RQHR01000005.1_cds_WP_135778715.1_95	29.956	227	597
WP_000361605.1	lcl|NZ_RQHR01000026.1_cds_WP_118957668.1_3659	25.926	270	597
WP_000361605.1	lcl|NZ_RQHR01000019.1_cds_WP_167450780.1_1405	26.512	215	597
WP_000361605.1	lcl|NZ_RQHR01000010.1_cds_WP_135779736.1_1916	28.384	229	597
WP_000361605.1	lcl|NZ_RQHR01000001.1_cds_WP_118956272.1_3096	25.728	206	597
WP_000361605.1	lcl|NZ_RQHR01000003.1_cds_WP_135572229.1_3588	29.016	193	597
WP_000361605.1	lcl|NZ_RQHR01000019.1_cds_WP_118956674.1_1547	25.893	224	597
WP_000361605.1	lcl|NZ_RQHR01000005.1_cds_WP_135779075.1_627	27.711	249	597
WP_000361605.1	lcl|NZ_RQHR01000005.1_cds_WP_118954085.1_52	28.390	236	597
WP_000361605.1	lcl|NZ_RQHR01000005.1_cds_WP_118954754.1_737	28.649	185	597
WP_000361605.1	lcl|NZ_RQHR01000005.1_cds_WP_135779120.1_688	26.126	222	597
WP_000361605.1	lcl|NZ_RQHR01000019.1_cds_WP_135780989.1_1774	24.506	253	597
WP_000361605.1	lcl|NZ_RQHR01000010.1_cds_WP_135779910.1_2029	26.908	249	597
WP_000361605.1	lcl|NZ_RQHR01000010.1_cds_WP_135779910.1_2029	25.339	221	597
WP_000361605.1	lcl|NZ_RQHR01000003.1_cds_WP_118965325.1_3591	24.390	205	597
WP_000361605.1	lcl|NZ_RQHR01000005.1_cds_WP_135778674.1_24	28.502	207	597
WP_000361605.1	lcl|NZ_RQHR01000005.1_cds_WP_135778674.1_24	23.118	186	597
WP_000361605.1	lcl|NZ_RQHR01000005.1_cds_WP_118954866.1_861	23.504	234	597
WP_000361605.1	lcl|NZ_RQHR01000005.1_cds_WP_118954866.1_861	51.429	35	597
WP_000361605.1	lcl|NZ_RQHR01000001.1_cds_WP_135778527.1_3079	23.762	202	597
WP_000361605.1	lcl|NZ_RQHR01000022.1_cds_WP_135781134.1_3229	27.397	146	597
