WP_000340713.1	lcl|NZ_JQQO01000158.1_cds_WP_000340715.1_3035	95.349	86	106
WP_000412665.1	lcl|NZ_JQQO01000158.1_cds_WP_000410273.1_3036	95.192	312	314
WP_000412665.1	lcl|NZ_JQQO01000088.1_cds_WP_000744695.1_1881	24.925	333	314
WP_000412665.1	lcl|NZ_JQQO01000158.1_cds_WP_000646255.1_3039	26.766	269	314
WP_000412665.1	lcl|NZ_JQQO01000021.1_cds_WP_000600891.1_568	26.425	193	314
WP_000412665.1	lcl|NZ_JQQO01000030.1_cds_WP_000649929.1_780	27.829	327	314
WP_000412665.1	lcl|NZ_JQQO01000141.1_cds_WP_000723081.1_2858	22.680	291	314
WP_000361605.1	lcl|NZ_JQQO01000003.1_cds_WP_000172209.1_76	35.450	378	597
WP_000361605.1	lcl|NZ_JQQO01000048.1_cds_WP_000667646.1_1067	32.832	399	597
WP_000361605.1	lcl|NZ_JQQO01000113.1_cds_WP_000828456.1_2406	31.591	421	597
WP_000361605.1	lcl|NZ_JQQO01000021.1_cds_WP_000834719.1_574	31.169	385	597
WP_000361605.1	lcl|NZ_JQQO01000025.1_cds_WP_000510772.1_650	28.372	215	597
WP_000361605.1	lcl|NZ_JQQO01000028.1_cds_WP_000619183.1_715	29.960	247	597
WP_000361605.1	lcl|NZ_JQQO01000191.1_cds_WP_001161019.1_3393	31.579	209	597
WP_000361605.1	lcl|NZ_JQQO01000085.1_cds_WP_001052496.1_1790	25.703	249	597
WP_000361605.1	lcl|NZ_JQQO01000003.1_cds_WP_002071818.1_90	30.131	229	597
WP_000361605.1	lcl|NZ_JQQO01000091.1_cds_WP_000433117.1_2008	28.947	228	597
WP_000361605.1	lcl|NZ_JQQO01000079.1_cds_WP_001982953.1_1658	24.779	226	597
WP_000361605.1	lcl|NZ_JQQO01000242.1_cds_WP_000666544.1_3709	28.205	234	597
WP_000361605.1	lcl|NZ_JQQO01000173.1_cds_WP_001141155.1_3218	31.364	220	597
WP_000361605.1	lcl|NZ_JQQO01000013.1_cds_WP_001089503.1_369	29.091	220	597
WP_000361605.1	lcl|NZ_JQQO01000028.1_cds_WP_000218834.1_716	29.388	245	597
WP_000361605.1	lcl|NZ_JQQO01000147.1_cds_WP_000184524.1_2922	27.979	193	597
WP_000361605.1	lcl|NZ_JQQO01000090.1_cds_WP_000047473.1_1966	26.977	215	597
