WP_000340713.1	lcl|NZ_JASEXJ010000013.1_cds_WP_004462903.1_2221	94.186	86	106
WP_000412665.1	lcl|NZ_JASEXJ010000013.1_cds_WP_004472299.1_2222	92.581	310	314
WP_000412665.1	lcl|NZ_JASEXJ010000002.1_cds_WP_004471108.1_308	25.767	326	314
WP_000412665.1	lcl|NZ_JASEXJ010000013.1_cds_WP_282967932.1_2225	26.394	269	314
WP_000412665.1	lcl|NZ_JASEXJ010000030.1_cds_WP_004465060.1_3069	23.549	293	314
WP_000412665.1	lcl|NZ_JASEXJ010000002.1_cds_WP_004487738.1_424	24.699	332	314
WP_000412665.1	lcl|NZ_JASEXJ010000041.1_cds_WP_282968181.1_3316	27.564	156	314
WP_000361605.1	lcl|NZ_JASEXJ010000025.1_cds_WP_004457781.1_2902	35.389	373	597
WP_000361605.1	lcl|NZ_JASEXJ010000027.1_cds_WP_004467560.1_3005	32.750	400	597
WP_000361605.1	lcl|NZ_JASEXJ010000003.1_cds_WP_282967674.1_1029	32.304	421	597
WP_000361605.1	lcl|NZ_JASEXJ010000041.1_cds_WP_282968183.1_3320	25.720	521	597
WP_000361605.1	lcl|NZ_JASEXJ010000012.1_cds_WP_004461439.1_2059	28.326	233	597
WP_000361605.1	lcl|NZ_JASEXJ010000001.1_cds_WP_004464005.1_195	32.057	209	597
WP_000361605.1	lcl|NZ_JASEXJ010000005.1_cds_WP_061205418.1_1388	30.233	215	597
WP_000361605.1	lcl|NZ_JASEXJ010000008.1_cds_WP_004466497.1_1745	26.786	224	597
WP_000361605.1	lcl|NZ_JASEXJ010000005.1_cds_WP_004460086.1_1421	28.340	247	597
WP_000361605.1	lcl|NZ_JASEXJ010000001.1_cds_WP_004464119.1_113	30.319	188	597
WP_000361605.1	lcl|NZ_JASEXJ010000002.1_cds_WP_004467557.1_378	31.507	219	597
WP_000361605.1	lcl|NZ_JASEXJ010000003.1_cds_WP_004467144.1_1058	25.417	240	597
WP_000361605.1	lcl|NZ_JASEXJ010000006.1_cds_WP_282964797.1_779	29.258	229	597
