WP_000340713.1	lcl|NZ_AHQM01000563.1_cds_WP_000340715.1_528	95.349	86	106
WP_000412665.1	lcl|NZ_AHQM01000563.1_cds_WP_000410273.1_527	95.192	312	314
WP_000412665.1	lcl|NZ_AHQM01000332.1_cds_WP_000744700.1_1586	24.925	333	314
WP_000412665.1	lcl|NZ_AHQM01000563.1_cds_WP_000646249.1_524	26.766	269	314
WP_000412665.1	lcl|NZ_AHQM01000021.1_cds_WP_000600886.1_4074	26.425	193	314
WP_000412665.1	lcl|NZ_AHQM01000581.1_cds_WP_000723090.1_377	22.680	291	314
WP_000361605.1	lcl|NZ_AHQM01000384.1_cds_WP_000172203.1_1163	35.450	378	597
WP_000361605.1	lcl|NZ_AHQM01000140.1_cds_WP_000667646.1_3323	32.832	399	597
WP_000361605.1	lcl|NZ_AHQM01000135.1_cds_WP_000828459.1_3461	31.591	421	597
WP_000361605.1	lcl|NZ_AHQM01000021.1_cds_WP_000797356.1_4072	30.423	378	597
WP_000361605.1	lcl|NZ_AHQM01000378.1_cds_WP_000510774.1_1195	28.372	215	597
WP_000361605.1	lcl|NZ_AHQM01000343.1_cds_WP_001161017.1_1490	31.579	209	597
WP_000361605.1	lcl|NZ_AHQM01000392.1_cds_WP_001052495.1_1099	25.301	249	597
WP_000361605.1	lcl|NZ_AHQM01000200.1_cds_WP_000619178.1_2511	29.555	247	597
WP_000361605.1	lcl|NZ_AHQM01000176.1_cds_WP_002071818.1_2718	30.131	229	597
WP_000361605.1	lcl|NZ_AHQM01000556.1_cds_WP_000433117.1_601	28.947	228	597
WP_000361605.1	lcl|NZ_AHQM01000144.1_cds_WP_001982953.1_3231	24.779	226	597
WP_000361605.1	lcl|NZ_AHQM01000181.1_cds_WP_001141163.1_2662	30.909	220	597
WP_000361605.1	lcl|NZ_AHQM01000349.1_cds_WP_000666552.1_1451	27.778	234	597
WP_000361605.1	lcl|NZ_AHQM01000200.1_cds_WP_000218832.1_2512	28.980	245	597
WP_000361605.1	lcl|NZ_AHQM01000299.1_cds_WP_001089498.1_2017	29.091	220	597
WP_000361605.1	lcl|NZ_AHQM01000413.1_cds_WP_000184527.1_969	28.191	188	597
WP_000361605.1	lcl|NZ_AHQM01000048.1_cds_WP_000047473.1_3811	26.977	215	597
WP_000361605.1	lcl|NZ_AHQM01000368.1_cds_WP_000052667.1_1279	26.201	229	597
WP_000361605.1	lcl|NZ_AHQM01000238.1_cds_WP_000651461.1_2215	26.984	252	597
WP_000361605.1	lcl|NZ_AHQM01000136.1_cds_WP_000603361.1_3414	25.000	228	597
WP_000361605.1	lcl|NZ_AHQM01000373.1_cds_WP_000590871.1_1228	24.651	215	597
WP_000361605.1	lcl|NZ_AHQM01000023.1_cds_WP_001288326.1_4061	27.542	236	597
WP_000361605.1	lcl|NZ_AHQM01000030.1_cds_WP_001049211.1_3963	27.309	249	597
WP_000361605.1	lcl|NZ_AHQM01000030.1_cds_WP_001049211.1_3963	24.891	229	597
WP_000361605.1	lcl|NZ_AHQM01000582.1_cds_WP_000598571.1_359	26.244	221	597
WP_000361605.1	lcl|NZ_AHQM01000301.1_cds_WP_000054169.1_1959	24.876	201	597
WP_000361605.1	lcl|NZ_AHQM01000340.1_cds_WP_000136057.1_1517	28.000	225	597
WP_000361605.1	lcl|NZ_AHQM01000439.1_cds_WP_000626143.1_805	29.327	208	597
WP_000361605.1	lcl|NZ_AHQM01000439.1_cds_WP_000626143.1_805	24.719	178	597
WP_000361605.1	lcl|NZ_AHQM01000173.1_cds_WP_000481719.1_2756	24.783	230	597
WP_000361605.1	lcl|NZ_AHQM01000173.1_cds_WP_000481719.1_2756	23.431	239	597
WP_000361605.1	lcl|NZ_AHQM01000384.1_cds_WP_000172203.1_1163	35.450	378	597
WP_000361605.1	lcl|NZ_AHQM01000140.1_cds_WP_000667646.1_3323	32.832	399	597
WP_000361605.1	lcl|NZ_AHQM01000135.1_cds_WP_000828459.1_3461	31.591	421	597
WP_000361605.1	lcl|NZ_AHQM01000021.1_cds_WP_000797356.1_4072	30.423	378	597
WP_000361605.1	lcl|NZ_AHQM01000378.1_cds_WP_000510774.1_1195	28.372	215	597
WP_000361605.1	lcl|NZ_AHQM01000343.1_cds_WP_001161017.1_1490	31.579	209	597
WP_000361605.1	lcl|NZ_AHQM01000392.1_cds_WP_001052495.1_1099	25.301	249	597
WP_000361605.1	lcl|NZ_AHQM01000200.1_cds_WP_000619178.1_2511	29.555	247	597
WP_000361605.1	lcl|NZ_AHQM01000176.1_cds_WP_002071818.1_2718	30.131	229	597
WP_000361605.1	lcl|NZ_AHQM01000556.1_cds_WP_000433117.1_601	28.947	228	597
WP_000361605.1	lcl|NZ_AHQM01000144.1_cds_WP_001982953.1_3231	24.779	226	597
WP_000361605.1	lcl|NZ_AHQM01000181.1_cds_WP_001141163.1_2662	30.909	220	597
