WP_000340713.1	lcl|NZ_NPDO01000001.1_cds_WP_040913380.1_295	94.186	86	106
WP_000412665.1	lcl|NZ_NPDO01000001.1_cds_WP_100736432.1_294	89.809	314	314
WP_000412665.1	lcl|NZ_NPDO01000006.1_cds_WP_100737763.1_3372	25.382	327	314
WP_000412665.1	lcl|NZ_NPDO01000001.1_cds_WP_100736420.1_281	23.693	287	314
WP_000412665.1	lcl|NZ_NPDO01000001.1_cds_WP_100736389.1_232	23.214	336	314
WP_000412665.1	lcl|NZ_NPDO01000003.1_cds_WP_010576029.1_2515	21.765	170	314
WP_000361605.1	lcl|NZ_NPDO01000001.1_cds_WP_100736431.1_293	52.850	579	597
WP_000361605.1	lcl|NZ_NPDO01000003.1_cds_WP_165783718.1_2457	41.667	264	597
WP_000361605.1	lcl|NZ_NPDO01000005.1_cds_WP_010573481.1_3187	32.924	407	597
WP_000361605.1	lcl|NZ_NPDO01000006.1_cds_WP_100737813.1_3462	31.591	421	597
WP_000361605.1	lcl|NZ_NPDO01000001.1_cds_WP_100736648.1_733	34.419	215	597
WP_000361605.1	lcl|NZ_NPDO01000001.1_cds_WP_020986459.1_404	27.897	233	597
WP_000361605.1	lcl|NZ_NPDO01000006.1_cds_WP_010573207.1_3262	27.165	254	597
WP_000361605.1	lcl|NZ_NPDO01000003.1_cds_WP_100737282.1_2504	27.404	208	597
WP_000361605.1	lcl|NZ_NPDO01000013.1_cds_WP_100738648.1_1196	28.512	242	597
WP_000361605.1	lcl|NZ_NPDO01000007.1_cds_WP_010573241.1_3551	30.876	217	597
WP_000361605.1	lcl|NZ_NPDO01000003.1_cds_WP_100737134.1_2391	29.870	231	597
WP_000361605.1	lcl|NZ_NPDO01000002.1_cds_WP_040913226.1_2093	31.053	190	597
WP_000361605.1	lcl|NZ_NPDO01000010.1_cds_WP_100738237.1_756	26.496	234	597
WP_000361605.1	lcl|NZ_NPDO01000010.1_cds_WP_010575834.1_746	24.609	256	597
WP_000361605.1	lcl|NZ_NPDO01000001.1_cds_WP_100736278.1_25	28.452	239	597
WP_000361605.1	lcl|NZ_NPDO01000007.1_cds_WP_100737878.1_3552	29.583	240	597
WP_000361605.1	lcl|NZ_NPDO01000009.1_cds_WP_010574783.1_4113	27.778	216	597
WP_000361605.1	lcl|NZ_NPDO01000009.1_cds_WP_100738118.1_3956	28.514	249	597
WP_000361605.1	lcl|NZ_NPDO01000008.1_cds_WP_100738091.1_3933	31.325	249	597
WP_000361605.1	lcl|NZ_NPDO01000009.1_cds_WP_010574907.1_3975	28.125	224	597
WP_000361605.1	lcl|NZ_NPDO01000002.1_cds_WP_100736947.1_2054	28.643	199	597
WP_000361605.1	lcl|NZ_NPDO01000002.1_cds_WP_100736735.1_1695	26.852	216	597
WP_000361605.1	lcl|NZ_NPDO01000003.1_cds_WP_020985907.1_2434	29.237	236	597
WP_000361605.1	lcl|NZ_NPDO01000007.1_cds_WP_010573345.1_3661	28.079	203	597
WP_000361605.1	lcl|NZ_NPDO01000008.1_cds_WP_100737996.1_3744	23.077	208	597
WP_000361605.1	lcl|NZ_NPDO01000002.1_cds_WP_100736801.1_1803	26.275	255	597
WP_000361605.1	lcl|NZ_NPDO01000002.1_cds_WP_100736801.1_1803	25.664	226	597
WP_000361605.1	lcl|NZ_NPDO01000007.1_cds_WP_010573296.1_3613	25.551	227	597
WP_000361605.1	lcl|NZ_NPDO01000005.1_cds_WP_010573471.1_3199	26.957	230	597
WP_000361605.1	lcl|NZ_NPDO01000001.1_cds_WP_010575135.1_190	24.096	249	597
WP_000361605.1	lcl|NZ_NPDO01000002.1_cds_WP_100736942.1_2047	23.697	211	597
WP_000361605.1	lcl|NZ_NPDO01000001.1_cds_WP_020985890.1_405	22.404	183	597
WP_000361605.1	lcl|NZ_NPDO01000011.1_cds_WP_100738349.1_937	23.267	202	597
