WP_000340713.1	lcl|NZ_ANNL01000057.1_cds_WP_000340715.1_1587	95.349	86	106
WP_000412665.1	lcl|NZ_ANNL01000057.1_cds_WP_000712241.1_1586	94.872	312	314
WP_000412665.1	lcl|NZ_ANNL01000055.1_cds_WP_000744700.1_1421	24.925	333	314
WP_000412665.1	lcl|NZ_ANNL01000057.1_cds_WP_000646240.1_1583	26.394	269	314
WP_000412665.1	lcl|NZ_ANNL01000057.1_cds_WP_000723084.1_1516	23.024	291	314
WP_000361605.1	lcl|NZ_ANNL01000057.1_cds_WP_010679523.1_1564	52.027	592	597
WP_000361605.1	lcl|NZ_ANNL01000123.1_cds_WP_000172207.1_3476	35.200	375	597
WP_000361605.1	lcl|NZ_ANNL01000074.1_cds_WP_000667645.1_2055	33.083	399	597
WP_000361605.1	lcl|NZ_ANNL01000023.1_cds_WP_000828450.1_591	31.591	421	597
WP_000361605.1	lcl|NZ_ANNL01000108.1_cds_WP_000510774.1_3047	28.372	215	597
WP_000361605.1	lcl|NZ_ANNL01000111.1_cds_WP_020783383.1_3109	29.960	247	597
WP_000361605.1	lcl|NZ_ANNL01000115.1_cds_WP_001161019.1_3230	31.579	209	597
WP_000361605.1	lcl|NZ_ANNL01000091.1_cds_WP_010679111.1_2581	25.301	249	597
WP_000361605.1	lcl|NZ_ANNL01000064.1_cds_WP_000942281.1_1896	30.568	229	597
WP_000361605.1	lcl|NZ_ANNL01000118.1_cds_WP_000433116.1_3392	28.947	228	597
WP_000361605.1	lcl|NZ_ANNL01000136.1_cds_WP_001141164.1_3782	31.532	222	597
WP_000361605.1	lcl|NZ_ANNL01000040.1_cds_WP_001982953.1_1051	24.779	226	597
WP_000361605.1	lcl|NZ_ANNL01000111.1_cds_WP_000218838.1_3108	28.980	245	597
WP_000361605.1	lcl|NZ_ANNL01000118.1_cds_WP_000666552.1_3339	27.778	234	597
WP_000361605.1	lcl|NZ_ANNL01000118.1_cds_WP_001089499.1_3360	29.091	220	597
WP_000361605.1	lcl|NZ_ANNL01000014.1_cds_WP_000184523.1_382	27.979	193	597
WP_000361605.1	lcl|NZ_ANNL01000060.1_cds_WP_000047473.1_1635	26.977	215	597
WP_000361605.1	lcl|NZ_ANNL01000009.1_cds_WP_000052667.1_253	26.201	229	597
WP_000361605.1	lcl|NZ_ANNL01000075.1_cds_WP_000603361.1_2094	25.000	228	597
WP_000361605.1	lcl|NZ_ANNL01000057.1_cds_WP_010679508.1_1474	26.984	252	597
WP_000361605.1	lcl|NZ_ANNL01000018.1_cds_WP_000590871.1_479	24.651	215	597
WP_000361605.1	lcl|NZ_ANNL01000030.1_cds_WP_001288325.1_831	27.542	236	597
WP_000361605.1	lcl|NZ_ANNL01000076.1_cds_WP_010679218.1_2131	27.309	249	597
WP_000361605.1	lcl|NZ_ANNL01000076.1_cds_WP_010679218.1_2131	25.328	229	597
WP_000361605.1	lcl|NZ_ANNL01000002.1_cds_WP_000598571.1_27	26.244	221	597
WP_000361605.1	lcl|NZ_ANNL01000122.1_cds_WP_000054171.1_3460	24.876	201	597
WP_000361605.1	lcl|NZ_ANNL01000119.1_cds_WP_000136057.1_3421	28.000	225	597
WP_000361605.1	lcl|NZ_ANNL01000123.1_cds_WP_000626137.1_3470	29.327	208	597
WP_000361605.1	lcl|NZ_ANNL01000123.1_cds_WP_000626137.1_3470	24.719	178	597
WP_000361605.1	lcl|NZ_ANNL01000132.1_cds_WP_010679004.1_3664	24.783	230	597
WP_000361605.1	lcl|NZ_ANNL01000132.1_cds_WP_010679004.1_3664	23.431	239	597
WP_000361605.1	lcl|NZ_ANNL01000103.1_cds_WP_010679004.1_2926	24.783	230	597
WP_000361605.1	lcl|NZ_ANNL01000103.1_cds_WP_010679004.1_2926	23.431	239	597
WP_000361605.1	lcl|NZ_ANNL01000082.1_cds_WP_010679004.1_2336	24.783	230	597
WP_000361605.1	lcl|NZ_ANNL01000082.1_cds_WP_010679004.1_2336	23.431	239	597
WP_000361605.1	lcl|NZ_ANNL01000020.1_cds_WP_010679004.1_498	24.783	230	597
WP_000361605.1	lcl|NZ_ANNL01000020.1_cds_WP_010679004.1_498	23.431	239	597
WP_000361605.1	lcl|NZ_ANNL01000057.1_cds_WP_010679523.1_1564	52.027	592	597
WP_000361605.1	lcl|NZ_ANNL01000123.1_cds_WP_000172207.1_3476	35.200	375	597
WP_000361605.1	lcl|NZ_ANNL01000074.1_cds_WP_000667645.1_2055	33.083	399	597
WP_000361605.1	lcl|NZ_ANNL01000023.1_cds_WP_000828450.1_591	31.591	421	597
WP_000361605.1	lcl|NZ_ANNL01000108.1_cds_WP_000510774.1_3047	28.372	215	597
