WP_000340713.1	lcl|NZ_ANII01000158.1_cds_WP_004753574.1_3481	98.837	86	106
WP_000412665.1	lcl|NZ_ANII01000158.1_cds_WP_004755091.1_3482	96.795	312	314
WP_000412665.1	lcl|NZ_ANII01000019.1_cds_WP_004753565.1_310	24.925	333	314
WP_000412665.1	lcl|NZ_ANII01000158.1_cds_WP_004755430.1_3485	25.157	318	314
WP_000412665.1	lcl|NZ_ANII01000092.1_cds_WP_004755262.1_2116	22.887	284	314
WP_000361605.1	lcl|NZ_ANII01000092.1_cds_WP_004754165.1_2165	52.961	591	597
WP_000361605.1	lcl|NZ_ANII01000063.1_cds_WP_004754744.1_1623	35.185	378	597
WP_000361605.1	lcl|NZ_ANII01000143.1_cds_WP_004752998.1_3203	32.178	404	597
WP_000361605.1	lcl|NZ_ANII01000080.1_cds_LEP1GSC176_RS01000000123690_1872	38.136	236	597
WP_000361605.1	lcl|NZ_ANII01000156.1_cds_WP_020767851.1_3470	27.907	215	597
WP_000361605.1	lcl|NZ_ANII01000102.1_cds_WP_004751633.1_2316	29.600	250	597
WP_000361605.1	lcl|NZ_ANII01000021.1_cds_WP_004759288.1_453	32.057	209	597
WP_000361605.1	lcl|NZ_ANII01000037.1_cds_WP_004754327.1_969	30.736	231	597
WP_000361605.1	lcl|NZ_ANII01000040.1_cds_WP_004754759.1_983	25.207	242	597
WP_000361605.1	lcl|NZ_ANII01000161.1_cds_WP_004752581.1_3524	29.386	228	597
WP_000361605.1	lcl|NZ_ANII01000105.1_cds_WP_004753899.1_2378	30.052	193	597
WP_000361605.1	lcl|NZ_ANII01000102.1_cds_WP_020767682.1_2315	27.126	247	597
WP_000361605.1	lcl|NZ_ANII01000144.1_cds_WP_004752322.1_3286	29.091	220	597
WP_000361605.1	lcl|NZ_ANII01000056.1_cds_WP_004752570.1_1366	27.778	234	597
WP_000361605.1	lcl|NZ_ANII01000061.1_cds_WP_004755898.1_1554	24.413	213	597
WP_000361605.1	lcl|NZ_ANII01000143.1_cds_WP_004753339.1_3247	30.909	220	597
WP_000361605.1	lcl|NZ_ANII01000036.1_cds_WP_004753839.1_912	23.276	232	597
WP_000361605.1	lcl|NZ_ANII01000030.1_cds_WP_016749953.1_664	26.512	215	597
WP_000361605.1	lcl|NZ_ANII01000069.1_cds_WP_004751574.1_1720	27.542	236	597
WP_000361605.1	lcl|NZ_ANII01000059.1_cds_WP_004754310.1_1483	25.764	229	597
WP_000361605.1	lcl|NZ_ANII01000111.1_cds_WP_004753756.1_2453	24.506	253	597
WP_000361605.1	lcl|NZ_ANII01000113.1_cds_WP_004755856.1_2476	23.457	243	597
WP_000361605.1	lcl|NZ_ANII01000045.1_cds_WP_004752046.1_1080	26.908	249	597
WP_000361605.1	lcl|NZ_ANII01000045.1_cds_WP_004752046.1_1080	25.764	229	597
WP_000361605.1	lcl|NZ_ANII01000091.1_cds_WP_004755651.1_2085	26.244	221	597
WP_000361605.1	lcl|NZ_ANII01000057.1_cds_WP_004751431.1_1444	24.359	234	597
WP_000361605.1	lcl|NZ_ANII01000057.1_cds_WP_004751431.1_1444	23.013	239	597
WP_000361605.1	lcl|NZ_ANII01000083.1_cds_WP_004754099.1_1926	28.641	206	597
WP_000361605.1	lcl|NZ_ANII01000083.1_cds_WP_004754099.1_1926	24.719	178	597
WP_000361605.1	lcl|NZ_ANII01000027.1_cds_WP_004752989.1_599	27.556	225	597
WP_000361605.1	lcl|NZ_ANII01000036.1_cds_WP_004754862.1_928	23.423	222	597
WP_000361605.1	lcl|NZ_ANII01000092.1_cds_WP_004754165.1_2165	52.961	591	597
WP_000361605.1	lcl|NZ_ANII01000063.1_cds_WP_004754744.1_1623	35.185	378	597
WP_000361605.1	lcl|NZ_ANII01000143.1_cds_WP_004752998.1_3203	32.178	404	597
WP_000361605.1	lcl|NZ_ANII01000080.1_cds_LEP1GSC176_RS01000000123690_1872	38.136	236	597
WP_000361605.1	lcl|NZ_ANII01000156.1_cds_WP_020767851.1_3470	27.907	215	597
WP_000361605.1	lcl|NZ_ANII01000102.1_cds_WP_004751633.1_2316	29.600	250	597
WP_000361605.1	lcl|NZ_ANII01000021.1_cds_WP_004759288.1_453	32.057	209	597
WP_000361605.1	lcl|NZ_ANII01000037.1_cds_WP_004754327.1_969	30.736	231	597
WP_000361605.1	lcl|NZ_ANII01000040.1_cds_WP_004754759.1_983	25.207	242	597
WP_000361605.1	lcl|NZ_ANII01000161.1_cds_WP_004752581.1_3524	29.386	228	597
WP_000361605.1	lcl|NZ_ANII01000105.1_cds_WP_004753899.1_2378	30.052	193	597
WP_000361605.1	lcl|NZ_ANII01000102.1_cds_WP_020767682.1_2315	27.126	247	597
WP_000361605.1	lcl|NZ_ANII01000144.1_cds_WP_004752322.1_3286	29.091	220	597
WP_000361605.1	lcl|NZ_ANII01000056.1_cds_WP_004752570.1_1366	27.778	234	597
WP_000361605.1	lcl|NZ_ANII01000061.1_cds_WP_004755898.1_1554	24.413	213	597
WP_000361605.1	lcl|NZ_ANII01000143.1_cds_WP_004753339.1_3247	30.909	220	597
WP_000361605.1	lcl|NZ_ANII01000036.1_cds_WP_004753839.1_912	23.276	232	597
WP_000361605.1	lcl|NZ_ANII01000030.1_cds_WP_016749953.1_664	26.512	215	597
WP_000361605.1	lcl|NZ_ANII01000069.1_cds_WP_004751574.1_1720	27.542	236	597
WP_000361605.1	lcl|NZ_ANII01000059.1_cds_WP_004754310.1_1483	25.764	229	597
WP_000361605.1	lcl|NZ_ANII01000111.1_cds_WP_004753756.1_2453	24.506	253	597
WP_000361605.1	lcl|NZ_ANII01000113.1_cds_WP_004755856.1_2476	23.457	243	597
WP_000361605.1	lcl|NZ_ANII01000045.1_cds_WP_004752046.1_1080	26.908	249	597
WP_000361605.1	lcl|NZ_ANII01000045.1_cds_WP_004752046.1_1080	25.764	229	597
WP_000361605.1	lcl|NZ_ANII01000091.1_cds_WP_004755651.1_2085	26.244	221	597
WP_000361605.1	lcl|NZ_ANII01000057.1_cds_WP_004751431.1_1444	24.359	234	597
WP_000361605.1	lcl|NZ_ANII01000057.1_cds_WP_004751431.1_1444	23.013	239	597
WP_000361605.1	lcl|NZ_ANII01000083.1_cds_WP_004754099.1_1926	28.641	206	597
WP_000361605.1	lcl|NZ_ANII01000083.1_cds_WP_004754099.1_1926	24.719	178	597
WP_000361605.1	lcl|NZ_ANII01000027.1_cds_WP_004752989.1_599	27.556	225	597
WP_000361605.1	lcl|NZ_ANII01000036.1_cds_WP_004754862.1_928	23.423	222	597
WP_000699347.1	lcl|NZ_ANII01000158.1_cds_WP_004755430.1_3485	30.659	349	350
WP_000699347.1	lcl|NZ_ANII01000092.1_cds_WP_004755262.1_2116	25.000	356	350
WP_000699347.1	lcl|NZ_ANII01000019.1_cds_WP_004753565.1_310	24.859	354	350
WP_000699347.1	lcl|NZ_ANII01000014.1_cds_WP_004751543.1_162	26.070	257	350
WP_000699347.1	lcl|NZ_ANII01000158.1_cds_WP_004755091.1_3482	24.437	311	350
WP_000699347.1	lcl|NZ_ANII01000115.1_cds_WP_004755135.1_2486	25.325	308	350
WP_000699347.1	lcl|NZ_ANII01000158.1_cds_WP_004755319.1_3488	24.609	256	350
WP_000699347.1	lcl|NZ_ANII01000014.1_cds_WP_004751412.1_173	25.882	255	350
WP_000699347.1	lcl|NZ_ANII01000086.1_cds_WP_004755140.1_2024	24.490	196	350
WP_000699347.1	lcl|NZ_ANII01000030.1_cds_WP_020767411.1_730	25.000	256	350
WP_000275582.1	lcl|NZ_ANII01000045.1_cds_WP_020767472.1_1113	37.091	275	349
WP_000275582.1	lcl|NZ_ANII01000092.1_cds_WP_004754396.1_2155	28.743	334	349
WP_000275582.1	lcl|NZ_ANII01000092.1_cds_WP_020767655.1_2161	29.032	341	349
WP_000275582.1	lcl|NZ_ANII01000045.1_cds_WP_020767472.1_1113	37.091	275	349
WP_000275582.1	lcl|NZ_ANII01000092.1_cds_WP_004754396.1_2155	28.743	334	349
WP_000275582.1	lcl|NZ_ANII01000092.1_cds_WP_020767655.1_2161	29.032	341	349
WP_000808025.1	lcl|NZ_ANII01000092.1_cds_WP_004755309.1_2121	32.231	121	441
WP_000208484.1	lcl|NZ_ANII01000018.1_cds_WP_004756071.1_276	27.068	266	323
WP_000208484.1	lcl|NZ_ANII01000156.1_cds_WP_004750331.1_3444	22.901	262	323
WP_000208484.1	lcl|NZ_ANII01000018.1_cds_WP_004756071.1_276	27.068	266	323
WP_000208484.1	lcl|NZ_ANII01000156.1_cds_WP_004750331.1_3444	22.901	262	323
WP_000615098.1	lcl|NZ_ANII01000019.1_cds_WP_004755433.1_338	24.896	241	340
WP_000615098.1	lcl|NZ_ANII01000140.1_cds_WP_004753442.1_3132	23.116	199	340
WP_000615098.1	lcl|NZ_ANII01000060.1_cds_WP_004759313.1_1545	21.862	247	340
WP_000723077.1	lcl|NZ_ANII01000158.1_cds_WP_004755430.1_3485	31.457	302	332
WP_000723077.1	lcl|NZ_ANII01000115.1_cds_WP_004755135.1_2486	28.803	309	332
WP_000723077.1	lcl|NZ_ANII01000092.1_cds_WP_004755262.1_2116	29.305	331	332
WP_000723077.1	lcl|NZ_ANII01000019.1_cds_WP_004753565.1_310	29.179	329	332
WP_000723077.1	lcl|NZ_ANII01000014.1_cds_WP_004751412.1_173	26.852	324	332
WP_000723077.1	lcl|NZ_ANII01000014.1_cds_WP_004751543.1_162	26.115	314	332
WP_000723077.1	lcl|NZ_ANII01000158.1_cds_WP_004755319.1_3488	25.362	276	332
WP_000723077.1	lcl|NZ_ANII01000092.1_cds_WP_002733698.1_2133	27.341	267	332
WP_000723077.1	lcl|NZ_ANII01000158.1_cds_WP_004755091.1_3482	21.014	276	332
WP_000723077.1	lcl|NZ_ANII01000092.1_cds_WP_004777131.1_2164	25.000	204	332
WP_000723077.1	lcl|NZ_ANII01000086.1_cds_WP_004755140.1_2024	25.824	182	332
WP_000723077.1	lcl|NZ_ANII01000063.1_cds_WP_004755281.1_1605	26.378	254	332
WP_001054317.1	lcl|NZ_ANII01000092.1_cds_WP_004754985.1_2163	30.471	361	392
WP_001054317.1	lcl|NZ_ANII01000103.1_cds_WP_004754030.1_2337	31.561	301	392
WP_001054317.1	lcl|NZ_ANII01000158.1_cds_WP_004754883.1_3489	27.042	355	392
WP_001054317.1	lcl|NZ_ANII01000092.1_cds_WP_004753906.1_2122	28.916	249	392
WP_001054317.1	lcl|NZ_ANII01000158.1_cds_WP_004753525.1_3490	26.923	338	392
WP_001054317.1	lcl|NZ_ANII01000027.1_cds_WP_004752829.1_577	28.679	265	392
WP_001054317.1	lcl|NZ_ANII01000123.1_cds_WP_004771239.1_2671	23.127	307	392
WP_000656817.1	lcl|NZ_ANII01000006.1_cds_WP_004755537.1_77	29.907	107	206
WP_000656817.1	lcl|NZ_ANII01000018.1_cds_WP_004755976.1_292	25.385	130	206
WP_000656817.1	lcl|NZ_ANII01000018.1_cds_WP_004755976.1_292	29.915	117	206
WP_000656817.1	lcl|NZ_ANII01000014.1_cds_WP_004751623.1_163	26.496	117	206
WP_000853941.1	lcl|NZ_ANII01000092.1_cds_WP_004754396.1_2155	37.462	331	334
WP_000853941.1	lcl|NZ_ANII01000045.1_cds_WP_020767472.1_1113	36.000	300	334
WP_000853941.1	lcl|NZ_ANII01000092.1_cds_WP_020767655.1_2161	33.123	317	334
WP_000853941.1	lcl|NZ_ANII01000092.1_cds_WP_004754396.1_2155	37.462	331	334
WP_000853941.1	lcl|NZ_ANII01000045.1_cds_WP_020767472.1_1113	36.000	300	334
WP_000853941.1	lcl|NZ_ANII01000092.1_cds_WP_020767655.1_2161	33.123	317	334
WP_000824284.1	lcl|NZ_ANII01000092.1_cds_WP_020767649.1_2131	25.694	144	386
WP_000432841.1	lcl|NZ_ANII01000158.1_cds_WP_004754505.1_3486	30.472	233	349
WP_000432841.1	lcl|NZ_ANII01000092.1_cds_WP_004754191.1_2115	29.560	159	349
WP_000432841.1	lcl|NZ_ANII01000103.1_cds_WP_020767688.1_2343	25.431	232	349
WP_000432841.1	lcl|NZ_ANII01000135.1_cds_WP_004751900.1_3041	29.134	127	349
WP_000432841.1	lcl|NZ_ANII01000092.1_cds_WP_004755403.1_2150	23.148	108	349
WP_000432841.1	lcl|NZ_ANII01000158.1_cds_WP_004754505.1_3486	30.472	233	349
WP_000432841.1	lcl|NZ_ANII01000092.1_cds_WP_004754191.1_2115	29.560	159	349
WP_000432841.1	lcl|NZ_ANII01000103.1_cds_WP_020767688.1_2343	25.431	232	349
WP_000432841.1	lcl|NZ_ANII01000135.1_cds_WP_004751900.1_3041	29.134	127	349
WP_000432841.1	lcl|NZ_ANII01000092.1_cds_WP_004755403.1_2150	23.148	108	349
WP_000125000.1	lcl|NZ_ANII01000150.1_cds_WP_020767833.1_3351	45.161	248	256
WP_000125000.1	lcl|NZ_ANII01000019.1_cds_WP_004753486.1_374	28.922	204	256
WP_000950837.1	lcl|NZ_ANII01000019.1_cds_WP_004754987.1_373	34.112	214	215
WP_000770298.1	lcl|NZ_ANII01000027.1_cds_WP_004753115.1_593	26.016	123	229
WP_000048849.1	lcl|NZ_ANII01000092.1_cds_WP_002733698.1_2133	40.294	340	333
WP_000048849.1	lcl|NZ_ANII01000046.1_cds_WP_004750263.1_1170	32.692	260	333
WP_000048849.1	lcl|NZ_ANII01000158.1_cds_WP_004755319.1_3488	30.469	128	333
WP_000048849.1	lcl|NZ_ANII01000158.1_cds_WP_004755430.1_3485	24.797	246	333
WP_000048849.1	lcl|NZ_ANII01000019.1_cds_WP_004753565.1_310	23.134	134	333
WP_000048849.1	lcl|NZ_ANII01000026.1_cds_WP_004754991.1_553	37.931	58	333
WP_061230225.1	lcl|NZ_ANII01000037.1_cds_WP_004755369.1_962	28.017	232	363
WP_061230225.1	lcl|NZ_ANII01000060.1_cds_WP_004750866.1_1533	35.000	60	363
WP_061230225.1	lcl|NZ_ANII01000037.1_cds_WP_004755369.1_962	28.017	232	363
WP_061230225.1	lcl|NZ_ANII01000060.1_cds_WP_004750866.1_1533	35.000	60	363
WP_002102578.1	lcl|NZ_ANII01000092.1_cds_WP_025182900.1_2146	31.210	157	162
WP_002102578.1	lcl|NZ_ANII01000111.1_cds_WP_004753596.1_2449	32.520	123	162
WP_002102578.1	lcl|NZ_ANII01000019.1_cds_WP_004753713.1_320	43.182	44	162
WP_002102578.1	lcl|NZ_ANII01000018.1_cds_WP_004755976.1_292	26.562	128	162
WP_002102582.1	lcl|NZ_ANII01000092.1_cds_WP_004753906.1_2122	41.390	331	366
WP_002102582.1	lcl|NZ_ANII01000158.1_cds_WP_004753525.1_3490	37.047	359	366
WP_002102582.1	lcl|NZ_ANII01000158.1_cds_WP_004754883.1_3489	37.255	357	366
WP_002102582.1	lcl|NZ_ANII01000027.1_cds_WP_004752829.1_577	34.066	364	366
WP_002102582.1	lcl|NZ_ANII01000092.1_cds_WP_004754985.1_2163	30.933	375	366
WP_002102582.1	lcl|NZ_ANII01000103.1_cds_WP_004754030.1_2337	31.579	380	366
WP_002102582.1	lcl|NZ_ANII01000123.1_cds_WP_004771239.1_2671	26.163	344	366
WP_002102582.1	lcl|NZ_ANII01000056.1_cds_WP_004752627.1_1380	38.182	55	366
WP_000623348.1	lcl|NZ_ANII01000092.1_cds_WP_004754985.1_2163	26.142	394	347
WP_000623348.1	lcl|NZ_ANII01000103.1_cds_WP_004754030.1_2337	23.280	378	347
WP_000623348.1	lcl|NZ_ANII01000123.1_cds_WP_004771239.1_2671	22.029	345	347
WP_000623348.1	lcl|NZ_ANII01000092.1_cds_WP_004753906.1_2122	24.058	345	347
WP_002102576.1	lcl|NZ_ANII01000030.1_cds_WP_004751714.1_672	34.437	151	257
WP_002102576.1	lcl|NZ_ANII01000135.1_cds_WP_004752682.1_2989	36.364	77	257
WP_002102576.1	lcl|NZ_ANII01000030.1_cds_WP_004751714.1_672	34.437	151	257
WP_002102576.1	lcl|NZ_ANII01000135.1_cds_WP_004752682.1_2989	36.364	77	257
WP_002102584.1	lcl|NZ_ANII01000016.1_cds_WP_004750398.1_246	31.494	308	311
