WP_000340713.1	lcl|NZ_ANNW01000072.1_cds_WP_004462903.1_2144	94.186	86	106
WP_000412665.1	lcl|NZ_ANNW01000072.1_cds_WP_004472299.1_2145	92.581	310	314
WP_000412665.1	lcl|NZ_ANNW01000049.1_cds_WP_004461583.1_1308	25.460	326	314
WP_000412665.1	lcl|NZ_ANNW01000072.1_cds_WP_004479538.1_2148	26.394	269	314
WP_000412665.1	lcl|NZ_ANNW01000061.1_cds_WP_004476514.1_1844	23.549	293	314
WP_000412665.1	lcl|NZ_ANNW01000083.1_cds_WP_004480590.1_2697	24.699	332	314
WP_000412665.1	lcl|NZ_ANNW01000076.1_cds_WP_004468319.1_2412	22.353	170	314
WP_000361605.1	lcl|NZ_ANNW01000035.1_cds_WP_020783619.1_885	53.469	591	597
WP_000361605.1	lcl|NZ_ANNW01000107.1_cds_WP_004457781.1_3357	35.389	373	597
WP_000361605.1	lcl|NZ_ANNW01000016.1_cds_WP_017863782.1_235	32.346	405	597
WP_000361605.1	lcl|NZ_ANNW01000049.1_cds_WP_004459265.1_1511	32.304	421	597
WP_000361605.1	lcl|NZ_ANNW01000092.1_cds_WP_004461439.1_2871	28.326	233	597
WP_000361605.1	lcl|NZ_ANNW01000026.1_cds_WP_004457911.1_707	32.057	209	597
WP_000361605.1	lcl|NZ_ANNW01000049.1_cds_WP_004473839.1_1429	25.833	240	597
WP_000361605.1	lcl|NZ_ANNW01000031.1_cds_WP_004469508.1_837	31.963	219	597
WP_000361605.1	lcl|NZ_ANNW01000073.1_cds_WP_004466497.1_2202	26.786	224	597
WP_000361605.1	lcl|NZ_ANNW01000020.1_cds_WP_004460145.1_347	30.233	215	597
WP_000361605.1	lcl|NZ_ANNW01000020.1_cds_WP_004481334.1_313	28.340	247	597
WP_000361605.1	lcl|NZ_ANNW01000080.1_cds_WP_004480212.1_2625	29.787	188	597
WP_000361605.1	lcl|NZ_ANNW01000090.1_cds_WP_004480113.1_2810	29.258	229	597
WP_000361605.1	lcl|NZ_ANNW01000092.1_cds_WP_004466161.1_2827	24.779	226	597
WP_000361605.1	lcl|NZ_ANNW01000047.1_cds_WP_004460645.1_1137	27.315	216	597
WP_000361605.1	lcl|NZ_ANNW01000020.1_cds_WP_004460182.1_366	27.778	216	597
WP_000361605.1	lcl|NZ_ANNW01000078.1_cds_WP_004461802.1_2515	23.438	256	597
WP_000361605.1	lcl|NZ_ANNW01000078.1_cds_WP_004461802.1_2515	26.752	157	597
WP_000361605.1	lcl|NZ_ANNW01000065.1_cds_WP_004466296.1_1980	27.234	235	597
WP_000361605.1	lcl|NZ_ANNW01000031.1_cds_WP_004458701.1_836	26.316	247	597
WP_000361605.1	lcl|NZ_ANNW01000083.1_cds_WP_004480430.1_2641	26.068	234	597
WP_000361605.1	lcl|NZ_ANNW01000055.1_cds_WP_004459763.1_1610	28.079	203	597
WP_000361605.1	lcl|NZ_ANNW01000079.1_cds_WP_020783928.1_2544	26.744	258	597
WP_000361605.1	lcl|NZ_ANNW01000079.1_cds_WP_020783928.1_2544	29.032	186	597
WP_000361605.1	lcl|NZ_ANNW01000038.1_cds_WP_004474610.1_938	26.562	256	597
WP_000361605.1	lcl|NZ_ANNW01000073.1_cds_WP_004480385.1_2182	29.545	220	597
WP_000361605.1	lcl|NZ_ANNW01000049.1_cds_WP_004469900.1_1527	26.364	220	597
WP_000361605.1	lcl|NZ_ANNW01000063.1_cds_WP_004474915.1_1866	22.727	220	597
WP_000361605.1	lcl|NZ_ANNW01000078.1_cds_WP_004461812.1_2506	28.444	225	597
WP_000361605.1	lcl|NZ_ANNW01000074.1_cds_WP_004459333.1_2212	44.828	58	597
WP_000361605.1	lcl|NZ_ANNW01000074.1_cds_WP_004459333.1_2212	22.581	186	597
WP_000361605.1	lcl|NZ_ANNW01000035.1_cds_WP_020783619.1_885	53.469	591	597
WP_000361605.1	lcl|NZ_ANNW01000107.1_cds_WP_004457781.1_3357	35.389	373	597
WP_000361605.1	lcl|NZ_ANNW01000016.1_cds_WP_017863782.1_235	32.346	405	597
WP_000361605.1	lcl|NZ_ANNW01000049.1_cds_WP_004459265.1_1511	32.304	421	597
WP_000361605.1	lcl|NZ_ANNW01000092.1_cds_WP_004461439.1_2871	28.326	233	597
WP_000361605.1	lcl|NZ_ANNW01000026.1_cds_WP_004457911.1_707	32.057	209	597
WP_000361605.1	lcl|NZ_ANNW01000049.1_cds_WP_004473839.1_1429	25.833	240	597
WP_000361605.1	lcl|NZ_ANNW01000031.1_cds_WP_004469508.1_837	31.963	219	597
WP_000361605.1	lcl|NZ_ANNW01000073.1_cds_WP_004466497.1_2202	26.786	224	597
WP_000361605.1	lcl|NZ_ANNW01000020.1_cds_WP_004460145.1_347	30.233	215	597
WP_000361605.1	lcl|NZ_ANNW01000020.1_cds_WP_004481334.1_313	28.340	247	597
