WP_000340713.1	lcl|NZ_JQQA01000042.1_cds_WP_002614501.1_1230	90.698	86	106
WP_000412665.1	lcl|NZ_JQQA01000042.1_cds_WP_004503085.1_1231	90.705	312	314
WP_000412665.1	lcl|NZ_JQQA01000042.1_cds_JF93_RS21300_1251	58.730	63	314
WP_000412665.1	lcl|NZ_JQQA01000040.1_cds_WP_002615921.1_1156	25.153	326	314
WP_000412665.1	lcl|NZ_JQQA01000042.1_cds_WP_004503081.1_1234	25.949	316	314
WP_000412665.1	lcl|NZ_JQQA01000169.1_cds_WP_004499129.1_3569	24.232	293	314
WP_000412665.1	lcl|NZ_JQQA01000153.1_cds_WP_004498401.1_3348	25.000	332	314
WP_225740483.1	lcl|NZ_JQQA01000042.1_cds_WP_004503142.1_1252	24.658	219	219
WP_000361605.1	lcl|NZ_JQQA01000145.1_cds_WP_016760306.1_3283	36.193	373	597
WP_000361605.1	lcl|NZ_JQQA01000087.1_cds_WP_004497075.1_2308	32.840	405	597
WP_000361605.1	lcl|NZ_JQQA01000066.1_cds_WP_004502606.1_1840	32.701	422	597
WP_000361605.1	lcl|NZ_JQQA01000172.1_cds_WP_004503077.1_3630	30.423	378	597
WP_000361605.1	lcl|NZ_JQQA01000101.1_cds_WP_004497687.1_2595	28.037	214	597
WP_000361605.1	lcl|NZ_JQQA01000088.1_cds_WP_061216669.1_2327	29.730	222	597
WP_000361605.1	lcl|NZ_JQQA01000049.1_cds_WP_002620193.1_1413	26.407	231	597
WP_000361605.1	lcl|NZ_JQQA01000057.1_cds_WP_004496565.1_1589	30.736	231	597
WP_000361605.1	lcl|NZ_JQQA01000087.1_cds_WP_061216663.1_2273	30.594	219	597
WP_000361605.1	lcl|NZ_JQQA01000034.1_cds_WP_002616524.1_860	29.255	188	597
WP_000361605.1	lcl|NZ_JQQA01000077.1_cds_WP_002630438.1_2056	27.530	247	597
WP_000361605.1	lcl|NZ_JQQA01000028.1_cds_WP_004498123.1_735	31.224	237	597
WP_000361605.1	lcl|NZ_JQQA01000153.1_cds_WP_016758634.1_3371	25.106	235	597
WP_000361605.1	lcl|NZ_JQQA01000008.1_cds_WP_002626620.1_193	28.571	224	597
WP_000361605.1	lcl|NZ_JQQA01000018.1_cds_WP_004496188.1_488	25.909	220	597
WP_000361605.1	lcl|NZ_JQQA01000049.1_cds_WP_004496063.1_1403	30.909	220	597
WP_000361605.1	lcl|NZ_JQQA01000126.1_cds_WP_004499602.1_3083	27.309	249	597
WP_000361605.1	lcl|NZ_JQQA01000126.1_cds_WP_004499602.1_3083	27.933	179	597
WP_000361605.1	lcl|NZ_JQQA01000155.1_cds_WP_004503386.1_3432	25.926	243	597
WP_000361605.1	lcl|NZ_JQQA01000155.1_cds_WP_004503386.1_3432	27.389	157	597
WP_000361605.1	lcl|NZ_JQQA01000087.1_cds_WP_004499663.1_2274	27.572	243	597
WP_000361605.1	lcl|NZ_JQQA01000118.1_cds_WP_002618789.1_2991	23.913	230	597
WP_000361605.1	lcl|NZ_JQQA01000106.1_cds_WP_002627853.1_2725	27.723	202	597
