WP_000340713.1	lcl|NZ_AOVP01000111.1_cds_WP_000340715.1_2904	95.349	86	106
WP_000412665.1	lcl|NZ_AOVP01000111.1_cds_WP_000410273.1_2905	95.192	312	314
WP_000412665.1	lcl|NZ_AOVP01000111.1_cds_WP_000093099.1_2925	53.968	63	314
WP_000412665.1	lcl|NZ_AOVP01000015.1_cds_WP_000744700.1_251	24.925	333	314
WP_000412665.1	lcl|NZ_AOVP01000111.1_cds_WP_000646250.1_2908	26.766	269	314
WP_000412665.1	lcl|NZ_AOVP01000111.1_cds_WP_000600889.1_2934	26.425	193	314
WP_000412665.1	lcl|NZ_AOVP01000111.1_cds_WP_000723090.1_2987	22.680	291	314
WP_000361605.1	lcl|NZ_AOVP01000115.1_cds_WP_000172202.1_3119	35.185	378	597
WP_000361605.1	lcl|NZ_AOVP01000017.1_cds_WP_000667646.1_564	32.832	399	597
WP_000361605.1	lcl|NZ_AOVP01000015.1_cds_WP_000828455.1_340	31.591	421	597
WP_000361605.1	lcl|NZ_AOVP01000111.1_cds_WP_000834715.1_2928	31.169	385	597
WP_000361605.1	lcl|NZ_AOVP01000135.1_cds_WP_000510777.1_3722	28.372	215	597
WP_000361605.1	lcl|NZ_AOVP01000073.1_cds_WP_001161019.1_1831	31.579	209	597
WP_000361605.1	lcl|NZ_AOVP01000029.1_cds_WP_000619175.1_971	29.555	247	597
WP_000361605.1	lcl|NZ_AOVP01000116.1_cds_WP_000942282.1_3142	30.568	229	597
WP_000361605.1	lcl|NZ_AOVP01000030.1_cds_WP_001052498.1_1015	24.900	249	597
WP_000361605.1	lcl|NZ_AOVP01000016.1_cds_WP_000433117.1_370	28.947	228	597
WP_000361605.1	lcl|NZ_AOVP01000106.1_cds_WP_001982953.1_2653	24.779	226	597
WP_000361605.1	lcl|NZ_AOVP01000126.1_cds_WP_001141158.1_3389	31.364	220	597
WP_000361605.1	lcl|NZ_AOVP01000029.1_cds_WP_000218838.1_970	28.980	245	597
WP_000361605.1	lcl|NZ_AOVP01000016.1_cds_WP_000666552.1_422	27.778	234	597
WP_000361605.1	lcl|NZ_AOVP01000016.1_cds_WP_001089500.1_402	29.091	220	597
WP_000361605.1	lcl|NZ_AOVP01000046.1_cds_WP_000184524.1_1312	27.979	193	597
WP_000361605.1	lcl|NZ_AOVP01000098.1_cds_WP_000047473.1_2395	26.977	215	597
WP_000361605.1	lcl|NZ_AOVP01000087.1_cds_WP_000052667.1_2145	26.201	229	597
WP_000361605.1	lcl|NZ_AOVP01000127.1_cds_WP_000590867.1_3429	24.651	215	597
WP_000361605.1	lcl|NZ_AOVP01000009.1_cds_WP_000603361.1_143	25.000	228	597
WP_000361605.1	lcl|NZ_AOVP01000137.1_cds_WP_000675807.1_3775	26.800	250	597
WP_000361605.1	lcl|NZ_AOVP01000085.1_cds_WP_001288326.1_2042	27.542	236	597
WP_000361605.1	lcl|NZ_AOVP01000117.1_cds_WP_001049205.1_3167	27.451	255	597
WP_000361605.1	lcl|NZ_AOVP01000117.1_cds_WP_001049205.1_3167	25.328	229	597
WP_000361605.1	lcl|NZ_AOVP01000011.1_cds_WP_000598571.1_171	26.244	221	597
WP_000361605.1	lcl|NZ_AOVP01000009.1_cds_WP_000054169.1_159	24.876	201	597
WP_000361605.1	lcl|NZ_AOVP01000048.1_cds_WP_000136057.1_1369	28.000	225	597
WP_000361605.1	lcl|NZ_AOVP01000115.1_cds_WP_000626143.1_3114	29.327	208	597
WP_000361605.1	lcl|NZ_AOVP01000115.1_cds_WP_000626143.1_3114	24.719	178	597
WP_000361605.1	lcl|NZ_AOVP01000094.1_cds_WP_000481720.1_2233	24.783	230	597
WP_000361605.1	lcl|NZ_AOVP01000094.1_cds_WP_000481720.1_2233	23.431	239	597
WP_000361605.1	lcl|NZ_AOVP01000115.1_cds_WP_000172202.1_3119	35.185	378	597
WP_000361605.1	lcl|NZ_AOVP01000017.1_cds_WP_000667646.1_564	32.832	399	597
WP_000361605.1	lcl|NZ_AOVP01000015.1_cds_WP_000828455.1_340	31.591	421	597
WP_000361605.1	lcl|NZ_AOVP01000111.1_cds_WP_000834715.1_2928	31.169	385	597
WP_000361605.1	lcl|NZ_AOVP01000135.1_cds_WP_000510777.1_3722	28.372	215	597
WP_000361605.1	lcl|NZ_AOVP01000073.1_cds_WP_001161019.1_1831	31.579	209	597
WP_000361605.1	lcl|NZ_AOVP01000029.1_cds_WP_000619175.1_971	29.555	247	597
WP_000361605.1	lcl|NZ_AOVP01000116.1_cds_WP_000942282.1_3142	30.568	229	597
WP_000361605.1	lcl|NZ_AOVP01000030.1_cds_WP_001052498.1_1015	24.900	249	597
WP_000361605.1	lcl|NZ_AOVP01000016.1_cds_WP_000433117.1_370	28.947	228	597
WP_000361605.1	lcl|NZ_AOVP01000106.1_cds_WP_001982953.1_2653	24.779	226	597
WP_000361605.1	lcl|NZ_AOVP01000126.1_cds_WP_001141158.1_3389	31.364	220	597
WP_000361605.1	lcl|NZ_AOVP01000029.1_cds_WP_000218838.1_970	28.980	245	597
WP_000361605.1	lcl|NZ_AOVP01000016.1_cds_WP_000666552.1_422	27.778	234	597
WP_000361605.1	lcl|NZ_AOVP01000016.1_cds_WP_001089500.1_402	29.091	220	597
WP_000361605.1	lcl|NZ_AOVP01000046.1_cds_WP_000184524.1_1312	27.979	193	597
WP_000361605.1	lcl|NZ_AOVP01000098.1_cds_WP_000047473.1_2395	26.977	215	597
WP_000361605.1	lcl|NZ_AOVP01000087.1_cds_WP_000052667.1_2145	26.201	229	597
WP_000361605.1	lcl|NZ_AOVP01000127.1_cds_WP_000590867.1_3429	24.651	215	597
WP_000361605.1	lcl|NZ_AOVP01000009.1_cds_WP_000603361.1_143	25.000	228	597
WP_000361605.1	lcl|NZ_AOVP01000137.1_cds_WP_000675807.1_3775	26.800	250	597
WP_000361605.1	lcl|NZ_AOVP01000085.1_cds_WP_001288326.1_2042	27.542	236	597
WP_000361605.1	lcl|NZ_AOVP01000117.1_cds_WP_001049205.1_3167	27.451	255	597
WP_000361605.1	lcl|NZ_AOVP01000117.1_cds_WP_001049205.1_3167	25.328	229	597
WP_000361605.1	lcl|NZ_AOVP01000011.1_cds_WP_000598571.1_171	26.244	221	597
WP_000361605.1	lcl|NZ_AOVP01000009.1_cds_WP_000054169.1_159	24.876	201	597
WP_000361605.1	lcl|NZ_AOVP01000048.1_cds_WP_000136057.1_1369	28.000	225	597
WP_000361605.1	lcl|NZ_AOVP01000115.1_cds_WP_000626143.1_3114	29.327	208	597
WP_000361605.1	lcl|NZ_AOVP01000115.1_cds_WP_000626143.1_3114	24.719	178	597
WP_000361605.1	lcl|NZ_AOVP01000094.1_cds_WP_000481720.1_2233	24.783	230	597
WP_000361605.1	lcl|NZ_AOVP01000094.1_cds_WP_000481720.1_2233	23.431	239	597
WP_000699347.1	lcl|NZ_AOVP01000111.1_cds_WP_000646250.1_2908	31.014	345	350
WP_000699347.1	lcl|NZ_AOVP01000111.1_cds_WP_000723090.1_2987	24.438	356	350
WP_000699347.1	lcl|NZ_AOVP01000015.1_cds_WP_000744700.1_251	24.576	354	350
WP_000699347.1	lcl|NZ_AOVP01000111.1_cds_WP_000600889.1_2934	24.384	365	350
WP_000699347.1	lcl|NZ_AOVP01000125.1_cds_WP_001984071.1_3385	24.194	310	350
WP_000699347.1	lcl|NZ_AOVP01000111.1_cds_WP_000410273.1_2905	24.437	311	350
WP_000699347.1	lcl|NZ_AOVP01000006.1_cds_WP_000649925.1_53	24.675	308	350
WP_000699347.1	lcl|NZ_AOVP01000111.1_cds_WP_001067557.1_2911	25.000	256	350
WP_000699347.1	lcl|NZ_AOVP01000025.1_cds_WP_000709511.1_961	25.882	255	350
WP_000699347.1	lcl|NZ_AOVP01000021.1_cds_WP_001074785.1_868	25.000	256	350
WP_000699347.1	lcl|NZ_AOVP01000111.1_cds_WP_000601375.1_2961	21.557	334	350
WP_000699347.1	lcl|NZ_AOVP01000111.1_cds_WP_000487322.1_2959	26.519	181	350
WP_000699347.1	lcl|NZ_AOVP01000030.1_cds_WP_001003555.1_994	24.468	188	350
WP_000275582.1	lcl|NZ_AOVP01000111.1_cds_WP_001230564.1_2937	37.237	333	349
WP_000275582.1	lcl|NZ_AOVP01000111.1_cds_WP_000582618.1_2941	34.545	330	349
WP_000275582.1	lcl|NZ_AOVP01000117.1_cds_WP_001011675.1_3201	36.957	276	349
WP_000275582.1	lcl|NZ_AOVP01000111.1_cds_WP_001230564.1_2937	37.237	333	349
WP_000275582.1	lcl|NZ_AOVP01000111.1_cds_WP_000582618.1_2941	34.545	330	349
WP_000275582.1	lcl|NZ_AOVP01000117.1_cds_WP_001011675.1_3201	36.957	276	349
WP_000623952.1	lcl|NZ_AOVP01000111.1_cds_WP_000132016.1_2933	37.975	237	247
WP_000623952.1	lcl|NZ_AOVP01000111.1_cds_WP_001046757.1_2943	34.802	227	247
WP_000208484.1	lcl|NZ_AOVP01000022.1_cds_WP_001982325.1_913	26.316	266	323
WP_000208484.1	lcl|NZ_AOVP01000111.1_cds_WP_000675255.1_2956	24.715	263	323
WP_000208484.1	lcl|NZ_AOVP01000122.1_cds_WP_000421034.1_3284	23.297	279	323
WP_000208484.1	lcl|NZ_AOVP01000022.1_cds_WP_001982325.1_913	26.316	266	323
WP_000208484.1	lcl|NZ_AOVP01000111.1_cds_WP_000675255.1_2956	24.715	263	323
WP_000208484.1	lcl|NZ_AOVP01000122.1_cds_WP_000421034.1_3284	23.297	279	323
WP_000615098.1	lcl|NZ_AOVP01000015.1_cds_WP_001082180.1_280	25.311	241	340
WP_000615098.1	lcl|NZ_AOVP01000031.1_cds_WP_000283287.1_1070	24.000	200	340
WP_000615098.1	lcl|NZ_AOVP01000111.1_cds_WP_000661932.1_2955	20.667	300	340
WP_000615098.1	lcl|NZ_AOVP01000136.1_cds_WP_000402845.1_3749	21.862	247	340
WP_000615098.1	lcl|NZ_AOVP01000111.1_cds_WP_002082140.1_2946	23.906	297	340
WP_000373631.1	lcl|NZ_AOVP01000111.1_cds_WP_000977950.1_2948	25.526	333	609
WP_000723077.1	lcl|NZ_AOVP01000111.1_cds_WP_000600889.1_2934	84.498	329	332
WP_000723077.1	lcl|NZ_AOVP01000111.1_cds_WP_000646250.1_2908	31.126	302	332
WP_000723077.1	lcl|NZ_AOVP01000006.1_cds_WP_000649925.1_53	28.707	317	332
WP_000723077.1	lcl|NZ_AOVP01000111.1_cds_WP_000723090.1_2987	28.097	331	332
WP_000723077.1	lcl|NZ_AOVP01000015.1_cds_WP_000744700.1_251	29.697	330	332
WP_000723077.1	lcl|NZ_AOVP01000025.1_cds_WP_000709511.1_961	26.852	324	332
