WP_000340713.1	lcl|NZ_AFLU02000062.1_cds_WP_000340715.1_412	95.349	86	106
WP_000412665.1	lcl|NZ_AFLU02000062.1_cds_WP_000410273.1_413	95.192	312	314
WP_000412665.1	lcl|NZ_AFLU02000023.1_cds_WP_000744700.1_2391	24.925	333	314
WP_000412665.1	lcl|NZ_AFLU02000062.1_cds_WP_000646250.1_416	26.766	269	314
WP_000412665.1	lcl|NZ_AFLU02000062.1_cds_WP_000723092.1_490	22.603	292	314
WP_000412665.1	lcl|NZ_AFLU02000062.1_cds_WP_001033107.1_438	21.898	274	314
WP_000361605.1	lcl|NZ_AFLU02000062.1_cds_WP_001035839.1_445	52.265	574	597
WP_000361605.1	lcl|NZ_AFLU02000043.1_cds_WP_000172198.1_1506	35.450	378	597
WP_000361605.1	lcl|NZ_AFLU02000043.1_cds_WP_000667646.1_1463	32.832	399	597
WP_000361605.1	lcl|NZ_AFLU02000023.1_cds_WP_000828456.1_2483	31.591	421	597
WP_000361605.1	lcl|NZ_AFLU02000007.1_cds_WP_000510777.1_3599	28.372	215	597
WP_000361605.1	lcl|NZ_AFLU02000020.1_cds_WP_000619173.1_2842	29.960	247	597
WP_000361605.1	lcl|NZ_AFLU02000012.1_cds_WP_001161018.1_3192	31.579	209	597
WP_000361605.1	lcl|NZ_AFLU02000043.1_cds_WP_001973922.1_1520	31.004	229	597
WP_000361605.1	lcl|NZ_AFLU02000020.1_cds_WP_001972977.1_2886	24.900	249	597
WP_000361605.1	lcl|NZ_AFLU02000034.1_cds_WP_000433117.1_1872	28.947	228	597
WP_000361605.1	lcl|NZ_AFLU02000049.1_cds_WP_001982953.1_1067	24.779	226	597
WP_000361605.1	lcl|NZ_AFLU02000043.1_cds_WP_001141162.1_1370	31.364	220	597
WP_000361605.1	lcl|NZ_AFLU02000034.1_cds_WP_000666552.1_1820	27.778	234	597
WP_000361605.1	lcl|NZ_AFLU02000034.1_cds_WP_001089498.1_1840	29.091	220	597
WP_000361605.1	lcl|NZ_AFLU02000020.1_cds_WP_000218836.1_2841	28.980	245	597
WP_000361605.1	lcl|NZ_AFLU02000022.1_cds_WP_000184521.1_2740	28.497	193	597
WP_000361605.1	lcl|NZ_AFLU02000070.1_cds_WP_000047473.1_41	26.977	215	597
WP_000361605.1	lcl|NZ_AFLU02000023.1_cds_WP_000052667.1_2585	26.201	229	597
WP_000361605.1	lcl|NZ_AFLU02000062.1_cds_WP_000651459.1_534	26.984	252	597
WP_000361605.1	lcl|NZ_AFLU02000002.1_cds_WP_000603361.1_3836	25.000	228	597
WP_000361605.1	lcl|NZ_AFLU02000045.1_cds_WP_000590871.1_1297	24.651	215	597
WP_000361605.1	lcl|NZ_AFLU02000027.1_cds_WP_001973582.1_2218	27.451	255	597
WP_000361605.1	lcl|NZ_AFLU02000027.1_cds_WP_001973582.1_2218	25.328	229	597
WP_000361605.1	lcl|NZ_AFLU02000023.1_cds_WP_001288326.1_2704	27.542	236	597
WP_000361605.1	lcl|NZ_AFLU02000001.1_cds_WP_000598571.1_3993	26.244	221	597
WP_000361605.1	lcl|NZ_AFLU02000002.1_cds_WP_000054169.1_3854	24.876	201	597
WP_000361605.1	lcl|NZ_AFLU02000043.1_cds_WP_000136057.1_1410	28.000	225	597
WP_000361605.1	lcl|NZ_AFLU02000043.1_cds_WP_000626143.1_1500	29.327	208	597
WP_000361605.1	lcl|NZ_AFLU02000043.1_cds_WP_000626143.1_1500	24.719	178	597
WP_000361605.1	lcl|NZ_AFLU02000029.1_cds_WP_000481722.1_2092	24.783	230	597
WP_000361605.1	lcl|NZ_AFLU02000029.1_cds_WP_000481722.1_2092	23.431	239	597
WP_000361605.1	lcl|NZ_AFLU02000062.1_cds_WP_001035839.1_445	52.265	574	597
WP_000361605.1	lcl|NZ_AFLU02000043.1_cds_WP_000172198.1_1506	35.450	378	597
WP_000361605.1	lcl|NZ_AFLU02000043.1_cds_WP_000667646.1_1463	32.832	399	597
WP_000361605.1	lcl|NZ_AFLU02000023.1_cds_WP_000828456.1_2483	31.591	421	597
WP_000361605.1	lcl|NZ_AFLU02000007.1_cds_WP_000510777.1_3599	28.372	215	597
WP_000361605.1	lcl|NZ_AFLU02000020.1_cds_WP_000619173.1_2842	29.960	247	597
WP_000361605.1	lcl|NZ_AFLU02000012.1_cds_WP_001161018.1_3192	31.579	209	597
WP_000361605.1	lcl|NZ_AFLU02000043.1_cds_WP_001973922.1_1520	31.004	229	597
WP_000361605.1	lcl|NZ_AFLU02000020.1_cds_WP_001972977.1_2886	24.900	249	597
WP_000361605.1	lcl|NZ_AFLU02000034.1_cds_WP_000433117.1_1872	28.947	228	597
WP_000361605.1	lcl|NZ_AFLU02000049.1_cds_WP_001982953.1_1067	24.779	226	597
WP_000361605.1	lcl|NZ_AFLU02000043.1_cds_WP_001141162.1_1370	31.364	220	597
WP_000361605.1	lcl|NZ_AFLU02000034.1_cds_WP_000666552.1_1820	27.778	234	597
WP_000361605.1	lcl|NZ_AFLU02000034.1_cds_WP_001089498.1_1840	29.091	220	597
WP_000361605.1	lcl|NZ_AFLU02000020.1_cds_WP_000218836.1_2841	28.980	245	597
WP_000361605.1	lcl|NZ_AFLU02000022.1_cds_WP_000184521.1_2740	28.497	193	597
WP_000361605.1	lcl|NZ_AFLU02000070.1_cds_WP_000047473.1_41	26.977	215	597
WP_000361605.1	lcl|NZ_AFLU02000023.1_cds_WP_000052667.1_2585	26.201	229	597
WP_000361605.1	lcl|NZ_AFLU02000062.1_cds_WP_000651459.1_534	26.984	252	597
WP_000361605.1	lcl|NZ_AFLU02000002.1_cds_WP_000603361.1_3836	25.000	228	597
WP_000361605.1	lcl|NZ_AFLU02000045.1_cds_WP_000590871.1_1297	24.651	215	597
WP_000361605.1	lcl|NZ_AFLU02000027.1_cds_WP_001973582.1_2218	27.451	255	597
WP_000361605.1	lcl|NZ_AFLU02000027.1_cds_WP_001973582.1_2218	25.328	229	597
WP_000361605.1	lcl|NZ_AFLU02000023.1_cds_WP_001288326.1_2704	27.542	236	597
WP_000361605.1	lcl|NZ_AFLU02000001.1_cds_WP_000598571.1_3993	26.244	221	597
WP_000361605.1	lcl|NZ_AFLU02000002.1_cds_WP_000054169.1_3854	24.876	201	597
WP_000361605.1	lcl|NZ_AFLU02000043.1_cds_WP_000136057.1_1410	28.000	225	597
WP_000361605.1	lcl|NZ_AFLU02000043.1_cds_WP_000626143.1_1500	29.327	208	597
WP_000361605.1	lcl|NZ_AFLU02000043.1_cds_WP_000626143.1_1500	24.719	178	597
WP_000361605.1	lcl|NZ_AFLU02000029.1_cds_WP_000481722.1_2092	24.783	230	597
WP_000361605.1	lcl|NZ_AFLU02000029.1_cds_WP_000481722.1_2092	23.431	239	597
WP_000699347.1	lcl|NZ_AFLU02000062.1_cds_WP_000699346.1_430	49.429	350	350
WP_000699347.1	lcl|NZ_AFLU02000062.1_cds_WP_000646250.1_416	31.014	345	350
WP_000699347.1	lcl|NZ_AFLU02000062.1_cds_WP_000723092.1_490	24.719	356	350
WP_000699347.1	lcl|NZ_AFLU02000023.1_cds_WP_000744700.1_2391	24.576	354	350
WP_000699347.1	lcl|NZ_AFLU02000004.1_cds_WP_001984071.1_3753	24.194	310	350
WP_000699347.1	lcl|NZ_AFLU02000062.1_cds_WP_000410273.1_413	24.437	311	350
WP_000699347.1	lcl|NZ_AFLU02000023.1_cds_WP_000649923.1_2553	24.675	308	350
