WP_000340713.1	lcl|NZ_JQOM01000078.1_cds_WP_000340715.1_2186	95.349	86	106
WP_000412665.1	lcl|NZ_JQOM01000078.1_cds_WP_000410273.1_2187	95.192	312	314
WP_000412665.1	lcl|NZ_JQOM01000021.1_cds_WP_000744698.1_424	24.925	333	314
WP_000412665.1	lcl|NZ_JQOM01000078.1_cds_WP_000646251.1_2190	26.394	269	314
WP_000412665.1	lcl|NZ_JQOM01000162.1_cds_WP_000723090.1_3472	22.680	291	314
WP_000361605.1	lcl|NZ_JQOM01000078.1_cds_WP_002106376.1_2209	52.196	592	597
WP_000361605.1	lcl|NZ_JQOM01000020.1_cds_WP_000172203.1_386	35.450	378	597
WP_000361605.1	lcl|NZ_JQOM01000073.1_cds_WP_000667646.1_2085	32.832	399	597
WP_000361605.1	lcl|NZ_JQOM01000052.1_cds_WP_000828456.1_1500	31.591	421	597
WP_000361605.1	lcl|NZ_JQOM01000081.1_cds_WP_000510777.1_2315	28.372	215	597
WP_000361605.1	lcl|NZ_JQOM01000047.1_cds_WP_061237040.1_1395	29.960	247	597
WP_000361605.1	lcl|NZ_JQOM01000031.1_cds_WP_001161018.1_757	31.579	209	597
WP_000361605.1	lcl|NZ_JQOM01000039.1_cds_WP_001052496.1_1004	25.703	249	597
WP_000361605.1	lcl|NZ_JQOM01000020.1_cds_WP_002071818.1_372	30.131	229	597
WP_000361605.1	lcl|NZ_JQOM01000115.1_cds_WP_000433117.1_2875	28.947	228	597
WP_000361605.1	lcl|NZ_JQOM01000041.1_cds_WP_001982953.1_1100	24.779	226	597
WP_000361605.1	lcl|NZ_JQOM01000171.1_cds_WP_001141162.1_3596	31.364	220	597
WP_000361605.1	lcl|NZ_JQOM01000047.1_cds_WP_000218838.1_1396	28.980	245	597
WP_000361605.1	lcl|NZ_JQOM01000108.1_cds_WP_000666554.1_2793	27.966	236	597
WP_000361605.1	lcl|NZ_JQOM01000115.1_cds_WP_001089499.1_2907	29.091	220	597
WP_000361605.1	lcl|NZ_JQOM01000012.1_cds_WP_000184524.1_241	27.979	193	597
WP_000361605.1	lcl|NZ_JQOM01000040.1_cds_WP_000047473.1_1071	26.977	215	597
WP_000361605.1	lcl|NZ_JQOM01000017.1_cds_WP_000052667.1_316	26.201	229	597
WP_000361605.1	lcl|NZ_JQOM01000205.1_cds_WP_000603361.1_3792	25.000	228	597
WP_000361605.1	lcl|NZ_JQOM01000131.1_cds_WP_000651462.1_3162	26.984	252	597
WP_000361605.1	lcl|NZ_JQOM01000119.1_cds_WP_000590871.1_2961	24.651	215	597
WP_000361605.1	lcl|NZ_JQOM01000154.1_cds_WP_001049210.1_3403	27.451	255	597
WP_000361605.1	lcl|NZ_JQOM01000154.1_cds_WP_001049210.1_3403	24.891	229	597
WP_000361605.1	lcl|NZ_JQOM01000093.1_cds_WP_001288326.1_2530	27.542	236	597
WP_000361605.1	lcl|NZ_JQOM01000113.1_cds_WP_000598571.1_2846	26.244	221	597
WP_000361605.1	lcl|NZ_JQOM01000173.1_cds_WP_000054169.1_3605	24.876	201	597
WP_000361605.1	lcl|NZ_JQOM01000020.1_cds_WP_000626143.1_391	29.327	208	597
WP_000361605.1	lcl|NZ_JQOM01000020.1_cds_WP_000626143.1_391	24.719	178	597
WP_000361605.1	lcl|NZ_JQOM01000090.1_cds_WP_061230578.1_2478	28.000	225	597
WP_000361605.1	lcl|NZ_JQOM01000141.1_cds_WP_000481723.1_3267	24.783	230	597
WP_000361605.1	lcl|NZ_JQOM01000141.1_cds_WP_000481723.1_3267	23.431	239	597
WP_000361605.1	lcl|NZ_JQOM01000078.1_cds_WP_002106376.1_2209	52.196	592	597
WP_000361605.1	lcl|NZ_JQOM01000020.1_cds_WP_000172203.1_386	35.450	378	597
WP_000361605.1	lcl|NZ_JQOM01000073.1_cds_WP_000667646.1_2085	32.832	399	597
WP_000361605.1	lcl|NZ_JQOM01000052.1_cds_WP_000828456.1_1500	31.591	421	597
WP_000361605.1	lcl|NZ_JQOM01000081.1_cds_WP_000510777.1_2315	28.372	215	597
WP_000361605.1	lcl|NZ_JQOM01000047.1_cds_WP_061237040.1_1395	29.960	247	597
WP_000361605.1	lcl|NZ_JQOM01000031.1_cds_WP_001161018.1_757	31.579	209	597
WP_000361605.1	lcl|NZ_JQOM01000039.1_cds_WP_001052496.1_1004	25.703	249	597
WP_000361605.1	lcl|NZ_JQOM01000020.1_cds_WP_002071818.1_372	30.131	229	597
WP_000361605.1	lcl|NZ_JQOM01000115.1_cds_WP_000433117.1_2875	28.947	228	597
WP_000361605.1	lcl|NZ_JQOM01000041.1_cds_WP_001982953.1_1100	24.779	226	597
WP_000361605.1	lcl|NZ_JQOM01000171.1_cds_WP_001141162.1_3596	31.364	220	597
WP_000361605.1	lcl|NZ_JQOM01000047.1_cds_WP_000218838.1_1396	28.980	245	597
WP_000361605.1	lcl|NZ_JQOM01000108.1_cds_WP_000666554.1_2793	27.966	236	597
