WP_000340713.1	lcl|NZ_AOWT01000138.1_cds_WP_000340715.1_3193	95.349	86	106
WP_000412665.1	lcl|NZ_AOWT01000138.1_cds_WP_000410273.1_3194	95.192	312	314
WP_000412665.1	lcl|NZ_AOWT01000138.1_cds_WP_000093099.1_3214	53.968	63	314
WP_000412665.1	lcl|NZ_AOWT01000033.1_cds_WP_000744700.1_432	24.925	333	314
WP_000412665.1	lcl|NZ_AOWT01000138.1_cds_WP_000646250.1_3197	26.766	269	314
WP_000412665.1	lcl|NZ_AOWT01000138.1_cds_WP_000600889.1_3223	26.425	193	314
WP_000412665.1	lcl|NZ_AOWT01000138.1_cds_WP_000723090.1_3276	22.680	291	314
WP_000361605.1	lcl|NZ_AOWT01000082.1_cds_WP_000172202.1_1597	35.185	378	597
WP_000361605.1	lcl|NZ_AOWT01000140.1_cds_WP_000667646.1_3373	32.832	399	597
WP_000361605.1	lcl|NZ_AOWT01000096.1_cds_WP_000828455.1_1940	31.591	421	597
WP_000361605.1	lcl|NZ_AOWT01000138.1_cds_WP_000834715.1_3217	31.169	385	597
WP_000361605.1	lcl|NZ_AOWT01000022.1_cds_WP_000510777.1_190	28.372	215	597
WP_000361605.1	lcl|NZ_AOWT01000039.1_cds_WP_001161019.1_562	31.579	209	597
WP_000361605.1	lcl|NZ_AOWT01000109.1_cds_WP_000619175.1_2386	29.555	247	597
WP_000361605.1	lcl|NZ_AOWT01000082.1_cds_WP_000942282.1_1583	30.568	229	597
WP_000361605.1	lcl|NZ_AOWT01000109.1_cds_WP_001052498.1_2431	24.900	249	597
WP_000361605.1	lcl|NZ_AOWT01000107.1_cds_WP_000433117.1_2324	28.947	228	597
WP_000361605.1	lcl|NZ_AOWT01000110.1_cds_WP_001982953.1_2495	24.779	226	597
WP_000361605.1	lcl|NZ_AOWT01000095.1_cds_WP_001141158.1_1930	31.364	220	597
WP_000361605.1	lcl|NZ_AOWT01000109.1_cds_WP_000218838.1_2385	28.980	245	597
WP_000361605.1	lcl|NZ_AOWT01000148.1_cds_WP_000666552.1_3667	27.778	234	597
WP_000361605.1	lcl|NZ_AOWT01000107.1_cds_WP_001089500.1_2292	29.091	220	597
WP_000361605.1	lcl|NZ_AOWT01000086.1_cds_WP_000184524.1_1711	27.979	193	597
WP_000361605.1	lcl|NZ_AOWT01000027.1_cds_WP_000047473.1_246	26.977	215	597
WP_000361605.1	lcl|NZ_AOWT01000104.1_cds_WP_000052667.1_2224	26.201	229	597
WP_000361605.1	lcl|NZ_AOWT01000105.1_cds_WP_000590867.1_2256	24.651	215	597
WP_000361605.1	lcl|NZ_AOWT01000017.1_cds_WP_000603361.1_105	25.000	228	597
WP_000361605.1	lcl|NZ_AOWT01000139.1_cds_WP_000675807.1_3319	26.800	250	597
WP_000361605.1	lcl|NZ_AOWT01000065.1_cds_WP_001288326.1_985	27.542	236	597
WP_000361605.1	lcl|NZ_AOWT01000013.1_cds_WP_001049205.1_62	27.451	255	597
WP_000361605.1	lcl|NZ_AOWT01000013.1_cds_WP_001049205.1_62	25.328	229	597
WP_000361605.1	lcl|NZ_AOWT01000118.1_cds_WP_000598571.1_2656	26.244	221	597
WP_000361605.1	lcl|NZ_AOWT01000017.1_cds_WP_000054169.1_121	24.876	201	597
WP_000361605.1	lcl|NZ_AOWT01000084.1_cds_WP_000136057.1_1636	28.000	225	597
WP_000361605.1	lcl|NZ_AOWT01000082.1_cds_WP_000626143.1_1602	29.327	208	597
WP_000361605.1	lcl|NZ_AOWT01000082.1_cds_WP_000626143.1_1602	24.719	178	597
WP_000361605.1	lcl|NZ_AOWT01000087.1_cds_WP_000481720.1_1746	24.783	230	597
WP_000361605.1	lcl|NZ_AOWT01000087.1_cds_WP_000481720.1_1746	23.431	239	597
WP_000361605.1	lcl|NZ_AOWT01000082.1_cds_WP_000172202.1_1597	35.185	378	597
WP_000361605.1	lcl|NZ_AOWT01000140.1_cds_WP_000667646.1_3373	32.832	399	597
WP_000361605.1	lcl|NZ_AOWT01000096.1_cds_WP_000828455.1_1940	31.591	421	597
WP_000361605.1	lcl|NZ_AOWT01000138.1_cds_WP_000834715.1_3217	31.169	385	597
WP_000361605.1	lcl|NZ_AOWT01000022.1_cds_WP_000510777.1_190	28.372	215	597
WP_000361605.1	lcl|NZ_AOWT01000039.1_cds_WP_001161019.1_562	31.579	209	597
WP_000361605.1	lcl|NZ_AOWT01000109.1_cds_WP_000619175.1_2386	29.555	247	597
WP_000361605.1	lcl|NZ_AOWT01000082.1_cds_WP_000942282.1_1583	30.568	229	597
WP_000361605.1	lcl|NZ_AOWT01000109.1_cds_WP_001052498.1_2431	24.900	249	597
WP_000361605.1	lcl|NZ_AOWT01000107.1_cds_WP_000433117.1_2324	28.947	228	597
