WP_000340713.1	lcl|NZ_JAJSDI010000482.1_cds_WP_000340715.1_2535	95.349	86	106
WP_000412665.1	lcl|NZ_JAJSDI010000482.1_cds_WP_000410273.1_2534	95.192	312	314
WP_000412665.1	lcl|NZ_JAJSDI010000013.1_cds_WP_000744695.1_416	24.925	333	314
WP_000412665.1	lcl|NZ_JAJSDI010000157.1_cds_WP_000646255.1_582	26.766	269	314
WP_000412665.1	lcl|NZ_JAJSDI010000188.1_cds_WP_000600891.1_849	26.425	193	314
WP_000412665.1	lcl|NZ_JAJSDI010000377.1_cds_WP_000649929.1_2075	27.829	327	314
WP_000412665.1	lcl|NZ_JAJSDI010000362.1_cds_WP_000723081.1_2014	22.680	291	314
WP_000361605.1	lcl|NZ_JAJSDI010000162.1_cds_WP_000172209.1_629	35.450	378	597
WP_000361605.1	lcl|NZ_JAJSDI010000024.1_cds_WP_000667646.1_1331	32.832	399	597
WP_000361605.1	lcl|NZ_JAJSDI010000229.1_cds_WP_000828456.1_1163	31.591	421	597
WP_000361605.1	lcl|NZ_JAJSDI010000107.1_cds_WP_000834719.1_82	31.169	385	597
WP_000361605.1	lcl|NZ_JAJSDI010000305.1_cds_WP_000510772.1_1710	28.372	215	597
WP_000361605.1	lcl|NZ_JAJSDI010000028.1_cds_WP_000619183.1_1588	29.960	247	597
WP_000361605.1	lcl|NZ_JAJSDI010000081.1_cds_WP_001161019.1_3505	31.579	209	597
WP_000361605.1	lcl|NZ_JAJSDI010000123.1_cds_WP_001052496.1_253	25.703	249	597
WP_000361605.1	lcl|NZ_JAJSDI010000020.1_cds_WP_002071818.1_1039	30.131	229	597
WP_000361605.1	lcl|NZ_JAJSDI010000100.1_cds_WP_000433117.1_4	28.947	228	597
WP_000361605.1	lcl|NZ_JAJSDI010000039.1_cds_WP_001982953.1_2175	24.779	226	597
WP_000361605.1	lcl|NZ_JAJSDI010000170.1_cds_WP_000666544.1_705	28.205	234	597
WP_000361605.1	lcl|NZ_JAJSDI010000014.1_cds_WP_001141155.1_508	31.364	220	597
WP_000361605.1	lcl|NZ_JAJSDI010000005.1_cds_WP_001089503.1_2942	29.091	220	597
WP_000361605.1	lcl|NZ_JAJSDI010000028.1_cds_WP_000218834.1_1589	29.388	245	597
WP_000361605.1	lcl|NZ_JAJSDI010000455.1_cds_WP_000184524.1_2426	27.979	193	597
WP_000361605.1	lcl|NZ_JAJSDI010000008.1_cds_WP_000047473.1_3655	26.977	215	597
WP_000361605.1	lcl|NZ_JAJSDI010000284.1_cds_WP_000052667.1_1551	26.201	229	597
WP_000361605.1	lcl|NZ_JAJSDI010000032.1_cds_WP_000603361.1_1842	25.000	228	597
WP_000361605.1	lcl|NZ_JAJSDI010000398.1_cds_WP_000651462.1_2162	26.984	252	597
WP_000361605.1	lcl|NZ_JAJSDI010000063.1_cds_WP_000590871.1_3080	24.651	215	597
WP_000361605.1	lcl|NZ_JAJSDI010000005.1_cds_WP_001049213.1_2960	27.451	255	597
WP_000361605.1	lcl|NZ_JAJSDI010000005.1_cds_WP_001049213.1_2960	25.764	229	597
WP_000361605.1	lcl|NZ_JAJSDI010000218.1_cds_WP_001288322.1_1095	27.660	235	597
WP_000361605.1	lcl|NZ_JAJSDI010000073.1_cds_WP_000598571.1_3325	26.244	221	597
WP_000361605.1	lcl|NZ_JAJSDI010000243.1_cds_WP_000054169.1_1290	24.876	201	597
WP_000361605.1	lcl|NZ_JAJSDI010000272.1_cds_WP_000626143.1_1481	29.327	208	597
WP_000361605.1	lcl|NZ_JAJSDI010000272.1_cds_WP_000626143.1_1481	24.719	178	597
WP_000361605.1	lcl|NZ_JAJSDI010000011.1_cds_WP_000136058.1_205	27.753	227	597
WP_000361605.1	lcl|NZ_JAJSDI010000311.1_cds_WP_000481721.1_1746	24.783	230	597
WP_000361605.1	lcl|NZ_JAJSDI010000311.1_cds_WP_000481721.1_1746	23.431	239	597
WP_000361605.1	lcl|NZ_JAJSDI010000162.1_cds_WP_000172209.1_629	35.450	378	597
WP_000361605.1	lcl|NZ_JAJSDI010000024.1_cds_WP_000667646.1_1331	32.832	399	597
WP_000361605.1	lcl|NZ_JAJSDI010000229.1_cds_WP_000828456.1_1163	31.591	421	597
WP_000361605.1	lcl|NZ_JAJSDI010000107.1_cds_WP_000834719.1_82	31.169	385	597
WP_000361605.1	lcl|NZ_JAJSDI010000305.1_cds_WP_000510772.1_1710	28.372	215	597
WP_000361605.1	lcl|NZ_JAJSDI010000028.1_cds_WP_000619183.1_1588	29.960	247	597
WP_000361605.1	lcl|NZ_JAJSDI010000081.1_cds_WP_001161019.1_3505	31.579	209	597
WP_000361605.1	lcl|NZ_JAJSDI010000123.1_cds_WP_001052496.1_253	25.703	249	597
WP_000361605.1	lcl|NZ_JAJSDI010000020.1_cds_WP_002071818.1_1039	30.131	229	597
WP_000361605.1	lcl|NZ_JAJSDI010000100.1_cds_WP_000433117.1_4	28.947	228	597
WP_000361605.1	lcl|NZ_JAJSDI010000039.1_cds_WP_001982953.1_2175	24.779	226	597
WP_000361605.1	lcl|NZ_JAJSDI010000170.1_cds_WP_000666544.1_705	28.205	234	597
WP_000361605.1	lcl|NZ_JAJSDI010000014.1_cds_WP_001141155.1_508	31.364	220	597
WP_000361605.1	lcl|NZ_JAJSDI010000005.1_cds_WP_001089503.1_2942	29.091	220	597
WP_000361605.1	lcl|NZ_JAJSDI010000028.1_cds_WP_000218834.1_1589	29.388	245	597
WP_000361605.1	lcl|NZ_JAJSDI010000455.1_cds_WP_000184524.1_2426	27.979	193	597
WP_000361605.1	lcl|NZ_JAJSDI010000008.1_cds_WP_000047473.1_3655	26.977	215	597
WP_000361605.1	lcl|NZ_JAJSDI010000284.1_cds_WP_000052667.1_1551	26.201	229	597
WP_000361605.1	lcl|NZ_JAJSDI010000032.1_cds_WP_000603361.1_1842	25.000	228	597
WP_000361605.1	lcl|NZ_JAJSDI010000398.1_cds_WP_000651462.1_2162	26.984	252	597
