WP_000340713.1	lcl|NZ_AHOK02000014.1_cds_WP_004462903.1_2236	94.186	86	106
WP_000412665.1	lcl|NZ_AHOK02000014.1_cds_WP_004477867.1_2237	92.357	314	314
WP_000412665.1	lcl|NZ_AHOK02000022.1_cds_WP_004476620.1_1260	25.460	326	314
WP_000412665.1	lcl|NZ_AHOK02000005.1_cds_WP_004483044.1_3149	23.549	293	314
WP_000412665.1	lcl|NZ_AHOK02000010.1_cds_WP_004483153.1_3008	24.699	332	314
WP_000412665.1	lcl|NZ_AHOK02000014.1_cds_WP_004483438.1_2256	21.300	277	314
WP_000412665.1	lcl|NZ_AHOK02000021.1_cds_WP_004468319.1_1532	22.353	170	314
WP_225740483.1	lcl|NZ_AHOK02000014.1_cds_WP_032919695.1_2238	87.826	115	219
WP_000652101.1	lcl|NZ_AHOK02000014.1_cds_LEP1GSC175_RS09270_2239	97.150	386	427
WP_000652101.1	lcl|NZ_AHOK02000014.1_cds_LEP1GSC175_RS09270_2239	89.362	47	427
WP_000361605.1	lcl|NZ_AHOK02000014.1_cds_WP_004477754.1_2240	94.407	590	597
WP_000361605.1	lcl|NZ_AHOK02000040.1_cds_WP_004457781.1_260	35.389	373	597
WP_000361605.1	lcl|NZ_AHOK02000010.1_cds_WP_017863782.1_2940	32.346	405	597
WP_000361605.1	lcl|NZ_AHOK02000022.1_cds_WP_004459265.1_1415	32.304	421	597
WP_000361605.1	lcl|NZ_AHOK02000014.1_cds_WP_004461439.1_2043	28.326	233	597
WP_000361605.1	lcl|NZ_AHOK02000028.1_cds_WP_004457911.1_1022	32.057	209	597
WP_000361605.1	lcl|NZ_AHOK02000010.1_cds_WP_004478579.1_3055	31.507	219	597
WP_000361605.1	lcl|NZ_AHOK02000022.1_cds_WP_004473839.1_1386	25.833	240	597
WP_000361605.1	lcl|NZ_AHOK02000031.1_cds_WP_004466497.1_756	26.786	224	597
WP_000361605.1	lcl|NZ_AHOK02000004.1_cds_WP_004477375.1_3415	30.233	215	597
WP_000361605.1	lcl|NZ_AHOK02000033.1_cds_WP_004458038.1_316	30.319	188	597
WP_000361605.1	lcl|NZ_AHOK02000004.1_cds_WP_004460086.1_3450	28.340	247	597
WP_000361605.1	lcl|NZ_AHOK02000029.1_cds_WP_004480113.1_927	29.258	229	597
WP_000361605.1	lcl|NZ_AHOK02000014.1_cds_WP_004466161.1_1999	24.779	226	597
WP_000361605.1	lcl|NZ_AHOK02000020.1_cds_WP_004460645.1_1788	27.315	216	597
WP_000361605.1	lcl|NZ_AHOK02000004.1_cds_WP_004460182.1_3396	27.778	216	597
WP_000361605.1	lcl|NZ_AHOK02000031.1_cds_WP_004463219.1_765	27.234	235	597
WP_000361605.1	lcl|NZ_AHOK02000012.1_cds_WP_004483228.1_2505	23.438	256	597
WP_000361605.1	lcl|NZ_AHOK02000012.1_cds_WP_004483228.1_2505	26.752	157	597
WP_000361605.1	lcl|NZ_AHOK02000010.1_cds_WP_004458701.1_3054	26.316	247	597
WP_000361605.1	lcl|NZ_AHOK02000031.1_cds_WP_004483921.1_735	30.000	220	597
WP_000361605.1	lcl|NZ_AHOK02000010.1_cds_WP_004459763.1_2840	28.079	203	597
WP_000361605.1	lcl|NZ_AHOK02000020.1_cds_WP_004483551.1_1697	26.744	258	597
WP_000361605.1	lcl|NZ_AHOK02000020.1_cds_WP_004483551.1_1697	27.660	188	597
WP_000361605.1	lcl|NZ_AHOK02000010.1_cds_WP_004467533.1_2951	25.641	234	597
WP_000361605.1	lcl|NZ_AHOK02000005.1_cds_WP_004483041.1_3190	26.562	256	597
WP_000361605.1	lcl|NZ_AHOK02000022.1_cds_WP_004469900.1_1431	26.364	220	597
WP_000361605.1	lcl|NZ_AHOK02000014.1_cds_WP_004470348.1_2120	23.077	221	597
WP_000361605.1	lcl|NZ_AHOK02000012.1_cds_WP_004461812.1_2515	28.444	225	597
WP_000361605.1	lcl|NZ_AHOK02000002.1_cds_WP_004459333.1_3530	44.828	58	597
WP_000361605.1	lcl|NZ_AHOK02000002.1_cds_WP_004459333.1_3530	22.581	186	597
WP_000361605.1	lcl|NZ_AHOK02000014.1_cds_WP_004477754.1_2240	94.407	590	597
WP_000361605.1	lcl|NZ_AHOK02000040.1_cds_WP_004457781.1_260	35.389	373	597
WP_000361605.1	lcl|NZ_AHOK02000010.1_cds_WP_017863782.1_2940	32.346	405	597
WP_000361605.1	lcl|NZ_AHOK02000022.1_cds_WP_004459265.1_1415	32.304	421	597
WP_000361605.1	lcl|NZ_AHOK02000014.1_cds_WP_004461439.1_2043	28.326	233	597
WP_000361605.1	lcl|NZ_AHOK02000028.1_cds_WP_004457911.1_1022	32.057	209	597
WP_000361605.1	lcl|NZ_AHOK02000010.1_cds_WP_004478579.1_3055	31.507	219	597
WP_000361605.1	lcl|NZ_AHOK02000022.1_cds_WP_004473839.1_1386	25.833	240	597
WP_000361605.1	lcl|NZ_AHOK02000031.1_cds_WP_004466497.1_756	26.786	224	597
WP_000361605.1	lcl|NZ_AHOK02000004.1_cds_WP_004477375.1_3415	30.233	215	597
