WP_000340713.1	lcl|NZ_JADDVV010000005.1_cds_WP_002725873.1_2737	90.698	86	106
WP_000412665.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733579.1_2736	91.083	314	314
WP_000412665.1	lcl|NZ_JADDVV010000016.1_cds_WP_002722638.1_526	24.615	325	314
WP_000412665.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733534.1_2733	26.022	269	314
WP_000412665.1	lcl|NZ_JADDVV010000005.1_cds_WP_002740024.1_2642	23.891	293	314
WP_000412665.1	lcl|NZ_JADDVV010000029.1_cds_WP_002743770.1_1344	22.941	170	314
WP_000412665.1	lcl|NZ_JADDVV010000005.1_cds_WP_016749081.1_2704	26.490	151	314
WP_000412665.1	lcl|NZ_JADDVV010000006.1_cds_WP_002728309.1_3001	23.151	311	314
WP_000361605.1	lcl|NZ_JADDVV010000069.1_cds_WP_002742222.1_2890	35.676	370	597
WP_000361605.1	lcl|NZ_JADDVV010000001.1_cds_WP_002723347.1_725	31.436	404	597
WP_000361605.1	lcl|NZ_JADDVV010000030.1_cds_WP_002741286.1_1524	32.542	421	597
WP_000361605.1	lcl|NZ_JADDVV010000005.1_cds_WP_002740724.1_2711	32.576	396	597
WP_000361605.1	lcl|NZ_JADDVV010000005.1_cds_IQA57_RS03180_2700	38.261	230	597
WP_000361605.1	lcl|NZ_JADDVV010000008.1_cds_WP_002739451.1_3283	27.830	212	597
WP_000361605.1	lcl|NZ_JADDVV010000009.1_cds_WP_002726143.1_3354	31.081	222	597
WP_000361605.1	lcl|NZ_JADDVV010000011.1_cds_WP_002752475.1_133	26.407	231	597
WP_000361605.1	lcl|NZ_JADDVV010000002.1_cds_WP_002734207.1_1440	30.303	231	597
WP_000361605.1	lcl|NZ_JADDVV010000055.1_cds_WP_002738485.1_2555	30.319	188	597
WP_000361605.1	lcl|NZ_JADDVV010000003.1_cds_WP_002721914.1_1967	27.935	247	597
WP_000361605.1	lcl|NZ_JADDVV010000004.1_cds_WP_002724285.1_2348	28.879	232	597
WP_000361605.1	lcl|NZ_JADDVV010000003.1_cds_WP_002721827.1_2000	29.302	215	597
WP_000361605.1	lcl|NZ_JADDVV010000027.1_cds_WP_002729296.1_1245	28.704	216	597
WP_000361605.1	lcl|NZ_JADDVV010000010.1_cds_WP_002728388.1_66	27.778	216	597
WP_000361605.1	lcl|NZ_JADDVV010000008.1_cds_WP_002725984.1_3251	24.779	226	597
WP_000361605.1	lcl|NZ_JADDVV010000011.1_cds_WP_002729758.1_142	32.273	220	597
WP_000361605.1	lcl|NZ_JADDVV010000025.1_cds_WP_002733837.1_1176	28.235	255	597
WP_000361605.1	lcl|NZ_JADDVV010000025.1_cds_WP_002733837.1_1176	26.230	183	597
WP_000361605.1	lcl|NZ_JADDVV010000004.1_cds_WP_002730493.1_2366	25.581	215	597
WP_000361605.1	lcl|NZ_JADDVV010000004.1_cds_WP_002724311.1_2347	25.911	247	597
WP_000361605.1	lcl|NZ_JADDVV010000031.1_cds_WP_032853264.1_1596	26.293	232	597
WP_000361605.1	lcl|NZ_JADDVV010000031.1_cds_WP_032853264.1_1596	27.389	157	597
WP_000361605.1	lcl|NZ_JADDVV010000011.1_cds_WP_002729133.1_125	27.234	235	597
WP_000361605.1	lcl|NZ_JADDVV010000001.1_cds_WP_002735056.1_810	25.714	210	597
WP_000361605.1	lcl|NZ_JADDVV010000015.1_cds_WP_002733736.1_457	26.587	252	597
WP_000361605.1	lcl|NZ_JADDVV010000004.1_cds_WP_002724740.1_2327	26.364	220	597
WP_000361605.1	lcl|NZ_JADDVV010000004.1_cds_WP_002734915.1_2295	25.641	234	597
WP_000361605.1	lcl|NZ_JADDVV010000004.1_cds_WP_002734915.1_2295	24.314	255	597
WP_000361605.1	lcl|NZ_JADDVV010000004.1_cds_WP_002739909.1_2304	44.828	58	597
WP_000361605.1	lcl|NZ_JADDVV010000004.1_cds_WP_002739909.1_2304	23.118	186	597
WP_000361605.1	lcl|NZ_JADDVV010000052.1_cds_WP_002739367.1_2480	22.388	201	597
WP_000361605.1	lcl|NZ_JADDVV010000031.1_cds_WP_002723659.1_1587	27.111	225	597
WP_000361605.1	lcl|NZ_JADDVV010000069.1_cds_WP_002742222.1_2890	35.676	370	597
WP_000361605.1	lcl|NZ_JADDVV010000001.1_cds_WP_002723347.1_725	31.436	404	597
WP_000361605.1	lcl|NZ_JADDVV010000030.1_cds_WP_002741286.1_1524	32.542	421	597
