WP_000340713.1	lcl|NZ_MCLU01000071.1_cds_WP_000340715.1_3415	95.349	86	106
WP_000412665.1	lcl|NZ_MCLU01000071.1_cds_WP_000410273.1_3414	95.192	312	314
WP_000412665.1	lcl|NZ_MCLU01000013.1_cds_WP_000744695.1_655	24.925	333	314
WP_000412665.1	lcl|NZ_MCLU01000071.1_cds_WP_000646255.1_3411	26.766	269	314
WP_000412665.1	lcl|NZ_MCLU01000008.1_cds_WP_000600891.1_3610	26.425	193	314
WP_000412665.1	lcl|NZ_MCLU01000068.1_cds_WP_000649929.1_3295	27.829	327	314
WP_000412665.1	lcl|NZ_MCLU01000185.1_cds_WP_000723081.1_1286	22.680	291	314
WP_000361605.1	lcl|NZ_MCLU01000094.1_cds_WP_000172209.1_3898	35.450	378	597
WP_000361605.1	lcl|NZ_MCLU01000048.1_cds_WP_000667646.1_2748	32.832	399	597
WP_000361605.1	lcl|NZ_MCLU01000201.1_cds_WP_000828456.1_1502	31.591	421	597
WP_000361605.1	lcl|NZ_MCLU01000008.1_cds_WP_000834719.1_3616	31.169	385	597
WP_000361605.1	lcl|NZ_MCLU01000006.1_cds_WP_000510772.1_3083	28.372	215	597
WP_000361605.1	lcl|NZ_MCLU01000005.1_cds_WP_000619183.1_2793	29.960	247	597
WP_000361605.1	lcl|NZ_MCLU01000044.1_cds_WP_001161019.1_2658	31.579	209	597
WP_000361605.1	lcl|NZ_MCLU01000039.1_cds_WP_001052496.1_2476	25.703	249	597
WP_000361605.1	lcl|NZ_MCLU01000045.1_cds_WP_002071818.1_2687	30.131	229	597
WP_000361605.1	lcl|NZ_MCLU01000040.1_cds_WP_000433117.1_2574	28.947	228	597
WP_000361605.1	lcl|NZ_MCLU01000019.1_cds_WP_001982953.1_1333	24.779	226	597
WP_000361605.1	lcl|NZ_MCLU01000009.1_cds_WP_000666544.1_3819	28.205	234	597
WP_000361605.1	lcl|NZ_MCLU01000118.1_cds_WP_001141155.1_446	31.364	220	597
WP_000361605.1	lcl|NZ_MCLU01000009.1_cds_WP_001089503.1_3799	29.091	220	597
WP_000361605.1	lcl|NZ_MCLU01000005.1_cds_WP_000218834.1_2794	29.388	245	597
WP_000361605.1	lcl|NZ_MCLU01000057.1_cds_WP_000184520.1_3020	27.979	193	597
WP_000361605.1	lcl|NZ_MCLU01000003.1_cds_WP_000047473.1_2112	26.977	215	597
WP_000361605.1	lcl|NZ_MCLU01000212.1_cds_WP_000052667.1_1629	26.201	229	597
WP_000361605.1	lcl|NZ_MCLU01000189.1_cds_WP_000603361.1_1306	25.000	228	597
WP_000361605.1	lcl|NZ_MCLU01000021.1_cds_WP_000651462.1_1548	26.984	252	597
WP_000361605.1	lcl|NZ_MCLU01000012.1_cds_WP_000590871.1_490	24.651	215	597
WP_000361605.1	lcl|NZ_MCLU01000027.1_cds_WP_001049213.1_1967	27.451	255	597
WP_000361605.1	lcl|NZ_MCLU01000027.1_cds_WP_001049213.1_1967	25.764	229	597
WP_000361605.1	lcl|NZ_MCLU01000007.1_cds_WP_001288322.1_3364	27.660	235	597
WP_000361605.1	lcl|NZ_MCLU01000080.1_cds_WP_000598571.1_3632	26.244	221	597
WP_000361605.1	lcl|NZ_MCLU01000084.1_cds_WP_000054169.1_3689	24.876	201	597
WP_000361605.1	lcl|NZ_MCLU01000094.1_cds_WP_000626143.1_3893	29.327	208	597
WP_000361605.1	lcl|NZ_MCLU01000094.1_cds_WP_000626143.1_3893	24.719	178	597
WP_000361605.1	lcl|NZ_MCLU01000119.1_cds_WP_000136058.1_454	27.753	227	597
WP_000361605.1	lcl|NZ_MCLU01000076.1_cds_WP_000481721.1_3514	24.783	230	597
WP_000361605.1	lcl|NZ_MCLU01000076.1_cds_WP_000481721.1_3514	23.431	239	597
WP_000361605.1	lcl|NZ_MCLU01000094.1_cds_WP_000172209.1_3898	35.450	378	597
WP_000361605.1	lcl|NZ_MCLU01000048.1_cds_WP_000667646.1_2748	32.832	399	597
WP_000361605.1	lcl|NZ_MCLU01000201.1_cds_WP_000828456.1_1502	31.591	421	597
WP_000361605.1	lcl|NZ_MCLU01000008.1_cds_WP_000834719.1_3616	31.169	385	597
WP_000361605.1	lcl|NZ_MCLU01000006.1_cds_WP_000510772.1_3083	28.372	215	597
WP_000361605.1	lcl|NZ_MCLU01000005.1_cds_WP_000619183.1_2793	29.960	247	597
WP_000361605.1	lcl|NZ_MCLU01000044.1_cds_WP_001161019.1_2658	31.579	209	597
WP_000361605.1	lcl|NZ_MCLU01000039.1_cds_WP_001052496.1_2476	25.703	249	597
WP_000361605.1	lcl|NZ_MCLU01000045.1_cds_WP_002071818.1_2687	30.131	229	597
WP_000361605.1	lcl|NZ_MCLU01000040.1_cds_WP_000433117.1_2574	28.947	228	597
WP_000361605.1	lcl|NZ_MCLU01000019.1_cds_WP_001982953.1_1333	24.779	226	597
WP_000361605.1	lcl|NZ_MCLU01000009.1_cds_WP_000666544.1_3819	28.205	234	597
WP_000361605.1	lcl|NZ_MCLU01000118.1_cds_WP_001141155.1_446	31.364	220	597
WP_000361605.1	lcl|NZ_MCLU01000009.1_cds_WP_001089503.1_3799	29.091	220	597
WP_000361605.1	lcl|NZ_MCLU01000005.1_cds_WP_000218834.1_2794	29.388	245	597
WP_000361605.1	lcl|NZ_MCLU01000057.1_cds_WP_000184520.1_3020	27.979	193	597
WP_000361605.1	lcl|NZ_MCLU01000003.1_cds_WP_000047473.1_2112	26.977	215	597
WP_000361605.1	lcl|NZ_MCLU01000212.1_cds_WP_000052667.1_1629	26.201	229	597
WP_000361605.1	lcl|NZ_MCLU01000189.1_cds_WP_000603361.1_1306	25.000	228	597
WP_000361605.1	lcl|NZ_MCLU01000021.1_cds_WP_000651462.1_1548	26.984	252	597
WP_000361605.1	lcl|NZ_MCLU01000012.1_cds_WP_000590871.1_490	24.651	215	597
WP_000361605.1	lcl|NZ_MCLU01000027.1_cds_WP_001049213.1_1967	27.451	255	597
WP_000361605.1	lcl|NZ_MCLU01000027.1_cds_WP_001049213.1_1967	25.764	229	597
WP_000361605.1	lcl|NZ_MCLU01000007.1_cds_WP_001288322.1_3364	27.660	235	597
WP_000361605.1	lcl|NZ_MCLU01000080.1_cds_WP_000598571.1_3632	26.244	221	597
WP_000361605.1	lcl|NZ_MCLU01000084.1_cds_WP_000054169.1_3689	24.876	201	597
WP_000361605.1	lcl|NZ_MCLU01000094.1_cds_WP_000626143.1_3893	29.327	208	597
WP_000361605.1	lcl|NZ_MCLU01000094.1_cds_WP_000626143.1_3893	24.719	178	597
WP_000361605.1	lcl|NZ_MCLU01000119.1_cds_WP_000136058.1_454	27.753	227	597
WP_000361605.1	lcl|NZ_MCLU01000076.1_cds_WP_000481721.1_3514	24.783	230	597
WP_000361605.1	lcl|NZ_MCLU01000076.1_cds_WP_000481721.1_3514	23.431	239	597
WP_000699347.1	lcl|NZ_MCLU01000071.1_cds_WP_000646255.1_3411	31.304	345	350
WP_000699347.1	lcl|NZ_MCLU01000185.1_cds_WP_000723081.1_1286	24.157	356	350
WP_000699347.1	lcl|NZ_MCLU01000013.1_cds_WP_000744695.1_655	24.576	354	350
WP_000699347.1	lcl|NZ_MCLU01000008.1_cds_WP_000600891.1_3610	24.384	365	350
WP_000699347.1	lcl|NZ_MCLU01000025.1_cds_WP_002064390.1_1872	23.871	310	350
WP_000699347.1	lcl|NZ_MCLU01000071.1_cds_WP_000410273.1_3414	24.437	311	350
WP_000699347.1	lcl|NZ_MCLU01000068.1_cds_WP_000649929.1_3295	24.675	308	350
WP_000699347.1	lcl|NZ_MCLU01000071.1_cds_WP_001067557.1_3408	25.000	256	350
WP_000699347.1	lcl|NZ_MCLU01000025.1_cds_WP_000709511.1_1882	25.882	255	350
WP_000699347.1	lcl|NZ_MCLU01000030.1_cds_WP_001074779.1_2189	24.609	256	350
WP_000699347.1	lcl|NZ_MCLU01000008.1_cds_WP_000601375.1_3583	21.557	334	350
WP_000699347.1	lcl|NZ_MCLU01000008.1_cds_WP_000487319.1_3585	26.519	181	350
WP_000699347.1	lcl|NZ_MCLU01000034.1_cds_WP_001003563.1_2333	24.468	188	350
WP_000275582.1	lcl|NZ_MCLU01000008.1_cds_WP_001230563.1_3607	36.812	345	349
WP_000275582.1	lcl|NZ_MCLU01000008.1_cds_WP_000582623.1_3603	34.545	330	349
WP_000275582.1	lcl|NZ_MCLU01000001.1_cds_WP_001011666.1_57	36.957	276	349
WP_000275582.1	lcl|NZ_MCLU01000008.1_cds_WP_001230563.1_3607	36.812	345	349
WP_000275582.1	lcl|NZ_MCLU01000008.1_cds_WP_000582623.1_3603	34.545	330	349
WP_000275582.1	lcl|NZ_MCLU01000001.1_cds_WP_001011666.1_57	36.957	276	349
WP_000623952.1	lcl|NZ_MCLU01000008.1_cds_WP_000132018.1_3611	39.035	228	247
