WP_000340713.1	lcl|NZ_NPDM01000006.1_cds_WP_100727283.1_3164	64.865	74	106
WP_000412665.1	lcl|NZ_NPDM01000006.1_cds_WP_100727191.1_3165	82.803	314	314
WP_000412665.1	lcl|NZ_NPDM01000001.1_cds_WP_100725791.1_1270	23.333	330	314
WP_000412665.1	lcl|NZ_NPDM01000006.1_cds_WP_100727154.1_3202	24.885	217	314
WP_000412665.1	lcl|NZ_NPDM01000005.1_cds_WP_100715920.1_2900	23.529	170	314
WP_000361605.1	lcl|NZ_NPDM01000006.1_cds_WP_100727186.1_3170	49.389	573	597
WP_000361605.1	lcl|NZ_NPDM01000001.1_cds_WP_100716311.1_213	43.983	241	597
WP_000361605.1	lcl|NZ_NPDM01000001.1_cds_WP_100725590.1_956	37.415	294	597
WP_000361605.1	lcl|NZ_NPDM01000001.1_cds_WP_100725406.1_669	36.531	271	597
WP_000361605.1	lcl|NZ_NPDM01000001.1_cds_WP_100725618.1_1016	37.544	285	597
WP_000361605.1	lcl|NZ_NPDM01000001.1_cds_WP_100728668.1_667	34.252	254	597
WP_000361605.1	lcl|NZ_NPDM01000004.1_cds_WP_100727536.1_2783	28.571	364	597
WP_000361605.1	lcl|NZ_NPDM01000008.1_cds_WP_100727576.1_3377	29.730	222	597
WP_000361605.1	lcl|NZ_NPDM01000003.1_cds_WP_100717653.1_2427	26.724	232	597
WP_000361605.1	lcl|NZ_NPDM01000001.1_cds_WP_100719689.1_694	30.631	222	597
WP_000361605.1	lcl|NZ_NPDM01000002.1_cds_WP_100728022.1_1596	28.070	228	597
WP_000361605.1	lcl|NZ_NPDM01000009.1_cds_WP_100727879.1_3518	30.043	233	597
WP_000361605.1	lcl|NZ_NPDM01000001.1_cds_WP_100726092.1_539	28.856	201	597
WP_000361605.1	lcl|NZ_NPDM01000001.1_cds_WP_100725923.1_1458	32.889	225	597
WP_000361605.1	lcl|NZ_NPDM01000010.1_cds_WP_100726786.1_1541	27.966	236	597
WP_000361605.1	lcl|NZ_NPDM01000001.1_cds_WP_100721480.1_756	28.509	228	597
WP_000361605.1	lcl|NZ_NPDM01000003.1_cds_WP_100718973.1_2516	29.577	213	597
WP_000361605.1	lcl|NZ_NPDM01000009.1_cds_WP_100727859.1_3492	26.852	216	597
WP_000361605.1	lcl|NZ_NPDM01000001.1_cds_WP_100726006.1_651	27.168	173	597
