WP_000340713.1	lcl|NZ_AOWV01000180.1_cds_WP_000340715.1_3263	95.349	86	106
WP_000412665.1	lcl|NZ_AOWV01000180.1_cds_WP_000410266.1_3262	94.872	312	314
WP_000412665.1	lcl|NZ_AOWV01000053.1_cds_WP_000744698.1_625	24.925	333	314
WP_000412665.1	lcl|NZ_AOWV01000180.1_cds_WP_000646254.1_3259	26.394	269	314
WP_000412665.1	lcl|NZ_AOWV01000108.1_cds_WP_000723091.1_1579	23.024	291	314
WP_000361605.1	lcl|NZ_AOWV01000068.1_cds_WP_002072224.1_916	52.365	592	597
WP_000361605.1	lcl|NZ_AOWV01000074.1_cds_WP_000172209.1_1067	35.450	378	597
WP_000361605.1	lcl|NZ_AOWV01000147.1_cds_WP_000667646.1_2381	32.832	399	597
WP_000361605.1	lcl|NZ_AOWV01000102.1_cds_WP_000828456.1_1462	31.591	421	597
WP_000361605.1	lcl|NZ_AOWV01000190.1_cds_WP_000510770.1_3600	28.372	215	597
WP_000361605.1	lcl|NZ_AOWV01000167.1_cds_WP_000619182.1_2832	29.960	247	597
WP_000361605.1	lcl|NZ_AOWV01000128.1_cds_WP_001161019.1_1869	31.579	209	597
WP_000361605.1	lcl|NZ_AOWV01000036.1_cds_WP_001052496.1_286	25.703	249	597
WP_000361605.1	lcl|NZ_AOWV01000074.1_cds_WP_002071818.1_1081	30.131	229	597
WP_000361605.1	lcl|NZ_AOWV01000182.1_cds_WP_000433117.1_3279	28.947	228	597
WP_000361605.1	lcl|NZ_AOWV01000175.1_cds_WP_001982953.1_3053	24.779	226	597
WP_000361605.1	lcl|NZ_AOWV01000004.1_cds_WP_001141162.1_28	31.364	220	597
WP_000361605.1	lcl|NZ_AOWV01000183.1_cds_WP_000666552.1_3331	27.778	234	597
WP_000361605.1	lcl|NZ_AOWV01000167.1_cds_WP_000218832.1_2831	28.980	245	597
WP_000361605.1	lcl|NZ_AOWV01000182.1_cds_WP_001089503.1_3311	29.091	220	597
WP_000361605.1	lcl|NZ_AOWV01000075.1_cds_WP_000184524.1_1098	27.979	193	597
WP_000361605.1	lcl|NZ_AOWV01000164.1_cds_WP_000047473.1_2758	26.977	215	597
WP_000361605.1	lcl|NZ_AOWV01000040.1_cds_WP_000052667.1_366	26.201	229	597
WP_000361605.1	lcl|NZ_AOWV01000176.1_cds_WP_000603361.1_3111	25.000	228	597
WP_000361605.1	lcl|NZ_AOWV01000106.1_cds_WP_000651462.1_1520	26.984	252	597
WP_000361605.1	lcl|NZ_AOWV01000119.1_cds_WP_000590871.1_1698	24.651	215	597
WP_000361605.1	lcl|NZ_AOWV01000150.1_cds_WP_001049212.1_2415	27.451	255	597
WP_000361605.1	lcl|NZ_AOWV01000150.1_cds_WP_001049212.1_2415	25.764	229	597
WP_000361605.1	lcl|NZ_AOWV01000022.1_cds_WP_001288322.1_172	27.660	235	597
WP_000361605.1	lcl|NZ_AOWV01000173.1_cds_WP_000598571.1_2993	26.244	221	597
WP_000361605.1	lcl|NZ_AOWV01000176.1_cds_WP_000054169.1_3128	24.876	201	597
