WP_000340713.1	lcl|NZ_AOHH01000067.1_cds_WP_000340715.1_581	95.349	86	106
WP_000412665.1	lcl|NZ_AOHH01000067.1_cds_WP_004421326.1_582	98.071	311	314
WP_000412665.1	lcl|NZ_AOHH01000133.1_cds_WP_004449470.1_1462	24.923	325	314
WP_000412665.1	lcl|NZ_AOHH01000067.1_cds_WP_004448459.1_585	25.157	318	314
WP_000412665.1	lcl|NZ_AOHH01000245.1_cds_WP_004450637.1_2774	22.867	293	314
WP_000361605.1	lcl|NZ_AOHH01000245.1_cds_WP_036063888.1_2721	52.792	591	597
WP_000361605.1	lcl|NZ_AOHH01000226.1_cds_WP_082287632.1_2474	35.200	375	597
WP_000361605.1	lcl|NZ_AOHH01000109.1_cds_WP_004449060.1_1156	32.178	404	597
WP_000361605.1	lcl|NZ_AOHH01000024.1_cds_WP_004447976.1_180	31.591	421	597
WP_000361605.1	lcl|NZ_AOHH01000087.1_cds_WP_004426570.1_848	28.837	215	597
WP_000361605.1	lcl|NZ_AOHH01000279.1_cds_WP_004451168.1_3343	32.057	209	597
WP_000361605.1	lcl|NZ_AOHH01000091.1_cds_WP_004419478.1_912	32.314	229	597
WP_000361605.1	lcl|NZ_AOHH01000199.1_cds_WP_004421780.1_2245	29.150	247	597
WP_000361605.1	lcl|NZ_AOHH01000047.1_cds_WP_004448223.1_395	29.386	228	597
WP_000361605.1	lcl|NZ_AOHH01000069.1_cds_WP_036062300.1_612	32.273	220	597
WP_000361605.1	lcl|NZ_AOHH01000261.1_cds_WP_004450907.1_3052	24.793	242	597
WP_000361605.1	lcl|NZ_AOHH01000295.1_cds_WP_004451431.1_3561	29.534	193	597
WP_000361605.1	lcl|NZ_AOHH01000199.1_cds_WP_004450130.1_2244	27.711	249	597
WP_000361605.1	lcl|NZ_AOHH01000044.1_cds_WP_002148954.1_353	30.876	217	597
WP_000361605.1	lcl|NZ_AOHH01000185.1_cds_WP_004450005.1_2083	24.413	213	597
WP_000361605.1	lcl|NZ_AOHH01000282.1_cds_WP_004451265.1_3444	26.496	234	597
WP_000361605.1	lcl|NZ_AOHH01000136.1_cds_WP_036063094.1_1579	27.778	216	597
WP_000361605.1	lcl|NZ_AOHH01000049.1_cds_WP_002147909.1_421	25.000	228	597
WP_000361605.1	lcl|NZ_AOHH01000192.1_cds_WP_004450087.1_2174	25.764	229	597
WP_000361605.1	lcl|NZ_AOHH01000098.1_cds_WP_004419703.1_998	27.966	236	597
