WP_000340713.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135568908.1_200	62.821	78	106
WP_000412665.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135568910.1_201	80.323	310	314
WP_000412665.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135573119.1_2442	26.837	313	314
WP_000412665.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261637096.1_2469	23.795	332	314
WP_000412665.1	lcl|NZ_JANLJQ010000004.1_cds_WP_261637707.1_3573	22.941	170	314
WP_000412665.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636107.1_281	28.477	151	314
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261637302.1_204	49.738	573	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135571248.1_1408	42.857	238	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636973.1_2167	39.669	242	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636837.1_1861	35.531	273	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636998.1_2231	39.331	239	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636836.1_1859	28.969	359	597
WP_000361605.1	lcl|NZ_JANLJQ010000002.1_cds_WP_261637490.1_3133	31.489	235	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636473.1_1079	29.493	217	597
WP_000361605.1	lcl|NZ_JANLJQ010000003.1_cds_WP_246837089.1_3308	27.848	237	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135569135.1_348	28.395	243	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636845.1_1884	31.390	223	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636874.1_1949	29.646	226	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135569688.1_659	29.918	244	597
WP_000361605.1	lcl|NZ_JANLJQ010000003.1_cds_WP_135574677.1_3208	29.245	212	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261637182.1_2647	30.986	213	597
WP_000361605.1	lcl|NZ_JANLJQ010000005.1_cds_WP_135568586.1_3757	29.091	220	597
WP_000361605.1	lcl|NZ_JANLJQ010000003.1_cds_WP_135574912.1_3376	27.193	228	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636788.1_1739	28.000	200	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135569264.1_419	27.948	229	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_100717123.1_632	26.339	224	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135569183.1_374	26.606	218	597
WP_000361605.1	lcl|NZ_JANLJQ010000005.1_cds_WP_135568613.1_3728	26.556	241	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135572051.1_1841	26.590	173	597
WP_000361605.1	lcl|NZ_JANLJQ010000003.1_cds_WP_135574693.1_3216	27.014	211	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135573779.1_2809	25.541	231	597
WP_000361605.1	lcl|NZ_JANLJQ010000003.1_cds_WP_135574914.1_3377	27.329	161	597
WP_000361605.1	lcl|NZ_JANLJQ010000003.1_cds_WP_135574914.1_3377	39.394	66	597
WP_000361605.1	lcl|NZ_JANLJQ010000002.1_cds_WP_261637417.1_2980	25.322	233	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135570343.1_1034	26.432	227	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636902.1_2008	25.100	251	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135569918.1_800	25.110	227	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636709.1_1544	26.761	213	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636709.1_1544	26.364	220	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135571417.1_1494	27.442	215	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636846.1_1885	26.160	237	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636602.1_1327	23.629	237	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636411.1_932	26.540	211	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636869.1_1941	23.846	260	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636869.1_1941	22.581	248	597
WP_000361605.1	lcl|NZ_JANLJQ010000003.1_cds_WP_261637580.1_3320	24.731	186	597
WP_000361605.1	lcl|NZ_JANLJQ010000003.1_cds_WP_261637580.1_3320	24.400	250	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261637302.1_204	49.738	573	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135571248.1_1408	42.857	238	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636973.1_2167	39.669	242	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636837.1_1861	35.531	273	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636998.1_2231	39.331	239	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636836.1_1859	28.969	359	597
WP_000361605.1	lcl|NZ_JANLJQ010000002.1_cds_WP_261637490.1_3133	31.489	235	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636473.1_1079	29.493	217	597
WP_000361605.1	lcl|NZ_JANLJQ010000003.1_cds_WP_246837089.1_3308	27.848	237	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135569135.1_348	28.395	243	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636845.1_1884	31.390	223	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636874.1_1949	29.646	226	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135569688.1_659	29.918	244	597
WP_000361605.1	lcl|NZ_JANLJQ010000003.1_cds_WP_135574677.1_3208	29.245	212	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261637182.1_2647	30.986	213	597
WP_000361605.1	lcl|NZ_JANLJQ010000005.1_cds_WP_135568586.1_3757	29.091	220	597
WP_000361605.1	lcl|NZ_JANLJQ010000003.1_cds_WP_135574912.1_3376	27.193	228	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636788.1_1739	28.000	200	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135569264.1_419	27.948	229	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_100717123.1_632	26.339	224	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135569183.1_374	26.606	218	597
WP_000361605.1	lcl|NZ_JANLJQ010000005.1_cds_WP_135568613.1_3728	26.556	241	597
WP_000361605.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135572051.1_1841	26.590	173	597
WP_000361605.1	lcl|NZ_JANLJQ010000003.1_cds_WP_135574693.1_3216	27.014	211	597
