WP_000340713.1	lcl|NZ_JASEXI010000064.1_cds_WP_004462903.1_3423	94.186	86	106
WP_000412665.1	lcl|NZ_JASEXI010000064.1_cds_WP_061220368.1_3422	92.258	310	314
WP_000412665.1	lcl|NZ_JASEXI010000013.1_cds_WP_004461583.1_1517	25.460	326	314
WP_000412665.1	lcl|NZ_JASEXI010000064.1_cds_WP_004479538.1_3419	26.394	269	314
WP_000412665.1	lcl|NZ_JASEXI010000028.1_cds_WP_004476514.1_2538	23.549	293	314
WP_000412665.1	lcl|NZ_JASEXI010000005.1_cds_WP_004487738.1_745	24.699	332	314
WP_000412665.1	lcl|NZ_JASEXI010000001.1_cds_WP_004490254.1_86	22.353	170	314
WP_000361605.1	lcl|NZ_JASEXI010000072.1_cds_WP_061219831.1_3476	53.469	591	597
WP_000361605.1	lcl|NZ_JASEXI010000020.1_cds_WP_004457781.1_2075	35.389	373	597
WP_000361605.1	lcl|NZ_JASEXI010000005.1_cds_WP_017863782.1_679	32.346	405	597
WP_000361605.1	lcl|NZ_JASEXI010000009.1_cds_WP_004480428.1_1168	32.304	421	597
WP_000361605.1	lcl|NZ_JASEXI010000004.1_cds_WP_004461439.1_633	28.326	233	597
WP_000361605.1	lcl|NZ_JASEXI010000015.1_cds_WP_004475846.1_1647	33.158	190	597
WP_000361605.1	lcl|NZ_JASEXI010000009.1_cds_WP_004473839.1_1196	25.833	240	597
WP_000361605.1	lcl|NZ_JASEXI010000005.1_cds_WP_016552026.1_792	31.963	219	597
WP_000361605.1	lcl|NZ_JASEXI010000041.1_cds_WP_004462501.1_2594	26.786	224	597
WP_000361605.1	lcl|NZ_JASEXI010000003.1_cds_WP_004460145.1_419	30.233	215	597
WP_000361605.1	lcl|NZ_JASEXI010000011.1_cds_WP_004458038.1_1325	30.319	188	597
WP_000361605.1	lcl|NZ_JASEXI010000051.1_cds_WP_004460086.1_3273	28.340	247	597
WP_000361605.1	lcl|NZ_JASEXI010000026.1_cds_WP_004480113.1_2413	29.258	229	597
WP_000361605.1	lcl|NZ_JASEXI010000003.1_cds_WP_004473583.1_438	27.778	216	597
WP_000361605.1	lcl|NZ_JASEXI010000029.1_cds_WP_004460645.1_2649	27.315	216	597
WP_000361605.1	lcl|NZ_JASEXI010000032.1_cds_WP_004462026.1_2737	24.336	226	597
WP_000361605.1	lcl|NZ_JASEXI010000034.1_cds_WP_004461802.1_2881	23.438	256	597
WP_000361605.1	lcl|NZ_JASEXI010000034.1_cds_WP_004461802.1_2881	26.752	157	597
WP_000361605.1	lcl|NZ_JASEXI010000049.1_cds_WP_004466296.1_3226	27.234	235	597
