WP_000340713.1	lcl|NZ_ANCE01000179.1_cds_WP_004753574.1_2885	98.837	86	106
WP_000412665.1	lcl|NZ_ANCE01000179.1_cds_WP_004766657.1_2884	96.474	312	314
WP_000412665.1	lcl|NZ_ANCE01000111.1_cds_WP_004753565.1_1893	24.925	333	314
WP_000412665.1	lcl|NZ_ANCE01000179.1_cds_WP_020763887.1_2881	25.157	318	314
WP_000412665.1	lcl|NZ_ANCE01000068.1_cds_WP_004766668.1_935	22.887	284	314
WP_000361605.1	lcl|NZ_ANCE01000068.1_cds_WP_020762894.1_983	52.792	591	597
WP_000361605.1	lcl|NZ_ANCE01000124.1_cds_WP_020763529.1_2061	35.185	378	597
WP_000361605.1	lcl|NZ_ANCE01000117.1_cds_WP_004767275.1_1988	32.581	399	597
WP_000361605.1	lcl|NZ_ANCE01000213.1_cds_WP_004768876.1_3580	31.591	421	597
WP_000361605.1	lcl|NZ_ANCE01000012.1_cds_WP_004750725.1_178	27.907	215	597
WP_000361605.1	lcl|NZ_ANCE01000129.1_cds_WP_004779299.1_2133	29.600	250	597
WP_000361605.1	lcl|NZ_ANCE01000061.1_cds_WP_004767089.1_769	32.057	209	597
WP_000361605.1	lcl|NZ_ANCE01000168.1_cds_WP_004754327.1_2677	30.736	231	597
WP_000361605.1	lcl|NZ_ANCE01000006.1_cds_WP_004754759.1_82	25.207	242	597
WP_000361605.1	lcl|NZ_ANCE01000190.1_cds_WP_004752581.1_3195	29.386	228	597
WP_000361605.1	lcl|NZ_ANCE01000076.1_cds_WP_004779624.1_1087	24.883	213	597
WP_000361605.1	lcl|NZ_ANCE01000129.1_cds_WP_004765745.1_2132	27.530	247	597
WP_000361605.1	lcl|NZ_ANCE01000015.1_cds_WP_020762497.1_193	29.534	193	597
WP_000361605.1	lcl|NZ_ANCE01000037.1_cds_WP_004764913.1_556	31.364	220	597
WP_000361605.1	lcl|NZ_ANCE01000190.1_cds_WP_004766239.1_3163	30.415	217	597
WP_000361605.1	lcl|NZ_ANCE01000190.1_cds_WP_004752570.1_3143	27.778	234	597
WP_000361605.1	lcl|NZ_ANCE01000159.1_cds_WP_020763772.1_2610	24.348	230	597
WP_000361605.1	lcl|NZ_ANCE01000221.1_cds_WP_016749953.1_3808	26.512	215	597
WP_000361605.1	lcl|NZ_ANCE01000150.1_cds_WP_020763714.1_2479	27.542	236	597
