WP_000340713.1	lcl|NZ_JAMQPW010000002.1_cds_WP_135746496.1_2638	61.538	78	106
WP_000412665.1	lcl|NZ_JAMQPW010000002.1_cds_WP_135746495.1_2637	81.290	310	314
WP_000412665.1	lcl|NZ_JAMQPW010000001.1_cds_WP_265394842.1_390	27.619	315	314
WP_000412665.1	lcl|NZ_JAMQPW010000001.1_cds_WP_135745407.1_363	23.795	332	314
WP_000412665.1	lcl|NZ_JAMQPW010000005.1_cds_WP_135743732.1_3594	22.941	170	314
WP_000412665.1	lcl|NZ_JAMQPW010000002.1_cds_WP_265396304.1_2572	24.444	180	314
WP_000361605.1	lcl|NZ_JAMQPW010000002.1_cds_WP_265395807.1_2634	50.868	576	597
WP_000361605.1	lcl|NZ_JAMQPW010000001.1_cds_WP_265395367.1_1400	44.444	225	597
WP_000361605.1	lcl|NZ_JAMQPW010000001.1_cds_WP_265394948.1_658	40.083	242	597
WP_000361605.1	lcl|NZ_JAMQPW010000001.1_cds_WP_135744907.1_947	34.572	269	597
WP_000361605.1	lcl|NZ_JAMQPW010000001.1_cds_WP_238776969.1_597	37.712	236	597
WP_000361605.1	lcl|NZ_JAMQPW010000001.1_cds_WP_265397348.1_949	29.577	355	597
WP_000361605.1	lcl|NZ_JAMQPW010000003.1_cds_WP_265395537.1_3103	31.559	263	597
WP_000361605.1	lcl|NZ_JAMQPW010000001.1_cds_WP_265395960.1_1719	29.358	218	597
WP_000361605.1	lcl|NZ_JAMQPW010000004.1_cds_WP_135745841.1_3293	27.426	237	597
WP_000361605.1	lcl|NZ_JAMQPW010000002.1_cds_WP_238777984.1_2498	28.295	258	597
WP_000361605.1	lcl|NZ_JAMQPW010000001.1_cds_WP_135744926.1_924	32.287	223	597
WP_000361605.1	lcl|NZ_JAMQPW010000001.1_cds_WP_265394894.1_861	29.333	225	597
WP_000361605.1	lcl|NZ_JAMQPW010000006.1_cds_WP_100728389.1_3736	28.636	220	597
WP_000361605.1	lcl|NZ_JAMQPW010000002.1_cds_WP_265395642.1_2436	28.821	229	597
WP_000361605.1	lcl|NZ_JAMQPW010000001.1_cds_WP_238776757.1_191	29.730	222	597
WP_000361605.1	lcl|NZ_JAMQPW010000001.1_cds_WP_238734424.1_1063	28.000	200	597
WP_000361605.1	lcl|NZ_JAMQPW010000004.1_cds_WP_265395419.1_3225	26.339	224	597
WP_000361605.1	lcl|NZ_JAMQPW010000004.1_cds_WP_265396119.1_3385	30.526	190	597
WP_000361605.1	lcl|NZ_JAMQPW010000001.1_cds_WP_135744206.1_2140	28.636	220	597
WP_000361605.1	lcl|NZ_JAMQPW010000001.1_cds_WP_135592366.1_2167	26.339	224	597
WP_000361605.1	lcl|NZ_JAMQPW010000002.1_cds_WP_238753255.1_2472	26.606	218	597
WP_000361605.1	lcl|NZ_JAMQPW010000006.1_cds_WP_135744427.1_3708	27.386	241	597
WP_000361605.1	lcl|NZ_JAMQPW010000001.1_cds_WP_265396085.1_967	26.590	173	597
WP_000361605.1	lcl|NZ_JAMQPW010000004.1_cds_WP_238840017.1_3377	27.941	204	597
WP_000361605.1	lcl|NZ_JAMQPW010000004.1_cds_WP_265395420.1_3224	27.329	161	597
WP_000361605.1	lcl|NZ_JAMQPW010000004.1_cds_WP_265395420.1_3224	25.714	245	597
WP_000361605.1	lcl|NZ_JAMQPW010000003.1_cds_WP_265395546.1_2958	25.943	212	597
WP_000361605.1	lcl|NZ_JAMQPW010000001.1_cds_WP_265394717.1_31	25.551	227	597
WP_000361605.1	lcl|NZ_JAMQPW010000004.1_cds_WP_265395398.1_3281	24.000	250	597
WP_000361605.1	lcl|NZ_JAMQPW010000004.1_cds_WP_265395398.1_3281	24.324	185	597
WP_000361605.1	lcl|NZ_JAMQPW010000001.1_cds_WP_265395127.1_1763	26.432	227	597
WP_000361605.1	lcl|NZ_JAMQPW010000001.1_cds_WP_135744089.1_2004	25.551	227	597
WP_000361605.1	lcl|NZ_JAMQPW010000001.1_cds_WP_265395311.1_1267	27.230	213	597
WP_000361605.1	lcl|NZ_JAMQPW010000001.1_cds_WP_265395311.1_1267	26.364	220	597
WP_000361605.1	lcl|NZ_JAMQPW010000001.1_cds_WP_265394909.1_805	25.551	227	597
