WP_000340713.1	lcl|NZ_JAHERY010000058.1_cds_WP_000340715.1_2838	95.349	86	106
WP_000412665.1	lcl|NZ_JAHERY010000058.1_cds_WP_000410266.1_2839	94.872	312	314
WP_000412665.1	lcl|NZ_JAHERY010000020.1_cds_WP_000744698.1_1295	24.925	333	314
WP_000412665.1	lcl|NZ_JAHERY010000058.1_cds_WP_000646254.1_2842	26.394	269	314
WP_000412665.1	lcl|NZ_JAHERY010000018.1_cds_WP_000723091.1_1024	23.024	291	314
WP_000361605.1	lcl|NZ_JAHERY010000049.1_cds_WP_002072224.1_2504	52.365	592	597
WP_000361605.1	lcl|NZ_JAHERY010000021.1_cds_WP_000172209.1_1321	35.450	378	597
WP_000361605.1	lcl|NZ_JAHERY010000005.1_cds_WP_218198309.1_2560	32.832	399	597
WP_000361605.1	lcl|NZ_JAHERY010000044.1_cds_WP_000828456.1_2382	31.591	421	597
WP_000361605.1	lcl|NZ_JAHERY010000013.1_cds_KJT06_RS04875_607	28.372	215	597
WP_000361605.1	lcl|NZ_JAHERY010000007.1_cds_WP_000619182.1_3241	29.960	247	597
WP_000361605.1	lcl|NZ_JAHERY010000091.1_cds_WP_001161019.1_3710	31.579	209	597
WP_000361605.1	lcl|NZ_JAHERY010000007.1_cds_WP_001052496.1_3196	25.703	249	597
WP_000361605.1	lcl|NZ_JAHERY010000021.1_cds_WP_002071818.1_1335	30.131	229	597
WP_000361605.1	lcl|NZ_JAHERY010000033.1_cds_WP_000433117.1_1907	28.947	228	597
WP_000361605.1	lcl|NZ_JAHERY010000003.1_cds_WP_001982953.1_1724	24.779	226	597
WP_000361605.1	lcl|NZ_JAHERY010000075.1_cds_WP_001141162.1_3330	31.364	220	597
WP_000361605.1	lcl|NZ_JAHERY010000011.1_cds_WP_000666552.1_356	27.778	234	597
WP_000361605.1	lcl|NZ_JAHERY010000007.1_cds_WP_000218832.1_3242	28.980	245	597
WP_000361605.1	lcl|NZ_JAHERY010000011.1_cds_KJT06_RS04500_376	29.091	220	597
WP_000361605.1	lcl|NZ_JAHERY010000096.1_cds_WP_000184524.1_3765	27.979	193	597
WP_000361605.1	lcl|NZ_JAHERY010000056.1_cds_WP_000047473.1_2797	26.977	215	597
WP_000361605.1	lcl|NZ_JAHERY010000001.1_cds_WP_155572125.1_40	26.201	229	597
WP_000361605.1	lcl|NZ_JAHERY010000081.1_cds_WP_000603361.1_3498	25.000	228	597
WP_000361605.1	lcl|NZ_JAHERY010000061.1_cds_WP_000651462.1_2999	26.984	252	597
WP_000361605.1	lcl|NZ_JAHERY010000043.1_cds_WP_000590871.1_2331	24.651	215	597
WP_000361605.1	lcl|NZ_JAHERY010000006.1_cds_WP_001049212.1_2935	27.451	255	597
WP_000361605.1	lcl|NZ_JAHERY010000006.1_cds_WP_001049212.1_2935	25.764	229	597
WP_000361605.1	lcl|NZ_JAHERY010000062.1_cds_WP_001288322.1_3022	27.660	235	597
WP_000361605.1	lcl|NZ_JAHERY010000051.1_cds_WP_000598571.1_2669	26.244	221	597
WP_000361605.1	lcl|NZ_JAHERY010000100.1_cds_WP_000054169.1_216	24.876	201	597
WP_000361605.1	lcl|NZ_JAHERY010000021.1_cds_WP_000626143.1_1316	29.327	208	597
WP_000361605.1	lcl|NZ_JAHERY010000021.1_cds_WP_000626143.1_1316	24.719	178	597
WP_000361605.1	lcl|NZ_JAHERY010000005.1_cds_KJT06_RS02535_2611	27.753	227	597
WP_000361605.1	lcl|NZ_JAHERY010000034.1_cds_WP_000481721.1_1942	24.783	230	597
WP_000361605.1	lcl|NZ_JAHERY010000034.1_cds_WP_000481721.1_1942	23.431	239	597
WP_000361605.1	lcl|NZ_JAHERY010000049.1_cds_WP_002072224.1_2504	52.365	592	597
WP_000361605.1	lcl|NZ_JAHERY010000021.1_cds_WP_000172209.1_1321	35.450	378	597
WP_000361605.1	lcl|NZ_JAHERY010000005.1_cds_WP_218198309.1_2560	32.832	399	597
WP_000361605.1	lcl|NZ_JAHERY010000044.1_cds_WP_000828456.1_2382	31.591	421	597
WP_000361605.1	lcl|NZ_JAHERY010000013.1_cds_KJT06_RS04875_607	28.372	215	597
WP_000361605.1	lcl|NZ_JAHERY010000007.1_cds_WP_000619182.1_3241	29.960	247	597
WP_000361605.1	lcl|NZ_JAHERY010000091.1_cds_WP_001161019.1_3710	31.579	209	597
WP_000361605.1	lcl|NZ_JAHERY010000007.1_cds_WP_001052496.1_3196	25.703	249	597
WP_000361605.1	lcl|NZ_JAHERY010000021.1_cds_WP_002071818.1_1335	30.131	229	597
WP_000361605.1	lcl|NZ_JAHERY010000033.1_cds_WP_000433117.1_1907	28.947	228	597
WP_000361605.1	lcl|NZ_JAHERY010000003.1_cds_WP_001982953.1_1724	24.779	226	597
WP_000361605.1	lcl|NZ_JAHERY010000075.1_cds_WP_001141162.1_3330	31.364	220	597
WP_000361605.1	lcl|NZ_JAHERY010000011.1_cds_WP_000666552.1_356	27.778	234	597
WP_000361605.1	lcl|NZ_JAHERY010000007.1_cds_WP_000218832.1_3242	28.980	245	597
WP_000361605.1	lcl|NZ_JAHERY010000011.1_cds_KJT06_RS04500_376	29.091	220	597
WP_000361605.1	lcl|NZ_JAHERY010000096.1_cds_WP_000184524.1_3765	27.979	193	597
WP_000361605.1	lcl|NZ_JAHERY010000056.1_cds_WP_000047473.1_2797	26.977	215	597
WP_000361605.1	lcl|NZ_JAHERY010000001.1_cds_WP_155572125.1_40	26.201	229	597
WP_000361605.1	lcl|NZ_JAHERY010000081.1_cds_WP_000603361.1_3498	25.000	228	597
WP_000361605.1	lcl|NZ_JAHERY010000061.1_cds_WP_000651462.1_2999	26.984	252	597
WP_000361605.1	lcl|NZ_JAHERY010000043.1_cds_WP_000590871.1_2331	24.651	215	597
WP_000361605.1	lcl|NZ_JAHERY010000006.1_cds_WP_001049212.1_2935	27.451	255	597
WP_000361605.1	lcl|NZ_JAHERY010000006.1_cds_WP_001049212.1_2935	25.764	229	597
