WP_000340713.1	lcl|NZ_JADDWT010000040.1_cds_WP_000340715.1_2504	95.349	86	106
WP_000412665.1	lcl|NZ_JADDWT010000040.1_cds_WP_000410266.1_2503	94.872	312	314
WP_000412665.1	lcl|NZ_JADDWT010000013.1_cds_WP_000744698.1_344	24.925	333	314
WP_000412665.1	lcl|NZ_JADDWT010000040.1_cds_WP_000646254.1_2500	26.394	269	314
WP_000412665.1	lcl|NZ_JADDWT010000015.1_cds_WP_000723091.1_543	23.024	291	314
WP_000361605.1	lcl|NZ_JADDWT010000028.1_cds_WP_002072224.1_1562	52.365	592	597
WP_000361605.1	lcl|NZ_JADDWT010000031.1_cds_WP_000172209.1_1929	35.450	378	597
WP_000361605.1	lcl|NZ_JADDWT010000029.1_cds_WP_000667646.1_1631	32.832	399	597
WP_000361605.1	lcl|NZ_JADDWT010000042.1_cds_WP_000828456.1_2570	31.591	421	597
WP_000361605.1	lcl|NZ_JADDWT010000266.1_cds_WP_193824811.1_1493	44.898	98	597
WP_000361605.1	lcl|NZ_JADDWT010000136.1_cds_WP_193824770.1_394	39.103	156	597
WP_000361605.1	lcl|NZ_JADDWT010000017.1_cds_WP_000510770.1_642	28.372	215	597
WP_000361605.1	lcl|NZ_JADDWT010000002.1_cds_WP_000619182.1_1746	29.960	247	597
WP_000361605.1	lcl|NZ_JADDWT010000021.1_cds_WP_001161019.1_1155	31.579	209	597
WP_000361605.1	lcl|NZ_JADDWT010000002.1_cds_WP_001052496.1_1791	25.703	249	597
WP_000361605.1	lcl|NZ_JADDWT010000031.1_cds_WP_002071818.1_1943	30.131	229	597
WP_000361605.1	lcl|NZ_JADDWT010000025.1_cds_WP_000433117.1_1394	28.947	228	597
WP_000361605.1	lcl|NZ_JADDWT010000006.1_cds_WP_001982953.1_3389	24.779	226	597
WP_000361605.1	lcl|NZ_JADDWT010000007.1_cds_WP_001141162.1_3687	31.364	220	597
WP_000361605.1	lcl|NZ_JADDWT010000008.1_cds_WP_000666552.1_3780	27.778	234	597
WP_000361605.1	lcl|NZ_JADDWT010000002.1_cds_WP_000218832.1_1745	28.980	245	597
WP_000361605.1	lcl|NZ_JADDWT010000008.1_cds_WP_001089503.1_3800	29.091	220	597
WP_000361605.1	lcl|NZ_JADDWT010000069.1_cds_WP_000184524.1_3366	27.979	193	597
WP_000361605.1	lcl|NZ_JADDWT010000004.1_cds_WP_000047473.1_2775	26.977	215	597
WP_000361605.1	lcl|NZ_JADDWT010000044.1_cds_WP_000052667.1_2624	26.201	229	597
WP_000361605.1	lcl|NZ_JADDWT010000024.1_cds_WP_000603361.1_1330	25.000	228	597
WP_000361605.1	lcl|NZ_JADDWT010000015.1_cds_WP_000651462.1_498	26.984	252	597
WP_000361605.1	lcl|NZ_JADDWT010000071.1_cds_WP_000590871.1_3503	24.651	215	597
WP_000361605.1	lcl|NZ_JADDWT010000016.1_cds_WP_001049212.1_604	27.451	255	597
WP_000361605.1	lcl|NZ_JADDWT010000016.1_cds_WP_001049212.1_604	25.764	229	597
WP_000361605.1	lcl|NZ_JADDWT010000051.1_cds_WP_001288322.1_2937	27.660	235	597
WP_000361605.1	lcl|NZ_JADDWT010000002.1_cds_WP_000598571.1_1679	26.244	221	597
WP_000361605.1	lcl|NZ_JADDWT010000024.1_cds_WP_000054169.1_1313	24.876	201	597
WP_000361605.1	lcl|NZ_JADDWT010000126.1_cds_WP_193824768.1_308	30.612	98	597
WP_000361605.1	lcl|NZ_JADDWT010000031.1_cds_WP_000626143.1_1924	29.327	208	597
WP_000361605.1	lcl|NZ_JADDWT010000031.1_cds_WP_000626143.1_1924	24.719	178	597
WP_000361605.1	lcl|NZ_JADDWT010000027.1_cds_WP_000136058.1_1512	27.753	227	597
WP_000361605.1	lcl|NZ_JADDWT010000036.1_cds_WP_000481721.1_2154	24.783	230	597
WP_000361605.1	lcl|NZ_JADDWT010000036.1_cds_WP_000481721.1_2154	23.431	239	597
WP_000361605.1	lcl|NZ_JADDWT010000196.1_cds_WP_193824790.1_1052	58.824	34	597
WP_000361605.1	lcl|NZ_JADDWT010000028.1_cds_WP_002072224.1_1562	52.365	592	597
WP_000361605.1	lcl|NZ_JADDWT010000031.1_cds_WP_000172209.1_1929	35.450	378	597
WP_000361605.1	lcl|NZ_JADDWT010000029.1_cds_WP_000667646.1_1631	32.832	399	597
WP_000361605.1	lcl|NZ_JADDWT010000042.1_cds_WP_000828456.1_2570	31.591	421	597
WP_000361605.1	lcl|NZ_JADDWT010000266.1_cds_WP_193824811.1_1493	44.898	98	597
WP_000361605.1	lcl|NZ_JADDWT010000136.1_cds_WP_193824770.1_394	39.103	156	597
WP_000361605.1	lcl|NZ_JADDWT010000017.1_cds_WP_000510770.1_642	28.372	215	597
WP_000361605.1	lcl|NZ_JADDWT010000002.1_cds_WP_000619182.1_1746	29.960	247	597
WP_000361605.1	lcl|NZ_JADDWT010000021.1_cds_WP_001161019.1_1155	31.579	209	597
WP_000361605.1	lcl|NZ_JADDWT010000002.1_cds_WP_001052496.1_1791	25.703	249	597
WP_000361605.1	lcl|NZ_JADDWT010000031.1_cds_WP_002071818.1_1943	30.131	229	597
WP_000361605.1	lcl|NZ_JADDWT010000025.1_cds_WP_000433117.1_1394	28.947	228	597
WP_000361605.1	lcl|NZ_JADDWT010000006.1_cds_WP_001982953.1_3389	24.779	226	597
WP_000361605.1	lcl|NZ_JADDWT010000007.1_cds_WP_001141162.1_3687	31.364	220	597
