WP_000340713.1	lcl|NC_004342.2_cds_WP_000340715.1_1289	95.349	86	106
WP_000412665.1	lcl|NC_004342.2_cds_WP_000410273.1_1290	95.192	312	314
WP_000412665.1	lcl|NC_004342.2_cds_WP_000093099.1_1309	53.968	63	314
WP_000412665.1	lcl|NC_004342.2_cds_WP_000744700.1_46	24.925	333	314
WP_000412665.1	lcl|NC_004342.2_cds_WP_000646256.1_1293	26.394	269	314
WP_000412665.1	lcl|NC_004342.2_cds_WP_000600889.1_1318	26.425	193	314
WP_000412665.1	lcl|NC_004342.2_cds_WP_000723092.1_1373	22.603	292	314
WP_000361605.1	lcl|NC_004342.2_cds_WP_000172203.1_3007	35.450	378	597
WP_000361605.1	lcl|NC_004342.2_cds_WP_000667645.1_2964	33.083	399	597
WP_000361605.1	lcl|NC_004342.2_cds_WP_000828456.1_136	31.591	421	597
WP_000361605.1	lcl|NC_004342.2_cds_WP_000834715.1_1312	31.169	385	597
WP_000361605.1	lcl|NC_004342.2_cds_WP_000510777.1_959	28.372	215	597
WP_000361605.1	lcl|NC_004342.2_cds_WP_001161020.1_1064	31.579	209	597
WP_000361605.1	lcl|NC_004342.2_cds_WP_000619172.1_3435	29.555	247	597
WP_000361605.1	lcl|NC_004342.2_cds_WP_000942282.1_3021	30.568	229	597
WP_000361605.1	lcl|NC_004342.2_cds_LA_RS17435_3481	24.900	249	597
WP_000361605.1	lcl|NC_004342.2_cds_WP_000433117.1_1698	28.947	228	597
WP_000361605.1	lcl|NC_004342.2_cds_WP_001982953.1_808	24.779	226	597
WP_000361605.1	lcl|NC_004342.2_cds_WP_001141162.1_2878	31.364	220	597
WP_000361605.1	lcl|NC_004342.2_cds_WP_000666552.1_1750	27.778	234	597
WP_000361605.1	lcl|NC_004342.2_cds_WP_000127309.1_3434	28.980	245	597
WP_000361605.1	lcl|NC_004342.2_cds_WP_001089498.1_1730	29.091	220	597
WP_000361605.1	lcl|NC_004342.2_cds_WP_000184524.1_2457	27.979	193	597
WP_000361605.1	lcl|NC_004342.2_cds_WP_000047473.1_2000	26.977	215	597
WP_000361605.1	lcl|NC_004342.2_cds_WP_000052667.1_235	26.201	229	597
