WP_000340713.1	lcl|NZ_JQQU01000007.1_cds_WP_000340715.1_199	95.349	86	106
WP_000412665.1	lcl|NZ_JQQU01000007.1_cds_WP_000410273.1_200	95.192	312	314
WP_000412665.1	lcl|NZ_JQQU01000051.1_cds_WP_000744704.1_1616	24.925	333	314
WP_000412665.1	lcl|NZ_JQQU01000007.1_cds_WP_000646251.1_203	26.394	269	314
WP_000412665.1	lcl|NZ_JQQU01000007.1_cds_WP_000723086.1_270	22.680	291	314
WP_000361605.1	lcl|NZ_JQQU01000007.1_cds_WP_002106376.1_222	52.196	592	597
WP_000361605.1	lcl|NZ_JQQU01000120.1_cds_WP_154696820.1_2959	42.023	257	597
WP_000361605.1	lcl|NZ_JQQU01000156.1_cds_WP_000667646.1_3429	32.832	399	597
WP_000361605.1	lcl|NZ_JQQU01000039.1_cds_WP_000828456.1_1213	31.591	421	597
WP_000361605.1	lcl|NZ_JQQU01000164.1_cds_WP_000510777.1_3471	28.372	215	597
WP_000361605.1	lcl|NZ_JQQU01000082.1_cds_WP_045191718.1_2261	31.579	209	597
WP_000361605.1	lcl|NZ_JQQU01000003.1_cds_WP_000619177.1_103	29.555	247	597
WP_000361605.1	lcl|NZ_JQQU01000120.1_cds_WP_000942282.1_2945	30.568	229	597
WP_000361605.1	lcl|NZ_JQQU01000003.1_cds_WP_001052498.1_147	24.900	249	597
WP_000361605.1	lcl|NZ_JQQU01000117.1_cds_WP_000433117.1_2884	28.947	228	597
WP_000361605.1	lcl|NZ_JQQU01000088.1_cds_WP_001982953.1_2372	24.779	226	597
WP_000361605.1	lcl|NZ_JQQU01000212.1_cds_WP_001141158.1_3777	31.364	220	597
WP_000361605.1	lcl|NZ_JQQU01000003.1_cds_WP_000218838.1_102	28.980	245	597
WP_000361605.1	lcl|NZ_JQQU01000034.1_cds_WP_000666552.1_975	27.778	234	597
WP_000361605.1	lcl|NZ_JQQU01000034.1_cds_WP_001089499.1_995	29.091	220	597
WP_000361605.1	lcl|NZ_JQQU01000239.1_cds_WP_000184520.1_3878	27.979	193	597
WP_000361605.1	lcl|NZ_JQQU01000037.1_cds_WP_000047473.1_1079	26.977	215	597
WP_000361605.1	lcl|NZ_JQQU01000016.1_cds_WP_000052667.1_536	26.201	229	597
WP_000361605.1	lcl|NZ_JQQU01000162.1_cds_WP_000651459.1_3464	26.984	252	597
WP_000361605.1	lcl|NZ_JQQU01000174.1_cds_WP_000603361.1_3516	25.000	228	597
WP_000361605.1	lcl|NZ_JQQU01000199.1_cds_WP_045192693.1_3717	24.651	215	597
WP_000361605.1	lcl|NZ_JQQU01000012.1_cds_WP_001049210.1_400	27.451	255	597
WP_000361605.1	lcl|NZ_JQQU01000012.1_cds_WP_001049210.1_400	24.891	229	597
WP_000361605.1	lcl|NZ_JQQU01000064.1_cds_WP_001288326.1_1885	27.542	236	597
WP_000361605.1	lcl|NZ_JQQU01000151.1_cds_WP_000598571.1_3345	26.244	221	597
WP_000361605.1	lcl|NZ_JQQU01000138.1_cds_WP_000054169.1_3146	24.876	201	597
WP_000361605.1	lcl|NZ_JQQU01000108.1_cds_WP_000136057.1_2777	28.000	225	597
WP_000361605.1	lcl|NZ_JQQU01000195.1_cds_WP_000626143.1_3681	29.327	208	597
WP_000361605.1	lcl|NZ_JQQU01000195.1_cds_WP_000626143.1_3681	24.719	178	597
