WP_000340713.1	lcl|NZ_AFKN01000218.1_cds_WP_000340715.1_1218	95.349	86	106
WP_000412665.1	lcl|NZ_AFKN01000218.1_cds_WP_000410273.1_1217	95.192	312	314
WP_000412665.1	lcl|NZ_AFKN01000006.1_cds_WP_000093099.1_3731	53.968	63	314
WP_000412665.1	lcl|NZ_AFKN01000064.1_cds_WP_000744700.1_3328	24.925	333	314
WP_000412665.1	lcl|NZ_AFKN01000218.1_cds_WP_000646250.1_1214	26.766	269	314
WP_000412665.1	lcl|NZ_AFKN01000006.1_cds_WP_000600889.1_3740	26.425	193	314
WP_000412665.1	lcl|NZ_AFKN01000386.1_cds_WP_000723090.1_87	22.680	291	314
WP_000361605.1	lcl|NZ_AFKN01000104.1_cds_WP_000172202.1_2362	35.185	378	597
WP_000361605.1	lcl|NZ_AFKN01000107.1_cds_WP_000667646.1_2315	32.832	399	597
WP_000361605.1	lcl|NZ_AFKN01000150.1_cds_WP_000828455.1_1653	31.591	421	597
WP_000361605.1	lcl|NZ_AFKN01000006.1_cds_WP_000834715.1_3734	31.169	385	597
WP_000361605.1	lcl|NZ_AFKN01000127.1_cds_WP_000510777.1_1970	28.372	215	597
WP_000361605.1	lcl|NZ_AFKN01000070.1_cds_WP_001161019.1_3109	31.579	209	597
WP_000361605.1	lcl|NZ_AFKN01000232.1_cds_WP_000619175.1_1085	29.555	247	597
WP_000361605.1	lcl|NZ_AFKN01000104.1_cds_WP_000942282.1_2376	30.568	229	597
WP_000361605.1	lcl|NZ_AFKN01000069.1_cds_WP_001052498.1_3153	24.900	249	597
WP_000361605.1	lcl|NZ_AFKN01000164.1_cds_WP_000433117.1_1488	28.947	228	597
WP_000361605.1	lcl|NZ_AFKN01000117.1_cds_WP_001141158.1_2147	31.364	220	597
WP_000361605.1	lcl|NZ_AFKN01000232.1_cds_WP_000218838.1_1084	28.980	245	597
WP_000361605.1	lcl|NZ_AFKN01000183.1_cds_WP_000666552.1_1343	27.778	234	597
WP_000361605.1	lcl|NZ_AFKN01000368.1_cds_WP_001089500.1_215	29.091	220	597
WP_000361605.1	lcl|NZ_AFKN01000130.1_cds_WP_000184524.1_1928	27.979	193	597
WP_000361605.1	lcl|NZ_AFKN01000014.1_cds_WP_000047473.1_3637	26.977	215	597
WP_000361605.1	lcl|NZ_AFKN01000106.1_cds_WP_000052667.1_2333	26.201	229	597
WP_000361605.1	lcl|NZ_AFKN01000288.1_cds_WP_000590867.1_634	24.651	215	597
WP_000361605.1	lcl|NZ_AFKN01000097.1_cds_WP_000603361.1_2559	25.000	228	597
WP_000361605.1	lcl|NZ_AFKN01000117.1_cds_WP_000311172.1_2140	27.451	255	597
WP_000361605.1	lcl|NZ_AFKN01000195.1_cds_WP_000675807.1_1289	26.800	250	597
WP_000361605.1	lcl|NZ_AFKN01000068.1_cds_WP_001288326.1_3215	27.542	236	597
WP_000361605.1	lcl|NZ_AFKN01000118.1_cds_WP_000802888.1_2139	33.333	90	597
WP_000361605.1	lcl|NZ_AFKN01000067.1_cds_WP_000598571.1_3240	26.244	221	597
WP_000361605.1	lcl|NZ_AFKN01000097.1_cds_WP_000054169.1_2543	24.876	201	597
WP_000361605.1	lcl|NZ_AFKN01000075.1_cds_WP_000136057.1_2998	28.000	225	597
WP_000361605.1	lcl|NZ_AFKN01000287.1_cds_WP_000626143.1_639	29.327	208	597
WP_000361605.1	lcl|NZ_AFKN01000287.1_cds_WP_000626143.1_639	24.719	178	597
WP_000361605.1	lcl|NZ_AFKN01000141.1_cds_WP_000481720.1_1777	24.783	230	597
