WP_000340713.1	lcl|NZ_JAGGCF010000003.1_cds_WP_000340715.1_536	95.349	86	106
WP_000412665.1	lcl|NZ_JAGGCF010000003.1_cds_WP_000410273.1_537	95.192	312	314
WP_000412665.1	lcl|NZ_JAGGCF010000003.1_cds_WP_000093099.1_557	53.968	63	314
WP_000412665.1	lcl|NZ_JAGGCF010000008.1_cds_WP_000744700.1_1244	24.925	333	314
WP_000412665.1	lcl|NZ_JAGGCF010000003.1_cds_WP_000646250.1_540	26.766	269	314
WP_000412665.1	lcl|NZ_JAGGCF010000003.1_cds_WP_000600889.1_566	26.425	193	314
WP_000412665.1	lcl|NZ_JAGGCF010000003.1_cds_WP_000723090.1_619	22.680	291	314
WP_000361605.1	lcl|NZ_JAGGCF010000005.1_cds_WP_000172202.1_905	35.185	378	597
WP_000361605.1	lcl|NZ_JAGGCF010000005.1_cds_WP_000667646.1_862	32.832	399	597
WP_000361605.1	lcl|NZ_JAGGCF010000032.1_cds_WP_000828455.1_2970	31.591	421	597
WP_000361605.1	lcl|NZ_JAGGCF010000003.1_cds_WP_000834715.1_560	31.169	385	597
WP_000361605.1	lcl|NZ_JAGGCF010000004.1_cds_WP_000510777.1_725	28.372	215	597
WP_000361605.1	lcl|NZ_JAGGCF010000012.1_cds_WP_001161019.1_1655	31.579	209	597
WP_000361605.1	lcl|NZ_JAGGCF010000048.1_cds_WP_000619175.1_3432	29.555	247	597
WP_000361605.1	lcl|NZ_JAGGCF010000005.1_cds_WP_000942282.1_919	30.568	229	597
WP_000361605.1	lcl|NZ_JAGGCF010000018.1_cds_WP_001052498.1_2186	24.900	249	597
WP_000361605.1	lcl|NZ_JAGGCF010000028.1_cds_WP_000433117.1_2792	28.947	228	597
WP_000361605.1	lcl|NZ_JAGGCF010000022.1_cds_WP_001982953.1_2466	24.779	226	597
WP_000361605.1	lcl|NZ_JAGGCF010000057.1_cds_WP_001141158.1_3596	31.364	220	597
WP_000361605.1	lcl|NZ_JAGGCF010000048.1_cds_WP_000218838.1_3433	28.980	245	597
WP_000361605.1	lcl|NZ_JAGGCF010000001.1_cds_WP_000666552.1_153	27.778	234	597
WP_000361605.1	lcl|NZ_JAGGCF010000028.1_cds_WP_001089500.1_2760	29.091	220	597
WP_000361605.1	lcl|NZ_JAGGCF010000026.1_cds_WP_000184524.1_2669	27.979	193	597
WP_000361605.1	lcl|NZ_JAGGCF010000020.1_cds_WP_000047473.1_2319	26.977	215	597
WP_000361605.1	lcl|NZ_JAGGCF010000009.1_cds_WP_000052667.1_1402	26.201	229	597
WP_000361605.1	lcl|NZ_JAGGCF010000034.1_cds_WP_000590867.1_3038	24.651	215	597
WP_000361605.1	lcl|NZ_JAGGCF010000033.1_cds_WP_000603361.1_2998	25.000	228	597
WP_000361605.1	lcl|NZ_JAGGCF010000064.1_cds_WP_000675807.1_3681	26.800	250	597
WP_000361605.1	lcl|NZ_JAGGCF010000007.1_cds_WP_001288326.1_1104	27.542	236	597
WP_000361605.1	lcl|NZ_JAGGCF010000024.1_cds_WP_001049205.1_2572	27.451	255	597
WP_000361605.1	lcl|NZ_JAGGCF010000024.1_cds_WP_001049205.1_2572	25.328	229	597
WP_000361605.1	lcl|NZ_JAGGCF010000002.1_cds_WP_000598571.1_298	26.244	221	597
WP_000361605.1	lcl|NZ_JAGGCF010000033.1_cds_WP_000054169.1_2982	24.876	201	597
WP_000361605.1	lcl|NZ_JAGGCF010000005.1_cds_WP_000136057.1_813	28.000	225	597
WP_000361605.1	lcl|NZ_JAGGCF010000005.1_cds_WP_000626143.1_900	29.327	208	597
WP_000361605.1	lcl|NZ_JAGGCF010000005.1_cds_WP_000626143.1_900	24.719	178	597
WP_000361605.1	lcl|NZ_JAGGCF010000007.1_cds_WP_002167151.1_1064	24.783	230	597
WP_000361605.1	lcl|NZ_JAGGCF010000007.1_cds_WP_002167151.1_1064	22.222	261	597
WP_000361605.1	lcl|NZ_JAGGCF010000005.1_cds_WP_000172202.1_905	35.185	378	597
