WP_000340713.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_135633099.1_2715	64.103	78	106
WP_000412665.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_135633097.1_2714	79.677	310	314
WP_000412665.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265390701.1_392	23.795	332	314
WP_000412665.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265392896.1_419	26.498	317	314
WP_000412665.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_135632088.1_2658	26.111	180	314
WP_000412665.1	lcl|NZ_JAMQPQ010000005.1_cds_WP_265391932.1_3605	22.941	170	314
WP_000361605.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_265393971.1_2711	48.873	577	597
WP_000361605.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265393418.1_1491	43.265	245	597
WP_000361605.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_135634674.1_695	40.083	242	597
WP_000361605.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265393181.1_1004	35.897	273	597
WP_000361605.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265393007.1_631	38.912	239	597
WP_000361605.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265393182.1_1006	30.084	359	597
WP_000361605.1	lcl|NZ_JAMQPQ010000003.1_cds_WP_135636071.1_3123	27.252	433	597
WP_000361605.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265393562.1_1824	28.829	222	597
WP_000361605.1	lcl|NZ_JAMQPQ010000004.1_cds_WP_265394253.1_3299	25.974	231	597
WP_000361605.1	lcl|NZ_JAMQPQ010000006.1_cds_WP_135631779.1_3761	30.667	225	597
WP_000361605.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265392797.1_197	31.280	211	597
WP_000361605.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265391072.1_978	33.182	220	597
WP_000361605.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265393142.1_914	29.646	226	597
WP_000361605.1	lcl|NZ_JAMQPQ010000004.1_cds_WP_135631661.1_3380	26.316	228	597
WP_000361605.1	lcl|NZ_JAMQPQ010000004.1_cds_WP_135631402.1_3206	31.132	212	597
WP_000361605.1	lcl|NZ_JAMQPQ010000006.1_cds_WP_135631806.1_3790	28.750	240	597
WP_000361605.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_265393883.1_2523	27.511	229	597
WP_000361605.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_265393907.1_2590	26.250	240	597
WP_000361605.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_135636197.1_1139	28.000	200	597
WP_000361605.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_135632378.1_2284	28.829	222	597
WP_000361605.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_135592366.1_2311	26.339	224	597
WP_000361605.1	lcl|NZ_JAMQPQ010000003.1_cds_WP_244242032.1_2980	28.182	220	597
WP_000361605.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_135632139.1_2564	26.147	218	597
