WP_000340713.1	lcl|NZ_AHMV02000028.1_cds_WP_004753574.1_854	98.837	86	106
WP_000412665.1	lcl|NZ_AHMV02000028.1_cds_WP_004761722.1_855	96.474	312	314
WP_000412665.1	lcl|NZ_AHMV02000022.1_cds_WP_004753565.1_1594	24.925	333	314
WP_000412665.1	lcl|NZ_AHMV02000028.1_cds_WP_004755430.1_858	25.157	318	314
WP_000412665.1	lcl|NZ_AHMV02000028.1_cds_WP_004755262.1_927	22.887	284	314
WP_000361605.1	lcl|NZ_AHMV02000028.1_cds_WP_004754165.1_878	52.961	591	597
WP_000361605.1	lcl|NZ_AHMV02000012.1_cds_WP_004754744.1_2373	35.185	378	597
WP_000361605.1	lcl|NZ_AHMV02000011.1_cds_WP_004752998.1_2655	32.178	404	597
WP_000361605.1	lcl|NZ_AHMV02000002.1_cds_WP_004755367.1_3492	31.591	421	597
WP_000361605.1	lcl|NZ_AHMV02000014.1_cds_WP_004750725.1_2306	27.907	215	597
WP_000361605.1	lcl|NZ_AHMV02000020.1_cds_WP_004751633.1_1741	29.600	250	597
WP_000361605.1	lcl|NZ_AHMV02000018.1_cds_WP_004759288.1_1924	32.057	209	597
WP_000361605.1	lcl|NZ_AHMV02000012.1_cds_WP_004754327.1_2393	30.736	231	597
WP_000361605.1	lcl|NZ_AHMV02000022.1_cds_WP_004754759.1_1479	25.207	242	597
WP_000361605.1	lcl|NZ_AHMV02000017.1_cds_WP_004752581.1_2039	29.386	228	597
WP_000361605.1	lcl|NZ_AHMV02000020.1_cds_WP_004751619.1_1742	27.530	247	597
WP_000361605.1	lcl|NZ_AHMV02000028.1_cds_WP_004753899.1_587	30.052	193	597
WP_000361605.1	lcl|NZ_AHMV02000031.1_cds_WP_004752322.1_238	29.091	220	597
WP_000361605.1	lcl|NZ_AHMV02000031.1_cds_WP_004752570.1_218	27.778	234	597
WP_000361605.1	lcl|NZ_AHMV02000023.1_cds_WP_004755898.1_1344	24.413	213	597
WP_000361605.1	lcl|NZ_AHMV02000024.1_cds_WP_004753339.1_1257	30.909	220	597
WP_000361605.1	lcl|NZ_AHMV02000028.1_cds_WP_004753839.1_756	23.276	232	597
WP_000361605.1	lcl|NZ_AHMV02000017.1_cds_WP_016749953.1_2165	26.512	215	597
WP_000361605.1	lcl|NZ_AHMV02000027.1_cds_WP_004761397.1_1100	27.542	236	597
WP_000361605.1	lcl|NZ_AHMV02000005.1_cds_WP_004754310.1_2985	25.764	229	597
WP_000361605.1	lcl|NZ_AHMV02000028.1_cds_WP_004753756.1_967	24.506	253	597
WP_000361605.1	lcl|NZ_AHMV02000009.1_cds_WP_004760205.1_2798	23.457	243	597
WP_000361605.1	lcl|NZ_AHMV02000030.1_cds_WP_004752046.1_392	26.908	249	597
WP_000361605.1	lcl|NZ_AHMV02000030.1_cds_WP_004752046.1_392	25.764	229	597
WP_000361605.1	lcl|NZ_AHMV02000007.1_cds_WP_004755651.1_2832	26.244	221	597
WP_000361605.1	lcl|NZ_AHMV02000027.1_cds_WP_004761392.1_1069	24.359	234	597
WP_000361605.1	lcl|NZ_AHMV02000027.1_cds_WP_004761392.1_1069	23.013	239	597
WP_000361605.1	lcl|NZ_AHMV02000012.1_cds_WP_004754099.1_2378	28.641	206	597
WP_000361605.1	lcl|NZ_AHMV02000012.1_cds_WP_004754099.1_2378	24.719	178	597
WP_000361605.1	lcl|NZ_AHMV02000011.1_cds_WP_004752989.1_2608	27.556	225	597
WP_000361605.1	lcl|NZ_AHMV02000028.1_cds_WP_004761594.1_774	23.767	223	597
WP_000361605.1	lcl|NZ_AHMV02000028.1_cds_WP_004754165.1_878	52.961	591	597
WP_000361605.1	lcl|NZ_AHMV02000012.1_cds_WP_004754744.1_2373	35.185	378	597
WP_000361605.1	lcl|NZ_AHMV02000011.1_cds_WP_004752998.1_2655	32.178	404	597
WP_000361605.1	lcl|NZ_AHMV02000002.1_cds_WP_004755367.1_3492	31.591	421	597
WP_000361605.1	lcl|NZ_AHMV02000014.1_cds_WP_004750725.1_2306	27.907	215	597
WP_000361605.1	lcl|NZ_AHMV02000020.1_cds_WP_004751633.1_1741	29.600	250	597
WP_000361605.1	lcl|NZ_AHMV02000018.1_cds_WP_004759288.1_1924	32.057	209	597
WP_000361605.1	lcl|NZ_AHMV02000012.1_cds_WP_004754327.1_2393	30.736	231	597
WP_000361605.1	lcl|NZ_AHMV02000022.1_cds_WP_004754759.1_1479	25.207	242	597
WP_000361605.1	lcl|NZ_AHMV02000017.1_cds_WP_004752581.1_2039	29.386	228	597
WP_000361605.1	lcl|NZ_AHMV02000020.1_cds_WP_004751619.1_1742	27.530	247	597
WP_000361605.1	lcl|NZ_AHMV02000028.1_cds_WP_004753899.1_587	30.052	193	597
WP_000361605.1	lcl|NZ_AHMV02000031.1_cds_WP_004752322.1_238	29.091	220	597
WP_000361605.1	lcl|NZ_AHMV02000031.1_cds_WP_004752570.1_218	27.778	234	597
WP_000361605.1	lcl|NZ_AHMV02000023.1_cds_WP_004755898.1_1344	24.413	213	597
WP_000361605.1	lcl|NZ_AHMV02000024.1_cds_WP_004753339.1_1257	30.909	220	597
WP_000361605.1	lcl|NZ_AHMV02000028.1_cds_WP_004753839.1_756	23.276	232	597
WP_000361605.1	lcl|NZ_AHMV02000017.1_cds_WP_016749953.1_2165	26.512	215	597
WP_000361605.1	lcl|NZ_AHMV02000027.1_cds_WP_004761397.1_1100	27.542	236	597
WP_000361605.1	lcl|NZ_AHMV02000005.1_cds_WP_004754310.1_2985	25.764	229	597
WP_000361605.1	lcl|NZ_AHMV02000028.1_cds_WP_004753756.1_967	24.506	253	597
WP_000361605.1	lcl|NZ_AHMV02000009.1_cds_WP_004760205.1_2798	23.457	243	597
WP_000361605.1	lcl|NZ_AHMV02000030.1_cds_WP_004752046.1_392	26.908	249	597
WP_000361605.1	lcl|NZ_AHMV02000030.1_cds_WP_004752046.1_392	25.764	229	597
WP_000361605.1	lcl|NZ_AHMV02000007.1_cds_WP_004755651.1_2832	26.244	221	597
WP_000361605.1	lcl|NZ_AHMV02000027.1_cds_WP_004761392.1_1069	24.359	234	597
WP_000361605.1	lcl|NZ_AHMV02000027.1_cds_WP_004761392.1_1069	23.013	239	597
WP_000361605.1	lcl|NZ_AHMV02000012.1_cds_WP_004754099.1_2378	28.641	206	597
WP_000361605.1	lcl|NZ_AHMV02000012.1_cds_WP_004754099.1_2378	24.719	178	597
WP_000361605.1	lcl|NZ_AHMV02000011.1_cds_WP_004752989.1_2608	27.556	225	597
WP_000361605.1	lcl|NZ_AHMV02000028.1_cds_WP_004761594.1_774	23.767	223	597
WP_000699347.1	lcl|NZ_AHMV02000028.1_cds_WP_004755430.1_858	30.659	349	350
WP_000699347.1	lcl|NZ_AHMV02000028.1_cds_WP_004755262.1_927	25.000	356	350
WP_000699347.1	lcl|NZ_AHMV02000022.1_cds_WP_004753565.1_1594	24.859	354	350
WP_000699347.1	lcl|NZ_AHMV02000027.1_cds_WP_004751543.1_1122	26.070	257	350
WP_000699347.1	lcl|NZ_AHMV02000028.1_cds_WP_004761722.1_855	24.437	311	350
WP_000699347.1	lcl|NZ_AHMV02000005.1_cds_WP_004755135.1_3016	25.325	308	350
WP_000699347.1	lcl|NZ_AHMV02000028.1_cds_WP_004755319.1_861	24.609	256	350
WP_000699347.1	lcl|NZ_AHMV02000027.1_cds_WP_004751412.1_1133	25.882	255	350
WP_000699347.1	lcl|NZ_AHMV02000022.1_cds_WP_004755140.1_1466	24.490	196	350
WP_000699347.1	lcl|NZ_AHMV02000017.1_cds_WP_004751780.1_2099	25.000	256	350
WP_000275582.1	lcl|NZ_AHMV02000030.1_cds_WP_004752171.1_425	37.091	275	349
