WP_000340713.1	lcl|NZ_NPDS01000002.1_cds_WP_100762083.1_1700	93.023	86	106
WP_000412665.1	lcl|NZ_NPDS01000002.1_cds_WP_100761755.1_1701	89.172	314	314
WP_000412665.1	lcl|NZ_NPDS01000007.1_cds_WP_100763529.1_3487	25.915	328	314
WP_000412665.1	lcl|NZ_NPDS01000002.1_cds_WP_100761817.1_1764	23.512	336	314
WP_000412665.1	lcl|NZ_NPDS01000002.1_cds_WP_100761767.1_1714	22.727	286	314
WP_000412665.1	lcl|NZ_NPDS01000003.1_cds_WP_100762281.1_2212	21.765	170	314
WP_000361605.1	lcl|NZ_NPDS01000002.1_cds_WP_100761756.1_1702	53.541	579	597
WP_000361605.1	lcl|NZ_NPDS01000003.1_cds_WP_165783257.1_2268	42.045	264	597
WP_000361605.1	lcl|NZ_NPDS01000001.1_cds_WP_100760637.1_172	32.840	405	597
WP_000361605.1	lcl|NZ_NPDS01000005.1_cds_WP_100762995.1_2940	31.591	421	597
WP_000361605.1	lcl|NZ_NPDS01000010.1_cds_WP_244284650.1_1085	34.419	215	597
WP_000361605.1	lcl|NZ_NPDS01000002.1_cds_WP_100761661.1_1593	27.897	233	597
WP_000361605.1	lcl|NZ_NPDS01000007.1_cds_WP_100763429.1_3375	27.165	254	597
WP_000361605.1	lcl|NZ_NPDS01000003.1_cds_WP_100762391.1_2223	27.404	208	597
WP_000361605.1	lcl|NZ_NPDS01000009.1_cds_WP_100764034.1_3811	31.100	209	597
WP_000361605.1	lcl|NZ_NPDS01000001.1_cds_WP_100760926.1_502	32.258	248	597
WP_000361605.1	lcl|NZ_NPDS01000010.1_cds_WP_100764222.1_910	27.473	273	597
WP_000361605.1	lcl|NZ_NPDS01000007.1_cds_WP_100763400.1_3339	31.050	219	597
WP_000361605.1	lcl|NZ_NPDS01000005.1_cds_WP_100762735.1_2647	30.126	239	597
WP_000361605.1	lcl|NZ_NPDS01000007.1_cds_WP_100763399.1_3338	29.583	240	597
WP_000361605.1	lcl|NZ_NPDS01000010.1_cds_WP_100764069.1_918	26.068	234	597
WP_000361605.1	lcl|NZ_NPDS01000002.1_cds_WP_100762028.1_2009	28.333	240	597
WP_000361605.1	lcl|NZ_NPDS01000008.1_cds_WP_165783321.1_3739	27.778	216	597
WP_000361605.1	lcl|NZ_NPDS01000008.1_cds_WP_100763640.1_3581	30.131	229	597
WP_000361605.1	lcl|NZ_NPDS01000008.1_cds_WP_100763656.1_3600	26.496	234	597
WP_000361605.1	lcl|NZ_NPDS01000009.1_cds_WP_100763898.1_3852	28.723	188	597
WP_000361605.1	lcl|NZ_NPDS01000006.1_cds_WP_100763233.1_3174	27.014	211	597
WP_000361605.1	lcl|NZ_NPDS01000001.1_cds_WP_100760504.1_30	29.064	203	597
WP_000361605.1	lcl|NZ_NPDS01000001.1_cds_WP_100761098.1_688	22.596	208	597
WP_000361605.1	lcl|NZ_NPDS01000003.1_cds_WP_100762346.1_2290	28.390	236	597
WP_000361605.1	lcl|NZ_NPDS01000006.1_cds_WP_100763132.1_3066	25.882	255	597
WP_000361605.1	lcl|NZ_NPDS01000006.1_cds_WP_100763132.1_3066	25.893	224	597
