WP_000340713.1	lcl|NZ_JQQL01000090.1_cds_WP_000340715.1_1995	95.349	86	106
WP_000412665.1	lcl|NZ_JQQL01000090.1_cds_WP_017852651.1_1994	92.903	310	314
WP_000412665.1	lcl|NZ_JQQL01000005.1_cds_WP_061285444.1_139	24.925	333	314
WP_000412665.1	lcl|NZ_JQQL01000079.1_cds_WP_017850690.1_1770	22.378	286	314
WP_000412665.1	lcl|NZ_JQQL01000016.1_cds_WP_000723094.1_428	23.024	291	314
WP_000412665.1	lcl|NZ_JQQL01000079.1_cds_WP_061285904.1_1772	21.967	305	314
WP_000361605.1	lcl|NZ_JQQL01000294.1_cds_WP_000172198.1_3856	35.450	378	597
WP_000361605.1	lcl|NZ_JQQL01000061.1_cds_WP_000667646.1_1472	32.832	399	597
WP_000361605.1	lcl|NZ_JQQL01000042.1_cds_WP_017850995.1_957	31.591	421	597
WP_000361605.1	lcl|NZ_JQQL01000079.1_cds_WP_017850666.1_1748	32.530	249	597
WP_000361605.1	lcl|NZ_JQQL01000122.1_cds_WP_061286143.1_2525	28.372	215	597
WP_000361605.1	lcl|NZ_JQQL01000161.1_cds_WP_001161018.1_3022	31.579	209	597
WP_000361605.1	lcl|NZ_JQQL01000243.1_cds_WP_025181210.1_3689	30.568	229	597
WP_000361605.1	lcl|NZ_JQQL01000159.1_cds_WP_061286292.1_3002	28.685	251	597
WP_000361605.1	lcl|NZ_JQQL01000112.1_cds_WP_001052498.1_2400	24.900	249	597
WP_000361605.1	lcl|NZ_JQQL01000099.1_cds_WP_000433117.1_2205	28.947	228	597
WP_000361605.1	lcl|NZ_JQQL01000320.1_cds_WP_017852519.1_3968	30.909	220	597
WP_000361605.1	lcl|NZ_JQQL01000159.1_cds_WP_000218838.1_3001	28.980	245	597
WP_000361605.1	lcl|NZ_JQQL01000053.1_cds_WP_000666552.1_1305	27.778	234	597
WP_000361605.1	lcl|NZ_JQQL01000100.1_cds_WP_061286042.1_2247	24.336	226	597
WP_000361605.1	lcl|NZ_JQQL01000053.1_cds_WP_001089498.1_1325	29.091	220	597
WP_000361605.1	lcl|NZ_JQQL01000127.1_cds_WP_000184521.1_2621	28.497	193	597
