WP_000340713.1	lcl|NZ_JQPA01000005.1_cds_WP_000340715.1_140	95.349	86	106
WP_000412665.1	lcl|NZ_JQPA01000005.1_cds_WP_000410273.1_141	95.192	312	314
WP_000412665.1	lcl|NZ_JQPA01000042.1_cds_WP_000744698.1_1592	24.925	333	314
WP_000412665.1	lcl|NZ_JQPA01000005.1_cds_WP_000646253.1_144	26.766	269	314
WP_000412665.1	lcl|NZ_JQPA01000005.1_cds_WP_000723082.1_211	22.680	291	314
WP_000361605.1	lcl|NZ_JQPA01000005.1_cds_WP_002106376.1_163	52.196	592	597
WP_000361605.1	lcl|NZ_JQPA01000108.1_cds_WP_000172203.1_2727	35.450	378	597
WP_000361605.1	lcl|NZ_JQPA01000031.1_cds_WP_000667646.1_1366	32.832	399	597
WP_000361605.1	lcl|NZ_JQPA01000029.1_cds_WP_000828456.1_1237	31.591	421	597
WP_000361605.1	lcl|NZ_JQPA01000092.1_cds_WP_000510770.1_2557	28.372	215	597
WP_000361605.1	lcl|NZ_JQPA01000046.1_cds_WP_000619182.1_1717	29.960	247	597
WP_000361605.1	lcl|NZ_JQPA01000024.1_cds_WP_001161019.1_1019	31.579	209	597
WP_000361605.1	lcl|NZ_JQPA01000026.1_cds_WP_001052496.1_1108	25.703	249	597
WP_000361605.1	lcl|NZ_JQPA01000062.1_cds_WP_000942282.1_2061	30.568	229	597
WP_000361605.1	lcl|NZ_JQPA01000116.1_cds_WP_000433117.1_2823	28.947	228	597
WP_000361605.1	lcl|NZ_JQPA01000030.1_cds_WP_001982953.1_1302	24.779	226	597
WP_000361605.1	lcl|NZ_JQPA01000048.1_cds_WP_001141162.1_1783	31.364	220	597
WP_000361605.1	lcl|NZ_JQPA01000046.1_cds_WP_000218838.1_1716	28.980	245	597
WP_000361605.1	lcl|NZ_JQPA01000069.1_cds_WP_000666552.1_2207	27.778	234	597
WP_000361605.1	lcl|NZ_JQPA01000116.1_cds_WP_001089503.1_2855	29.091	220	597
WP_000361605.1	lcl|NZ_JQPA01000123.1_cds_WP_000184524.1_2942	27.979	193	597
WP_000361605.1	lcl|NZ_JQPA01000032.1_cds_WP_000047473.1_1395	26.977	215	597
WP_000361605.1	lcl|NZ_JQPA01000033.1_cds_WP_000052667.1_1440	26.201	229	597
WP_000361605.1	lcl|NZ_JQPA01000160.1_cds_WP_000651459.1_3360	26.984	252	597
WP_000361605.1	lcl|NZ_JQPA01000203.1_cds_WP_000603361.1_3770	25.000	228	597
WP_000361605.1	lcl|NZ_JQPA01000237.1_cds_WP_000590871.1_3958	24.651	215	597
WP_000361605.1	lcl|NZ_JQPA01000037.1_cds_WP_001049208.1_1501	27.451	255	597
WP_000361605.1	lcl|NZ_JQPA01000037.1_cds_WP_001049208.1_1501	25.328	229	597
WP_000361605.1	lcl|NZ_JQPA01000085.1_cds_WP_001288326.1_2476	27.542	236	597
WP_000361605.1	lcl|NZ_JQPA01000176.1_cds_WP_000598571.1_3565	26.244	221	597
WP_000361605.1	lcl|NZ_JQPA01000077.1_cds_WP_000054169.1_2327	24.876	201	597
WP_000361605.1	lcl|NZ_JQPA01000108.1_cds_WP_061266369.1_2733	28.641	206	597
WP_000361605.1	lcl|NZ_JQPA01000108.1_cds_WP_061266369.1_2733	24.719	178	597
WP_000361605.1	lcl|NZ_JQPA01000056.1_cds_WP_061266287.1_1976	27.556	225	597
WP_000361605.1	lcl|NZ_JQPA01000115.1_cds_WP_000481721.1_2800	24.783	230	597
WP_000361605.1	lcl|NZ_JQPA01000115.1_cds_WP_000481721.1_2800	23.431	239	597
WP_000361605.1	lcl|NZ_JQPA01000005.1_cds_WP_002106376.1_163	52.196	592	597
WP_000361605.1	lcl|NZ_JQPA01000108.1_cds_WP_000172203.1_2727	35.450	378	597
WP_000361605.1	lcl|NZ_JQPA01000031.1_cds_WP_000667646.1_1366	32.832	399	597
WP_000361605.1	lcl|NZ_JQPA01000029.1_cds_WP_000828456.1_1237	31.591	421	597
WP_000361605.1	lcl|NZ_JQPA01000092.1_cds_WP_000510770.1_2557	28.372	215	597
WP_000361605.1	lcl|NZ_JQPA01000046.1_cds_WP_000619182.1_1717	29.960	247	597
WP_000361605.1	lcl|NZ_JQPA01000024.1_cds_WP_001161019.1_1019	31.579	209	597
WP_000361605.1	lcl|NZ_JQPA01000026.1_cds_WP_001052496.1_1108	25.703	249	597
WP_000361605.1	lcl|NZ_JQPA01000062.1_cds_WP_000942282.1_2061	30.568	229	597
WP_000361605.1	lcl|NZ_JQPA01000116.1_cds_WP_000433117.1_2823	28.947	228	597
WP_000361605.1	lcl|NZ_JQPA01000030.1_cds_WP_001982953.1_1302	24.779	226	597
WP_000361605.1	lcl|NZ_JQPA01000048.1_cds_WP_001141162.1_1783	31.364	220	597
WP_000361605.1	lcl|NZ_JQPA01000046.1_cds_WP_000218838.1_1716	28.980	245	597
WP_000361605.1	lcl|NZ_JQPA01000069.1_cds_WP_000666552.1_2207	27.778	234	597
WP_000361605.1	lcl|NZ_JQPA01000116.1_cds_WP_001089503.1_2855	29.091	220	597
WP_000361605.1	lcl|NZ_JQPA01000123.1_cds_WP_000184524.1_2942	27.979	193	597
WP_000361605.1	lcl|NZ_JQPA01000032.1_cds_WP_000047473.1_1395	26.977	215	597
WP_000361605.1	lcl|NZ_JQPA01000033.1_cds_WP_000052667.1_1440	26.201	229	597
WP_000361605.1	lcl|NZ_JQPA01000160.1_cds_WP_000651459.1_3360	26.984	252	597
WP_000361605.1	lcl|NZ_JQPA01000203.1_cds_WP_000603361.1_3770	25.000	228	597
WP_000361605.1	lcl|NZ_JQPA01000237.1_cds_WP_000590871.1_3958	24.651	215	597
WP_000361605.1	lcl|NZ_JQPA01000037.1_cds_WP_001049208.1_1501	27.451	255	597
WP_000361605.1	lcl|NZ_JQPA01000037.1_cds_WP_001049208.1_1501	25.328	229	597
WP_000361605.1	lcl|NZ_JQPA01000085.1_cds_WP_001288326.1_2476	27.542	236	597
WP_000361605.1	lcl|NZ_JQPA01000176.1_cds_WP_000598571.1_3565	26.244	221	597
WP_000361605.1	lcl|NZ_JQPA01000077.1_cds_WP_000054169.1_2327	24.876	201	597
WP_000361605.1	lcl|NZ_JQPA01000108.1_cds_WP_061266369.1_2733	28.641	206	597
WP_000361605.1	lcl|NZ_JQPA01000108.1_cds_WP_061266369.1_2733	24.719	178	597
WP_000361605.1	lcl|NZ_JQPA01000056.1_cds_WP_061266287.1_1976	27.556	225	597
WP_000361605.1	lcl|NZ_JQPA01000115.1_cds_WP_000481721.1_2800	24.783	230	597
WP_000361605.1	lcl|NZ_JQPA01000115.1_cds_WP_000481721.1_2800	23.431	239	597
WP_000699347.1	lcl|NZ_JQPA01000005.1_cds_WP_000646253.1_144	31.014	345	350
WP_000699347.1	lcl|NZ_JQPA01000005.1_cds_WP_000723082.1_211	24.157	356	350
WP_000699347.1	lcl|NZ_JQPA01000042.1_cds_WP_000744698.1_1592	24.576	354	350
WP_000699347.1	lcl|NZ_JQPA01000020.1_cds_WP_025184291.1_860	24.194	310	350
WP_000699347.1	lcl|NZ_JQPA01000005.1_cds_WP_000410273.1_141	24.437	311	350
WP_000699347.1	lcl|NZ_JQPA01000029.1_cds_WP_061230270.1_1168	24.675	308	350
WP_000699347.1	lcl|NZ_JQPA01000005.1_cds_WP_001067557.1_147	25.000	256	350
WP_000699347.1	lcl|NZ_JQPA01000162.1_cds_WP_000709511.1_3420	25.882	255	350
WP_000699347.1	lcl|NZ_JQPA01000008.1_cds_WP_001074779.1_365	24.609	256	350
WP_000699347.1	lcl|NZ_JQPA01000026.1_cds_WP_061260495.1_1129	24.468	188	350
WP_000275582.1	lcl|NZ_JQPA01000106.1_cds_WP_001011675.1_2707	36.957	276	349
WP_000275582.1	lcl|NZ_JQPA01000005.1_cds_WP_061266119.1_173	28.916	332	349
WP_000275582.1	lcl|NZ_JQPA01000005.1_cds_WP_002068380.1_167	27.566	341	349
WP_000275582.1	lcl|NZ_JQPA01000106.1_cds_WP_001011675.1_2707	36.957	276	349
WP_000275582.1	lcl|NZ_JQPA01000005.1_cds_WP_061266119.1_173	28.916	332	349
WP_000275582.1	lcl|NZ_JQPA01000005.1_cds_WP_002068380.1_167	27.566	341	349
WP_000623952.1	lcl|NZ_JQPA01000005.1_cds_WP_061266120.1_186	35.938	64	247
WP_000208484.1	lcl|NZ_JQPA01000171.1_cds_WP_001982325.1_3497	26.316	266	323
WP_000208484.1	lcl|NZ_JQPA01000043.1_cds_WP_000421042.1_1644	23.656	279	323
WP_000208484.1	lcl|NZ_JQPA01000171.1_cds_WP_001982325.1_3497	26.316	266	323
WP_000208484.1	lcl|NZ_JQPA01000043.1_cds_WP_000421042.1_1644	23.656	279	323
WP_000615098.1	lcl|NZ_JQPA01000042.1_cds_WP_001082179.1_1621	25.311	241	340
WP_000615098.1	lcl|NZ_JQPA01000040.1_cds_WP_000283287.1_1541	24.000	200	340
WP_000615098.1	lcl|NZ_JQPA01000024.1_cds_WP_000402849.1_973	22.267	247	340
WP_000723077.1	lcl|NZ_JQPA01000005.1_cds_WP_000646253.1_144	31.457	302	332
WP_000723077.1	lcl|NZ_JQPA01000029.1_cds_WP_061230270.1_1168	29.126	309	332
WP_000723077.1	lcl|NZ_JQPA01000005.1_cds_WP_000723082.1_211	27.795	331	332
