WP_000340713.1	lcl|NZ_JQPS01000038.1_cds_WP_000340715.1_1112	95.349	86	106
WP_000412665.1	lcl|NZ_JQPS01000038.1_cds_WP_000712241.1_1113	94.872	312	314
WP_000412665.1	lcl|NZ_JQPS01000038.1_cds_WP_042752256.1_1132	58.730	63	314
WP_000412665.1	lcl|NZ_JQPS01000111.1_cds_WP_000744704.1_2532	24.925	333	314
WP_000412665.1	lcl|NZ_JQPS01000038.1_cds_WP_017854439.1_1116	26.394	269	314
WP_000412665.1	lcl|NZ_JQPS01000038.1_cds_WP_000600891.1_1141	26.425	193	314
WP_000412665.1	lcl|NZ_JQPS01000038.1_cds_WP_000723090.1_1203	22.680	291	314
WP_000361605.1	lcl|NZ_JQPS01000104.1_cds_WP_000172203.1_2431	35.450	378	597
WP_000361605.1	lcl|NZ_JQPS01000011.1_cds_WP_000667646.1_405	32.832	399	597
WP_000361605.1	lcl|NZ_JQPS01000138.1_cds_WP_000828456.1_2790	31.591	421	597
WP_000361605.1	lcl|NZ_JQPS01000038.1_cds_WP_000834715.1_1135	31.169	385	597
WP_000361605.1	lcl|NZ_JQPS01000144.1_cds_WP_000510777.1_2874	28.372	215	597
WP_000361605.1	lcl|NZ_JQPS01000105.1_cds_WP_000619182.1_2444	29.960	247	597
WP_000361605.1	lcl|NZ_JQPS01000073.1_cds_WP_001161019.1_1967	31.579	209	597
WP_000361605.1	lcl|NZ_JQPS01000028.1_cds_WP_002184018.1_833	25.301	249	597
WP_000361605.1	lcl|NZ_JQPS01000104.1_cds_WP_000942282.1_2417	30.568	229	597
WP_000361605.1	lcl|NZ_JQPS01000004.1_cds_WP_000433117.1_82	28.947	228	597
WP_000361605.1	lcl|NZ_JQPS01000032.1_cds_WP_061234232.1_952	24.779	226	597
WP_000361605.1	lcl|NZ_JQPS01000004.1_cds_WP_001089494.1_114	29.545	220	597
WP_000361605.1	lcl|NZ_JQPS01000203.1_cds_WP_061226722.1_3487	31.364	220	597
WP_000361605.1	lcl|NZ_JQPS01000004.1_cds_WP_000666552.1_135	27.778	234	597
WP_000361605.1	lcl|NZ_JQPS01000105.1_cds_WP_061234598.1_2445	28.980	245	597
WP_000361605.1	lcl|NZ_JQPS01000161.1_cds_WP_000184524.1_3110	27.979	193	597
WP_000361605.1	lcl|NZ_JQPS01000083.1_cds_WP_000047473.1_2120	26.977	215	597
WP_000361605.1	lcl|NZ_JQPS01000002.1_cds_WP_000052667.1_41	26.201	229	597
WP_000361605.1	lcl|NZ_JQPS01000214.1_cds_WP_000603361.1_3569	25.000	228	597
WP_000361605.1	lcl|NZ_JQPS01000084.1_cds_WP_000651462.1_2168	26.984	252	597
WP_000361605.1	lcl|NZ_JQPS01000116.1_cds_WP_000590871.1_2609	24.651	215	597
WP_000361605.1	lcl|NZ_JQPS01000012.1_cds_WP_001049208.1_447	27.451	255	597
WP_000361605.1	lcl|NZ_JQPS01000012.1_cds_WP_001049208.1_447	25.328	229	597
