WP_000340713.1	lcl|NZ_JQPI01000023.1_cds_WP_000340715.1_754	95.349	86	106
WP_000412665.1	lcl|NZ_JQPI01000023.1_cds_WP_000410267.1_753	95.192	312	314
WP_000412665.1	lcl|NZ_JQPI01000034.1_cds_WP_000744698.1_1053	24.925	333	314
WP_000412665.1	lcl|NZ_JQPI01000023.1_cds_WP_042752260.1_750	26.394	269	314
WP_000412665.1	lcl|NZ_JQPI01000023.1_cds_WP_000600889.1_722	26.425	193	314
WP_000412665.1	lcl|NZ_JQPI01000023.1_cds_WP_061269945.1_669	22.680	291	314
WP_000361605.1	lcl|NZ_JQPI01000152.1_cds_WP_000172205.1_3090	35.200	375	597
WP_000361605.1	lcl|NZ_JQPI01000077.1_cds_WP_000667646.1_2136	32.832	399	597
WP_000361605.1	lcl|NZ_JQPI01000022.1_cds_WP_000828456.1_643	31.591	421	597
WP_000361605.1	lcl|NZ_JQPI01000023.1_cds_WP_000797356.1_724	30.423	378	597
WP_000361605.1	lcl|NZ_JQPI01000116.1_cds_WP_000510776.1_2703	28.372	215	597
WP_000361605.1	lcl|NZ_JQPI01000067.1_cds_WP_000619182.1_1814	29.960	247	597
WP_000361605.1	lcl|NZ_JQPI01000069.1_cds_WP_001161019.1_1920	31.579	209	597
WP_000361605.1	lcl|NZ_JQPI01000045.1_cds_WP_001052496.1_1321	25.703	249	597
WP_000361605.1	lcl|NZ_JQPI01000049.1_cds_WP_061270025.1_1373	30.568	229	597
WP_000361605.1	lcl|NZ_JQPI01000105.1_cds_WP_000433117.1_2523	28.947	228	597
WP_000361605.1	lcl|NZ_JQPI01000035.1_cds_WP_061234232.1_1093	24.779	226	597
WP_000361605.1	lcl|NZ_JQPI01000258.1_cds_WP_001141162.1_3744	31.364	220	597
WP_000361605.1	lcl|NZ_JQPI01000067.1_cds_WP_000218838.1_1813	28.980	245	597
WP_000361605.1	lcl|NZ_JQPI01000105.1_cds_WP_061270157.1_2575	27.350	234	597
WP_000361605.1	lcl|NZ_JQPI01000105.1_cds_WP_001089498.1_2555	29.091	220	597
WP_000361605.1	lcl|NZ_JQPI01000226.1_cds_WP_000184524.1_3561	27.979	193	597
WP_000361605.1	lcl|NZ_JQPI01000010.1_cds_WP_000047473.1_341	26.977	215	597
WP_000361605.1	lcl|NZ_JQPI01000099.1_cds_WP_000052667.1_2460	26.201	229	597
WP_000361605.1	lcl|NZ_JQPI01000014.1_cds_WP_000651459.1_416	26.984	252	597
WP_000361605.1	lcl|NZ_JQPI01000242.1_cds_WP_000603361.1_3654	25.000	228	597
WP_000361605.1	lcl|NZ_JQPI01000208.1_cds_WP_000590871.1_3423	24.651	215	597
WP_000361605.1	lcl|NZ_JQPI01000031.1_cds_WP_001288326.1_959	27.542	236	597
WP_000361605.1	lcl|NZ_JQPI01000002.1_cds_WP_001049211.1_74	27.309	249	597
WP_000361605.1	lcl|NZ_JQPI01000002.1_cds_WP_001049211.1_74	24.891	229	597
WP_000361605.1	lcl|NZ_JQPI01000148.1_cds_WP_000598571.1_3037	26.244	221	597
WP_000361605.1	lcl|NZ_JQPI01000122.1_cds_WP_000054169.1_2776	24.876	201	597
WP_000361605.1	lcl|NZ_JQPI01000058.1_cds_WP_000136057.1_1664	28.000	225	597
WP_000361605.1	lcl|NZ_JQPI01000152.1_cds_WP_000626143.1_3085	29.327	208	597
WP_000361605.1	lcl|NZ_JQPI01000152.1_cds_WP_000626143.1_3085	24.719	178	597
WP_000361605.1	lcl|NZ_JQPI01000013.1_cds_WP_000481721.1_390	24.783	230	597
WP_000361605.1	lcl|NZ_JQPI01000013.1_cds_WP_000481721.1_390	23.431	239	597
