WP_000340713.1	lcl|NZ_JADHZI010000006.1_cds_WP_002725873.1_2913	90.698	86	106
WP_000412665.1	lcl|NZ_JADHZI010000006.1_cds_WP_002733579.1_2914	91.083	314	314
WP_000412665.1	lcl|NZ_JADHZI010000017.1_cds_WP_002722638.1_626	24.615	325	314
WP_000412665.1	lcl|NZ_JADHZI010000006.1_cds_WP_002733534.1_2917	26.022	269	314
WP_000412665.1	lcl|NZ_JADHZI010000006.1_cds_WP_002740024.1_3008	23.891	293	314
WP_000412665.1	lcl|NZ_JADHZI010000028.1_cds_WP_002743770.1_1337	22.941	170	314
WP_000412665.1	lcl|NZ_JADHZI010000006.1_cds_WP_016749081.1_2946	26.490	151	314
WP_000412665.1	lcl|NZ_JADHZI010000007.1_cds_WP_002728309.1_3199	23.151	311	314
WP_000361605.1	lcl|NZ_JADHZI010000068.1_cds_WP_002742222.1_2887	35.676	370	597
WP_000361605.1	lcl|NZ_JADHZI010000001.1_cds_WP_002723347.1_762	31.436	404	597
WP_000361605.1	lcl|NZ_JADHZI010000029.1_cds_WP_002741286.1_1400	32.542	421	597
WP_000361605.1	lcl|NZ_JADHZI010000006.1_cds_WP_002740724.1_2939	32.576	396	597
WP_000361605.1	lcl|NZ_JADHZI010000006.1_cds_ISU66_RS03615_2950	38.261	230	597
WP_000361605.1	lcl|NZ_JADHZI010000005.1_cds_WP_002739451.1_2684	27.830	212	597
WP_000361605.1	lcl|NZ_JADHZI010000009.1_cds_WP_002726143.1_3367	31.081	222	597
WP_000361605.1	lcl|NZ_JADHZI010000011.1_cds_WP_002752475.1_181	26.407	231	597
WP_000361605.1	lcl|NZ_JADHZI010000002.1_cds_WP_002734207.1_1478	30.303	231	597
WP_000361605.1	lcl|NZ_JADHZI010000053.1_cds_WP_002738485.1_2520	30.319	188	597
WP_000361605.1	lcl|NZ_JADHZI010000003.1_cds_WP_002721914.1_1999	27.935	247	597
WP_000361605.1	lcl|NZ_JADHZI010000004.1_cds_WP_002724285.1_2373	28.879	232	597
WP_000361605.1	lcl|NZ_JADHZI010000003.1_cds_WP_002721827.1_2032	29.302	215	597
WP_000361605.1	lcl|NZ_JADHZI010000026.1_cds_WP_002729296.1_1263	28.704	216	597
WP_000361605.1	lcl|NZ_JADHZI010000010.1_cds_WP_002728388.1_45	27.778	216	597
WP_000361605.1	lcl|NZ_JADHZI010000005.1_cds_WP_002725984.1_2716	24.779	226	597
WP_000361605.1	lcl|NZ_JADHZI010000011.1_cds_WP_002729758.1_172	32.273	220	597
WP_000361605.1	lcl|NZ_JADHZI010000025.1_cds_WP_002733837.1_1188	28.235	255	597
WP_000361605.1	lcl|NZ_JADHZI010000025.1_cds_WP_002733837.1_1188	26.230	183	597
WP_000361605.1	lcl|NZ_JADHZI010000004.1_cds_WP_002730493.1_2355	25.581	215	597
WP_000361605.1	lcl|NZ_JADHZI010000004.1_cds_WP_002724311.1_2374	25.911	247	597
WP_000361605.1	lcl|NZ_JADHZI010000030.1_cds_WP_032853264.1_1591	26.293	232	597
WP_000361605.1	lcl|NZ_JADHZI010000030.1_cds_WP_032853264.1_1591	27.389	157	597
WP_000361605.1	lcl|NZ_JADHZI010000011.1_cds_WP_002729133.1_189	27.234	235	597
WP_000361605.1	lcl|NZ_JADHZI010000001.1_cds_WP_002735056.1_847	25.714	210	597
WP_000361605.1	lcl|NZ_JADHZI010000016.1_cds_WP_002733736.1_544	26.587	252	597
WP_000361605.1	lcl|NZ_JADHZI010000004.1_cds_WP_002724740.1_2394	26.364	220	597
WP_000361605.1	lcl|NZ_JADHZI010000004.1_cds_WP_002734915.1_2426	25.641	234	597
WP_000361605.1	lcl|NZ_JADHZI010000004.1_cds_WP_002734915.1_2426	24.314	255	597
WP_000361605.1	lcl|NZ_JADHZI010000004.1_cds_WP_002739909.1_2417	44.828	58	597
WP_000361605.1	lcl|NZ_JADHZI010000004.1_cds_WP_002739909.1_2417	23.118	186	597
WP_000361605.1	lcl|NZ_JADHZI010000049.1_cds_WP_002739367.1_2301	22.388	201	597
WP_000361605.1	lcl|NZ_JADHZI010000030.1_cds_WP_002723659.1_1582	27.111	225	597
WP_000361605.1	lcl|NZ_JADHZI010000068.1_cds_WP_002742222.1_2887	35.676	370	597
WP_000361605.1	lcl|NZ_JADHZI010000001.1_cds_WP_002723347.1_762	31.436	404	597
WP_000361605.1	lcl|NZ_JADHZI010000029.1_cds_WP_002741286.1_1400	32.542	421	597
WP_000361605.1	lcl|NZ_JADHZI010000006.1_cds_WP_002740724.1_2939	32.576	396	597
WP_000361605.1	lcl|NZ_JADHZI010000006.1_cds_ISU66_RS03615_2950	38.261	230	597
WP_000361605.1	lcl|NZ_JADHZI010000005.1_cds_WP_002739451.1_2684	27.830	212	597
WP_000361605.1	lcl|NZ_JADHZI010000009.1_cds_WP_002726143.1_3367	31.081	222	597
WP_000361605.1	lcl|NZ_JADHZI010000011.1_cds_WP_002752475.1_181	26.407	231	597
WP_000361605.1	lcl|NZ_JADHZI010000002.1_cds_WP_002734207.1_1478	30.303	231	597
WP_000361605.1	lcl|NZ_JADHZI010000053.1_cds_WP_002738485.1_2520	30.319	188	597
WP_000361605.1	lcl|NZ_JADHZI010000003.1_cds_WP_002721914.1_1999	27.935	247	597
WP_000361605.1	lcl|NZ_JADHZI010000004.1_cds_WP_002724285.1_2373	28.879	232	597
WP_000361605.1	lcl|NZ_JADHZI010000003.1_cds_WP_002721827.1_2032	29.302	215	597
WP_000361605.1	lcl|NZ_JADHZI010000026.1_cds_WP_002729296.1_1263	28.704	216	597
WP_000361605.1	lcl|NZ_JADHZI010000010.1_cds_WP_002728388.1_45	27.778	216	597
WP_000361605.1	lcl|NZ_JADHZI010000005.1_cds_WP_002725984.1_2716	24.779	226	597
WP_000361605.1	lcl|NZ_JADHZI010000011.1_cds_WP_002729758.1_172	32.273	220	597
WP_000361605.1	lcl|NZ_JADHZI010000025.1_cds_WP_002733837.1_1188	28.235	255	597
WP_000361605.1	lcl|NZ_JADHZI010000025.1_cds_WP_002733837.1_1188	26.230	183	597
WP_000361605.1	lcl|NZ_JADHZI010000004.1_cds_WP_002730493.1_2355	25.581	215	597
WP_000361605.1	lcl|NZ_JADHZI010000004.1_cds_WP_002724311.1_2374	25.911	247	597
WP_000361605.1	lcl|NZ_JADHZI010000030.1_cds_WP_032853264.1_1591	26.293	232	597
WP_000361605.1	lcl|NZ_JADHZI010000030.1_cds_WP_032853264.1_1591	27.389	157	597
WP_000361605.1	lcl|NZ_JADHZI010000011.1_cds_WP_002729133.1_189	27.234	235	597
WP_000361605.1	lcl|NZ_JADHZI010000001.1_cds_WP_002735056.1_847	25.714	210	597
WP_000361605.1	lcl|NZ_JADHZI010000016.1_cds_WP_002733736.1_544	26.587	252	597
WP_000361605.1	lcl|NZ_JADHZI010000004.1_cds_WP_002724740.1_2394	26.364	220	597
